	0	1	2	3	4	5	6	7
0	32401.0	540.0	71.954	-234.236	736.245	134.184	260.779	827.957
1	32358.4679943	539.291135495	78.5235351735	-234.805954211	734.931903912	149.472186066	259.056959262	840.245864468
2	32413.7303661	540.21217588	70.0412714669	-233.459672264	736.253871627	133.372522768	259.746089494	825.458336282
3	32422.3163022	540.355270925	68.7457200227	-232.992887337	736.378205895	132.229585599	259.306026526	823.620491441
4	32389.9791197	539.816314341	73.7444254459	-233.178238978	735.451381726	144.107760981	257.815301125	833.024312707
5	32394.8146398	539.896908831	73.0097024574	-232.648032689	735.530694782	144.052380567	257.432989357	832.074454351
6	32416.8948226	540.264916867	69.6542882572	-231.820745561	736.096114149	138.478168	257.586364125	826.334895429
7	32407.4796587	540.10799798	71.200758363	-231.559512096	735.872724116	142.874354849	256.808090268	829.245134377
8	32394.8532709	539.897554167	73.2210613207	-231.394935708	735.594839124	148.177628955	255.944795937	832.966229063
9	32407.7028198	540.111710194	71.2262241019	-230.830025892	735.987564465	145.301040531	255.929327324	829.631378234
10	32414.7543871	540.229237327	70.0618633017	-230.339754606	736.21910884	144.217245085	255.810438472	827.907410599
11	32402.9310851	540.032185993	71.8098107468	-230.143752039	735.976674345	149.049992329	255.104772768	831.36613452
12	32402.3607423	540.022682678	71.8310984821	-229.80729221	736.081893592	150.243616609	254.716448328	831.685611869
13	32413.8670544	540.214452675	69.9595901186	-229.326937464	736.537721264	147.575428184	254.719788075	828.677877643
14	32411.5263279	540.175436248	70.1839971642	-229.077397841	736.610277133	149.23678131	254.326206444	829.486279227
15	32403.5928115	540.043209704	71.2401286283	-228.92912875	736.48570754	152.572843084	253.769999136	831.784766052
16	32409.7502522	540.145837421	70.0686933764	-228.615226832	736.699276577	151.391043205	253.653553934	830.146678807
17	32415.8194565	540.246994658	68.8393619338	-228.364752921	736.913563268	150.216732504	253.532776834	828.525156768
18	32409.3985931	540.139979291	69.4977914223	-228.348006136	736.807839319	152.931549837	253.033925643	830.34280764
19	32407.5528086	540.109211961	69.4306477637	-228.309331386	736.805634556	154.129712102	252.712976884	830.861105315
20	32415.2926545	540.238207182	67.8277602044	-228.192751214	737.024743022	152.304596553	252.699904164	828.694271089
21	32415.4156962	540.240260103	67.333817836	-228.24709117	737.024018827	152.913521784	252.407128372	828.624489135
22	32409.597364	540.143291867	67.7492565627	-228.419335884	736.852971937	155.352519965	251.915767621	830.232493378
23	32412.9027711	540.198383091	66.7791865673	-228.473195541	736.895997212	154.850184138	251.758045724	829.368158349
24	32418.3149904	540.288583485	65.4759929902	-228.504563615	736.970117307	153.696168995	251.68953164	827.928567126
25	32414.5593244	540.225985233	65.5898692331	-228.661390287	736.806353591	155.460523729	251.310343518	828.998918479
26	32412.2301248	540.187165771	65.5366326856	-228.780956681	736.705512344	156.7448437	250.984927876	829.68963862
27	32417.8657202	540.281096707	64.2816781531	-228.778000652	736.832382841	155.498538698	250.950758007	828.235076686
28	32419.2360225	540.303937651	63.6409158763	-228.83547358	736.843787321	155.628284764	250.801286335	827.990808294
29	32414.7661681	540.229437686	63.8809820829	-228.968803088	736.688445035	157.603595601	250.501840194	829.356383959
30	32416.4415718	540.2573569	63.2307515976	-228.991866253	736.692940851	157.617130425	250.465949004	829.029657988
31	32421.3027233	540.338375205	62.1294749304	-228.928832784	736.801682874	156.669455108	250.544720495	827.842989431
32	32419.2173101	540.30362163	62.0623174643	-228.916838067	736.757647442	157.992191374	250.35614389	828.586778605
33	32416.7214744	540.262027928	62.0185785451	-228.881295314	736.71698691	159.434266223	250.173226247	829.459426108
34	32420.9191674	540.331989033	60.9530994432	-228.740057353	736.842207532	158.699588623	250.282390725	828.518547427
