	RHX	RHY	RHZ	LHX	LHY	LHZ
0	386.26314843	19.7522592648	1193.19588527	386.833485532	386.107103905	1189.26101088
1	385.486087936	20.3681100402	1195.83734793	386.173541926	385.84829812	1191.79287349
2	384.631333232	21.0020677187	1198.44690053	385.468544227	385.575636125	1194.31817258
3	383.700403889	21.6488454033	1201.02453206	384.717608723	385.290960967	1196.83473501
4	382.694819481	22.3031561967	1203.57023151	383.919851703	384.996115696	1199.34038759
5	381.61609958	22.959713202	1206.08398787	383.074389455	384.69294336	1201.83295718
6	380.46576376	23.6132295221	1208.56579012	382.180338267	384.383287007	1204.31027061
7	379.245331592	24.2584182598	1211.01562728	381.236814429	384.068989686	1206.77015471
8	377.95632265	24.889992518	1213.43348831	380.242934228	383.751894446	1209.21043632
9	376.600256507	25.5026653996	1215.81936222	379.197813953	383.433844335	1211.62894227
10	375.178652735	26.0911500075	1218.173238	378.100569894	383.116682401	1214.02349941
11	373.693030907	26.6501594447	1220.49510463	376.950318337	382.802251693	1216.39193457
12	372.144910596	27.1744068141	1222.78495111	375.746175573	382.49239526	1218.73207459
13	370.535811375	27.6586052184	1225.04276643	374.487257889	382.18895615	1221.0417463
14	368.867252817	28.0974677607	1227.26853958	373.172681573	381.893777411	1223.31877653
15	367.140595787	28.4857635723	1229.46200649	371.801562916	381.608702093	1225.56099214
16	365.352726932	28.8198413276	1231.61576878	370.373018204	381.335573243	1227.76621994
17	363.49554654	29.0978100436	1233.7144772	368.886163727	381.076233911	1229.93228679
18	361.56069339	29.3178710594	1235.74236546	367.340115774	380.832527144	1232.05701951
19	359.539810676	29.4782308502	1237.683673	365.733990631	380.606295991	1234.13824494
20	357.429578672	29.582955614	1239.52912266	364.06690459	380.399383501	1236.17378991
21	355.241397568	29.6532354746	1241.28838385	362.338078345	380.213604084	1238.16155038
22	352.989342104	29.7133719065	1242.97456854	360.549255784	380.050080047	1240.10109223
23	350.687487221	29.7876643148	1244.60078898	358.704773555	379.909222512	1241.99369735
24	348.351157776	29.8875908411	1246.18209677	356.809086635	379.791410144	1243.84072597
25	345.999887771	29.9814534635	1247.74007432	354.866650002	379.697021608	1245.6435383
26	343.654096294	30.0284752089	1249.29767733	352.881918631	379.62643557	1247.40349455
27	341.334202433	29.9878791039	1250.87786151	350.859347499	379.580030694	1249.12195493
28	339.060625276	29.8188881752	1252.50358254	348.803391583	379.558185646	1250.80027966
29	336.853783911	29.4807254495	1254.19779612	346.718505859	379.561279092	1252.43982895
30	334.741407857	28.9358351439	1255.9890692	344.609145304	379.589689695	1254.04196302
31	332.823151155	28.1782551726	1257.96108857	342.479764895	379.643796121	1255.60804207
32	332.943699861	26.4861686972	1259.66356162	340.33474883	379.723872059	1257.13934305
33	335.44362736	25.2803228466	1259.11925349	338.16112505	379.804448823	1258.61672479
34	337.867245889	24.3590923833	1258.07943015	335.90597363	379.800808037	1259.9740509
35	340.306029211	23.9818913278	1256.69826889	333.539617086	379.666138343	1261.17738583
36	342.47179126	24.2901307086	1254.99042232	331.154146918	379.548732696	1262.35655489
37	344.558410437	24.2121366844	1252.99472374	328.849890219	379.609689902	1263.65092142
38	345.32917593	24.0510776985	1250.51068229	326.618346689	379.833965555	1265.04648927
39	345.298421163	25.3503806576	1248.13339673	324.420049541	380.156394254	1266.48562434
40	346.338002162	27.0979661253	1246.25218837	322.219306235	380.513303092	1267.91597779
41	347.573737797	29.1770141382	1244.81336778	320.103566622	380.889802596	1269.45764372
42	348.528441199	31.4207884234	1243.58640706	318.149063936	381.372369709	1271.18567686
43	347.152849344	32.8046136848	1242.20764521	315.877764572	382.183440813	1272.29882949
44	346.419013399	32.9870582364	1239.51705165	313.361359768	383.228281357	1272.90059067
45	344.913506965	33.1700306027	1237.34630068	311.032362173	384.229482092	1273.68324296
46	343.175287957	34.313920529	1235.48713695	309.301509556	384.916953198	1275.31452039
47	341.94015497	35.9063102919	1233.67184556	307.831781414	385.293509544	1277.55554734
48	339.708258845	37.1311266414	1234.0679764	306.551486809	385.481727542	1279.85595778
49	338.963195521	38.0613846646	1233.15541603	306.423424079	385.390051462	1282.45177566
50	338.385952574	38.283249062	1231.62861944	306.051247955	385.015939126	1285.04675253
51	338.649766738	39.6901865173	1233.24056186	304.907303382	384.377497186	1287.32974226
52	337.768232818	40.9152135874	1235.59793567	303.264032699	383.511861147	1289.13295597
53	336.655756298	41.8709993131	1238.00405607	301.222488215	382.355988947	1290.31084662
54	335.435009512	42.7418212722	1240.40061067	299.299909454	380.687379431	1290.68705267
