	RHX	RHY	RHZ	LHX	LHY	LHZ
0	141.097837148	-342.1826587	920.375812257	115.453237822	188.923211024	886.57579432
1	146.388156299	-342.749962804	919.958229506	115.232472563	189.161244365	886.334622881
2	151.689127818	-343.678486062	919.925778214	115.487360763	189.309472687	886.391900885
3	156.83569855	-345.168253712	919.952665132	115.903698192	189.24031588	886.564756794
4	161.70533147	-347.343445367	919.795717035	116.310019258	189.123370203	886.727184208
5	166.412198429	-349.905969539	919.671748343	116.700938234	188.974769117	886.874744019
6	171.122867034	-352.46787794	919.900960762	117.080188814	188.802001902	887.009696502
7	175.862280906	-354.911225573	920.53587781	117.451504689	188.612557841	887.134301933
8	180.612888216	-357.19908126	921.548702688	117.818619554	188.413926216	887.250820587
9	185.357129096	-359.294529151	922.911623402	118.185267099	188.21359631	887.361512741
10	190.07744368	-361.160653393	924.596827959	118.555181019	188.019057404	887.468638671
11	194.757219922	-362.764348526	926.576228195	118.931842755	187.837351708	887.574409707
12	199.390164695	-364.113992692	928.818729289	119.315762483	187.670255319	887.680460668
13	203.976324462	-365.243450144	931.29138923	119.705514808	187.516113844	887.788050815
14	208.515837944	-366.186956029	933.961239127	120.099641232	187.373214212	887.898432985
15	213.008843863	-366.978745492	936.795310089	120.496683255	187.239843355	888.012860016
16	217.455480941	-367.653053678	939.760633222	120.895182378	187.114288202	888.132584746
17	221.855887899	-368.244115734	942.824239637	121.293680102	186.994835684	888.25886001
18	226.210203457	-368.786166806	945.953160442	121.690717927	186.879772732	888.392938647
19	230.518622449	-369.312842814	949.115064812	122.084955194	186.767470591	888.535922799
20	234.783000574	-369.840042598	952.296508777	122.475974278	186.656960956	888.687734216
21	239.007090621	-370.363405245	955.505621413	122.863792566	186.547586779	888.847738347
22	243.194748993	-370.877463288	958.751710082	123.248430003	186.438692841	889.015297372
23	247.349832093	-371.376749258	962.044082149	123.629906531	186.329623923	889.189773473
24	251.476075883	-371.856065163	965.391877091	124.008242092	186.219724804	889.370528834
25	255.573187865	-372.319226041	968.798619243	124.383456629	186.108340265	889.556925635
26	259.635992078	-372.780972916	972.261026014	124.755570084	185.994815087	889.748326059
27	263.659019126	-373.256703323	975.775405807	125.1246024	185.878494049	889.944092287
28	267.636799613	-373.761814802	979.338067022	125.49057352	185.758721932	890.143586503
29	271.563876316	-374.311665341	982.945320652	125.853503385	185.634843517	890.346170887
30	275.437753469	-374.911993709	986.594107867	126.213411938	185.506203583	890.551207622
31	279.262740025	-375.546435971	990.282817842	126.570319123	185.372146911	890.758058889
32	283.044097041	-376.195535626	994.010042352	126.924244881	185.232018281	890.966086872
33	286.787085574	-376.839836174	997.774373172	127.275209154	185.085162474	891.174653751
34	290.496966682	-377.459881113	1001.57440208	127.623231887	184.93092427	891.383121709
35	294.178324647	-378.039271125	1005.4087653	127.96833302	184.76864845	891.590852928
36	297.832085648	-378.578131652	1009.27633931	128.310532496	184.597679793	891.79720959
37	301.457945515	-379.082145974	1013.1760814	128.649850259	184.417363079	892.001553876
38	305.055599157	-379.557001533	1017.10694892	128.98630625	184.227043091	892.20324797
39	308.624741483	-380.008385771	1021.06789922	129.319920412	184.026064606	892.401654052
40	312.165067402	-380.441986133	1025.05788966	129.650694721	183.814142909	892.59641226
41	315.676271824	-380.86349006	1029.07587757	129.978540415	183.592864328	892.788566402
42	319.158049658	-381.278584996	1033.12082031	130.303340158	183.364404468	892.979602369
43	322.610095812	-381.692958383	1037.19167523	130.624976603	183.130939153	893.171006216
44	326.032105197	-382.112297664	1041.28739968	130.943332401	182.894644208	893.364263998
45	329.423772721	-382.542290282	1045.406951	131.258290206	182.657695456	893.560861769
46	332.784793293	-382.98862368	1049.54928655	131.56973267	182.422268723	893.762285584
47	336.114861823	-383.4569853	1053.71336368	131.877542444	182.190539832	893.970021498
48	339.41367322	-383.953062586	1057.89813973	132.181602182	181.964684608	894.185555565
49	342.680922393	-384.482542979	1062.10257205	132.481794536	181.746878875	894.41037384
50	345.916304251	-385.051113924	1066.325618	132.778002159	181.539298457	894.645962378
51	349.119513023	-385.664343973	1070.56624053	133.070107702	181.344119179	894.893807233
52	352.290230883	-386.325696356	1074.82350185	133.357993819	181.163516865	895.15539446
53	355.42812967	-387.03682857	1079.09654933	133.641543161	180.999667339	895.432210114
54	358.532880886	-387.799339583	1083.38453308	133.920638381	180.854746426	895.72574025
55	361.604156032	-388.614828366	1087.68660321	134.195162132	180.73092995	896.037470921
56	364.641626611	-389.484893888	1092.00190986	134.464974629	180.630368015	896.368883431
57	367.644964126	-390.411135119	1096.32960312	134.725953706	180.550645619	896.720615544
58	370.613840078	-391.395151027	1100.66883312	134.965445046	180.479567135	897.091497766
59	373.54792597	-392.438540583	1105.01874998	135.169692689	180.403674093	897.480127258
60	376.446893304	-393.542902755	1109.37850381	135.32494067	180.309508021	897.885101177
61	379.310413583	-394.709836513	1113.74724472	135.417433028	180.183610446	898.305016684
62	382.138109914	-395.940430557	1118.12427246	135.432718574	180.015123111	898.735823015
63	384.92815372	-397.220466746	1122.51337469	135.329467921	179.89371486	899.071097815
64	387.67704721	-398.518126485	1126.92349953	135.0547012	180.006132226	899.102844614
65	390.381200429	-399.800619384	1131.36388003	134.741416694	180.278180275	898.866739158
66	393.037023424	-401.035155053	1135.84374925	134.570549359	180.533528858	898.520621911
67	395.640926239	-402.188943101	1140.37234023	134.427477081	180.791922692	898.217473523
68	398.189997385	-403.232060303	1144.95771226	134.188389562	181.100966413	898.02308935
69	400.687335964	-404.159983946	1149.59752617	133.896710065	181.428801188	897.879476786
70	403.139181161	-404.981461181	1154.28401038	133.608970442	181.737338052	897.718973165
71	405.551799493	-405.705354666	1159.00934604	133.371043494	181.999513262	897.491615584
72	407.931457477	-406.340527057	1163.76571427	133.197403548	182.220740179	897.199579519
73	410.284421632	-406.895841013	1168.54529621	133.09677215	182.41238257	896.854593162
74	412.616449639	-407.380017353	1173.34081071	133.077870847	182.585804204	896.468384707
75	414.928864607	-407.800540748	1178.14966284	133.149171731	182.75199268	896.054887421
76	417.220703855	-408.164258699	1182.97167316	133.315527339	182.916477431	895.66003006
77	419.490985731	-408.478013422	1187.8066823	133.579060563	183.080671668	895.353870444
78	421.738728587	-408.748647132	1192.65453087	133.930892626	183.249097451	895.183097349
79	423.962950775	-408.983002042	1197.51505948	134.311369277	183.441182169	895.083133558
80	426.162651149	-409.187850371	1202.38812006	134.660847459	183.674788063	894.976055656
81	428.33632156	-409.368143906	1207.2738588	134.983758885	183.94217767	894.866219252
82	430.481911975	-409.526888791	1212.17273635	135.301943895	184.228655875	894.780334467
83	432.597345883	-409.666996093	1217.08522875	135.633530526	184.501319242	894.736652284
84	434.680546772	-409.791376878	1222.01181201	135.983957198	184.665029799	894.724509334
85	436.729438131	-409.902942213	1226.95296218	136.354872644	184.614723409	894.727262646
86	438.741943449	-410.004603164	1231.90915528	136.715388301	184.346454627	894.734071336
87	440.715986214	-410.099270799	1236.88086735	136.998082025	183.972050825	894.740849973
88	442.649489915	-410.189856184	1241.86857441	137.182997035	183.572993758	894.747672812
89	444.54037804	-410.279270385	1246.87275249	137.323113996	183.176592725	894.760193465
90	446.386574077	-410.37042447	1251.89387763	137.477258345	182.805815961	894.784512642
91	448.186001516	-410.466229506	1256.93242585	137.704243245	182.483630231	894.826731335
92	449.936583844	-410.569596558	1261.98887318	138.039682668	182.230214879	894.893483436
93	451.636237711	-410.683436455	1267.06369369	138.447774349	182.057168488	894.993043319
94	453.282096568	-410.810632774	1272.1571363	138.879018107	181.974443815	895.134000002
95	454.869796087	-410.954016976	1277.26901936	139.283913765	181.991993618	895.324942509
96	456.394803064	-411.116414642	1282.39911269	139.618267539	182.114855067	895.570118462
97	457.852584299	-411.300651357	1287.54718611	139.923188163	182.269045224	895.803985711
98	459.238606586	-411.509552704	1292.71300941	140.300758118	182.32681995	895.914033396
99	460.548336724	-411.745944266	1297.89635243	140.759384375	182.280378431	895.899930121
100	461.777271313	-412.012615837	1303.09698168	141.243618044	182.203217732	895.837316777
101	462.92395365	-412.308698522	1308.31432817	141.696844882	182.17031858	895.803220728
102	463.992564814	-412.626553178	1313.54720203	142.062450648	182.256661703	895.87466934
103	464.987896273	-412.957807668	1318.79434617	142.28937205	182.529492297	896.120840184
104	465.914739496	-413.29408985	1324.05450349	142.456895291	182.874406932	896.42657906
105	466.777885949	-413.627027585	1329.3264169	142.772501918	182.998234432	896.494470731
106	467.582127101	-413.948248734	1334.60882931	143.189680356	182.953161642	896.31700939
107	468.332246594	-414.249389192	1339.90048458	143.309583774	183.250121791	896.294118293
108	469.031186427	-414.523975573	1345.20035029	143.165138303	183.683911966	896.349657943
109	469.677686145	-414.769848935	1350.50790457	143.000803937	183.804280599	896.241085581
110	470.269901893	-414.985449283	1355.82269644	143.117351372	183.556807912	895.985468877
111	470.805989815	-415.169216623	1361.14427488	143.242396605	183.540534295	896.006306138
112	471.284106055	-415.319590961	1366.47218892	143.093427998	183.877926528	896.292874447
113	471.702406758	-415.4350123	1371.80598753	142.771956389	183.827601142	896.184722971
114	472.059075553	-415.513922119	1377.1452177	142.446631272	183.573751905	895.98104574
115	472.356833856	-415.555005008	1382.48908879	142.183867691	183.264477208	895.820471117
116	472.60795767	-415.55745744	1387.83609941	141.995012705	182.917054216	895.646179913
117	472.825931857	-415.520540655	1393.1846582	141.890960979	182.54784773	895.400033255
118	473.02424128	-415.443515892	1398.53317383	141.839002704	182.188614257	895.078694591
119	473.216370801	-415.32564439	1403.88005497	141.68578454	181.913695622	894.830452754
120	473.415805283	-415.166187388	1409.22371027	141.331187898	181.754606979	894.781357459
121	473.635015809	-414.965070809	1414.56271098	140.975711959	181.539009971	894.861275715
122	473.872583848	-414.731327295	1419.89785581	140.869136203	181.106169022	894.964669296
123	474.117017423	-414.480594138	1425.23155894	141.032029366	180.821259612	895.106618845
124	474.356598787	-414.228656653	1430.56627078	141.309112067	180.969085	895.320038926
125	474.579610194	-413.991300157	1435.90444172	141.455472879	181.338210172	895.576642372
