	RHX	RHY	RHZ	LHX	LHY	LHZ
0	71.6026758927	-197.887274444	1094.82733592	81.241422242	262.879935717	1053.5305855
1	74.2491105063	-199.757026773	1099.46712684	84.8324410872	263.163969252	1057.64609814
2	76.7438193229	-201.75355883	1104.13056045	88.4226092471	263.113690578	1061.73528037
3	79.1049110294	-203.87212527	1108.80774106	92.0225375804	262.761504238	1065.78403731
4	81.3504943123	-206.107980746	1113.48877302	95.6428369459	262.139814776	1069.7782741
5	83.4986778584	-208.456379913	1118.16376064	99.2941182024	261.281026733	1073.70389587
6	85.5675703543	-210.912577427	1122.82280826	102.986992209	260.217544653	1077.54680774
7	87.5752804867	-213.471827941	1127.45602019	106.732069823	258.981773078	1081.29291487
8	89.5399169422	-216.12938611	1132.05350077	110.539961905	257.606116553	1084.92812236
9	91.4795884076	-218.88050659	1136.60535432	114.420684791	256.12418922	1088.43995737
10	93.4100730661	-221.717287261	1141.10541415	118.374534903	254.589381103	1091.84246549
11	95.3358879609	-224.61657228	1145.5655323	122.393881032	253.071211589	1095.17132096
12	97.2581532716	-227.550604599	1150.00299605	126.470860572	251.63967085	1098.46282932
13	99.1779884748	-230.491626216	1154.43509378	130.597610919	250.364749059	1101.75329612
14	101.096513047	-233.411879129	1158.87911391	134.76599492	249.315926655	1105.0789215
15	103.014846466	-236.283605338	1163.35234484	138.952832026	248.534754122	1108.47013097
16	104.93411052	-239.079041203	1167.87207652	143.112411225	248.020951304	1111.94870137
17	106.860456442	-241.758167565	1172.45897224	147.19717253	247.770805188	1115.53569976
18	108.815717122	-244.242752889	1177.14421328	151.159555952	247.780602764	1119.25219321
19	110.82477408	-246.447140433	1181.96102285	154.962256136	248.035627248	1123.1130504
20	112.923222286	-248.30229811	1186.91567915	158.623221952	248.4618711	1127.0997416
21	115.184037403	-249.797199516	1191.92044558	162.178930032	248.965445496	1131.182538
22	117.686190518	-250.934449235	1196.8690739	165.665870498	249.452447135	1135.33170263
23	120.440281242	-251.74802383	1201.71823034	169.119609534	249.832178319	1139.51801457
24	123.376051397	-252.309001132	1206.49898527	172.563933495	250.05481145	1143.71883212
25	126.418571135	-252.690602554	1211.2467079	176.014504479	250.098706037	1147.91605118
26	129.492910603	-252.966049508	1215.99676739	179.486823542	249.942780316	1152.09165754
27	132.524139985	-253.208563376	1220.78453293	182.996665465	249.566150304	1156.22734352
28	135.445101229	-253.484414376	1225.63928683	186.601190499	248.977835677	1160.26042296
29	138.218199362	-253.833431138	1230.56715768	190.442814562	248.248458617	1164.03678751
30	140.812867692	-254.289156107	1235.56876952	194.628528172	247.417711304	1167.41433841
31	143.198539527	-254.885131731	1240.64474637	199.09927722	246.386032263	1170.33513287
32	145.344648175	-255.654900455	1245.79571229	203.765898655	245.072265429	1172.78767112
33	147.22063295	-256.631999705	1251.02228943	208.577222583	243.651430272	1174.90141989
34	148.817115296	-257.832258725	1256.31851106	213.493562111	242.360798799	1176.84439758
35	150.193409047	-259.214080176	1261.65704303	218.466871591	241.196183911	1178.70415657
36	151.42272806	-260.724246353	1267.00622745	223.443529053	239.992151466	1180.51452241
37	152.574978796	-262.311972992	1272.33663651	228.37782889	238.658742859	1182.34318823
38	153.687219531	-263.950644134	1277.64099087	233.245763168	237.318216237	1184.35215179
39	154.777704001	-265.627479407	1282.92469055	238.022662326	236.122745691	1186.71649609
40	155.864464242	-267.329861555	1288.19328501	242.594947291	235.108029768	1189.55522384
41	156.96553229	-269.045173322	1293.45232374	246.765300529	234.200065774	1192.93451913
42	158.098940182	-270.760797452	1298.7073562	250.36254506	233.330975889	1196.89642522
43	159.282719954	-272.46411669	1303.96393188	253.41016566	232.501713991	1201.33676585
44	160.535127993	-274.142402918	1309.22736611	256.010765394	231.741209901	1206.09193533
45	161.88464415	-275.777876202	1314.49230444	258.26073026	231.073468919	1211.01575686
