	RHX	RHY	RHZ	LHX	LHY	LHZ
0	5.80636544762	-331.260976007	907.92290136	52.0261778351	453.283554439	838.240945412
1	11.0910704793	-331.356957624	909.173510107	55.8056487	458.231924274	841.044381811
2	16.4908831616	-330.898377003	909.490823375	60.6179887055	462.459098202	843.428848173
3	21.8742027243	-330.183479726	909.352032381	66.2789147203	465.246777808	845.925355616
4	27.2121815371	-329.251245271	909.019677546	71.5598343618	463.178975453	848.591701625
5	32.5081220117	-328.067788956	908.689488725	76.55712772	458.804097198	850.175394875
6	37.7724932686	-326.712959279	908.547823634	82.4563301229	455.57348623	850.792110677
7	43.0215256793	-325.357868735	908.773059543	89.1408341675	454.30062013	850.694918939
8	48.2750543434	-324.145820651	909.410254851	95.8276878833	453.184055162	851.631598632
9	53.5609637425	-323.147753309	910.189417302	102.272244037	451.113496533	852.357048425
10	58.8966662575	-322.394642748	910.859105463	107.749694094	447.290331521	851.19003097
11	64.2780195565	-321.862808589	911.286701848	111.503031836	442.63843569	847.921016802
12	69.6925096025	-321.485220805	911.351417271	114.315059597	438.232954699	843.489091877
13	75.1124416095	-321.108376808	910.929068403	116.745062994	434.323913915	838.457407694
14	80.4070312607	-320.740580453	909.787854583	119.09848389	430.823084439	833.08089096
15	85.2615365505	-320.711734322	907.508760172	121.610486619	427.777091184	827.478833192
16	89.5059535122	-321.240701452	904.109160885	124.509238895	425.273347852	821.774099185
17	93.1738697914	-322.363425741	900.167834674	128.02989739	423.525346543	816.193712707
18	96.2612128296	-324.047976891	896.039209713	132.409599674	422.787819156	810.99896542
19	98.6952018694	-326.185224911	891.723652104	137.677777708	423.298665302	806.57131215
20	100.392897996	-328.65436517	887.194050882	143.429980146	425.117717836	803.554418171
21	101.166256015	-331.211141279	882.382618034	150.055368657	427.413011425	802.198509004
22	100.49611244	-333.148079187	877.358428591	153.400633345	432.241642764	804.380815536
23	97.6351218919	-333.14793146	872.740657837	147.63756671	428.755843749	806.50232369
24	93.6717439321	-331.458563837	869.383225097	145.472253994	422.478815388	805.933167917
25	89.5601589109	-328.667071456	867.042356977	145.509945011	415.786220084	804.347823282
26	85.8211420308	-325.233355559	865.070094397	146.763029697	409.29497745	802.218929501
27	82.4386373816	-321.40458644	863.253810985	148.67388847	403.216289695	799.783445441
28	79.2459298079	-317.364992396	861.506749277	150.933244237	397.346631053	797.185898667
29	76.1596413294	-313.218232941	859.780154678	153.277968357	391.481938109	794.555459825
30	73.200328989	-308.967505261	858.072649647	155.601245219	385.55618833	791.972607626
31	70.3950761697	-304.609698258	856.385831567	157.847046815	379.548209992	789.502000302
32	67.7709662544	-300.141700835	854.721297822	159.95937207	373.436855158	787.208287697
33	65.355082626	-295.560401896	853.080645797	161.88221991	367.200975888	785.156119653
34	63.1745086675	-290.862690344	851.465472874	163.559589261	360.819424246	783.410146014
35	61.2563277617	-286.045455083	849.877376437	164.938590326	354.274676669	782.030300653
36	59.6095901328	-281.110292075	848.322745628	165.997751468	347.585809102	781.028894865
37	58.1669147535	-276.078747562	846.828278851	166.733821727	340.79312304	780.390621669
38	56.8406748525	-270.97765238	845.426054194	167.143773741	333.937180452	780.099835155
39	55.5432438943	-265.833837349	844.148149591	167.224580146	327.058543306	780.140889416
40	54.2176078863	-260.669753264	843.010849448	166.973213582	320.197773571	780.498138545
41	52.9208574608	-255.491524913	841.971569688	166.386646687	313.395433216	781.155936632
42	51.7366634073	-250.301474009	840.974013081	165.461852099	306.692084211	782.098637769
43	50.7327113719	-245.100798089	839.9639981	164.195802456	300.128288525	783.31059605
44	49.7812041731	-239.876947055	838.913216172	162.581409946	293.74244529	784.772208614
45	48.6237545784	-234.608247726	837.810540559	160.359256141	287.438547402	786.217973677
46	47.4682756218	-229.411677122	836.405201335	156.901413767	280.987793363	786.953464827
47	47.838725698	-224.787153061	833.823487151	152.796439723	277.622641158	784.37068675
48	49.845947487	-220.715386146	830.656111174	149.642304943	279.708152079	777.987481355
49	52.7571475899	-216.821546414	828.239893707	147.52042269	282.844131985	772.23993382
50	56.2721736147	-212.825805682	826.976276468	145.547535575	286.275135179	766.96508622
51	58.8691878835	-208.176231445	826.129809455	143.167928816	289.86583081	761.70549593
52	60.734824185	-203.091418675	825.54543599	140.561232027	293.662121094	756.545440927
53	63.8518869653	-198.556172899	825.655718764	137.96457518	297.721441483	751.613663498
54	64.7977999833	-193.690963162	823.822436683	135.431974307	302.024802782	746.92896905
55	62.8363683766	-189.836685909	820.445925555	132.897550101	306.503176143	742.438180927
56	60.4264568104	-188.949408577	815.546486328	130.29973753	311.09458353	738.095062843
57	61.5093166084	-190.457018765	810.608067282	127.620608569	315.791095971	733.909270436
58	62.6550565371	-191.95330164	805.569775986	124.860464658	320.607363618	729.91380833
59	63.0977223995	-192.886344258	800.100097765	122.0196683	325.558112257	726.141759361
60	65.4686275681	-194.28676291	795.479957699	119.098581999	330.658067676	722.626206366
61	69.6206369098	-195.336594344	792.105132606	116.092646727	335.921254491	719.409971127
62	72.8835995387	-192.444883784	789.108976427	112.920476822	341.350751839	716.687903312
63	76.3555597412	-188.406830504	790.703590422	109.443954019	346.935027354	714.771876544
64	79.7296688552	-185.005153254	793.586946299	105.606938618	352.540438031	713.909064341
65	82.8544513594	-181.940144574	796.653947791	101.431613693	357.919218818	714.282971627
66	85.7136552873	-178.582716461	799.662583749	96.9753988171	362.834287813	716.064332515
67	88.3349272143	-174.77081986	802.480001267	92.8013070783	367.285164894	719.26195904
68	90.7686950521	-170.584777574	805.029995578	89.8677322961	371.458669377	723.752904057
