,key,handstrat,participant,melody,sex,age,score,genre,proc,qommax,qommin,qomav,handdistmax,handdistmin,handdistav,zmax,zmin,distlh,distrh,melcat
151,151,1,3,26,F,29,972,sc,syn,2172.40527572,11.8321595662,1855.73500093,642.061353689,137.005949989,199.638144902,1584.57549991,669.5413746,3216.09498251,3806.04853792,10
152,152,3,2,15,F,53,989,vo,norm,1948.44925827,11.8321595662,1664.00140114,889.951448657,447.576422728,733.496788849,1251.83633298,807.508650032,1678.41925615,1487.21055293,15
153,153,1,6,4,M,37,973,im,norm,2135.30984279,11.8321595662,1687.56065396,1124.36155317,508.954431076,791.102887029,1764.82347062,688.672923272,589.488048839,3954.73291003,4
154,154,3,8,7,F,20,262,jo,norm,2474.42103677,11.8321595662,1987.45133461,821.598904746,245.646622103,457.139530099,1763.03859732,799.808498605,3537.02962175,4128.0236657,7
155,155,1,28,12,F,41,662,sc,norm,2037.5459811,11.8321595662,1487.25279721,1087.83579477,391.686417512,686.333905766,1789.71219965,-199.48884809,12303.4733925,274.541975043,12
156,156,3,10,20,F,24,438,im,syn,1881.62157057,11.8321595662,1355.65682206,1393.75376701,287.493322437,755.725122717,1312.06652033,-147.837924608,9331.67109877,1507.22484618,4
157,157,3,10,4,F,24,438,im,norm,2019.78462367,11.8321595662,1788.58975719,576.463956369,174.225229364,310.90772312,1377.79242049,787.589656721,1922.47054737,3694.31717074,4
158,158,1,6,14,M,37,973,vo,norm,2199.44581607,11.8321595662,1951.51112342,1141.04464055,517.261373719,957.469440597,1894.09129956,873.212878238,574.258312194,4669.91101455,14
159,159,3,8,8,F,20,262,jo,norm,2361.91398668,11.8321595662,2051.95096301,700.045235754,232.832406505,450.204178097,1823.11068191,814.185240386,2069.84336342,3978.89782721,8
160,160,1,20,4,F,20,499,im,norm,1881.4384386,11.8321595662,1693.66277375,949.321379421,589.481684136,795.486987935,1564.89731116,732.370575794,973.555289562,5707.9481993,4
161,161,3,3,5,F,29,972,jo,norm,2103.88224785,11.8321595662,1928.86169089,553.404625105,236.966455395,410.408961309,1475.69332771,877.275220512,1835.53127071,2262.39650394,5
162,162,3,8,26,F,20,262,sc,syn,2510.62095239,11.8321595662,1964.13321579,778.912232892,255.997961503,426.939228475,1727.8920857,811.057959045,4066.57695545,4611.66172513,10
163,163,1,3,29,F,29,972,vo,syn,1960.36412809,11.8321595662,1779.93850812,993.900748774,643.059087494,849.435239047,1691.01079404,785.950895382,444.414793398,2284.91850752,13
164,164,1,2,22,F,53,989,jo,syn,2110.05334768,11.8321595662,1905.36749833,1169.00078614,755.495662202,928.748804256,1827.13432775,824.294994088,391.011827273,2826.25190276,6
165,165,3,3,30,F,29,972,vo,syn,2611.51091537,11.8321595662,2302.83754854,698.003283706,478.896025875,599.302275943,1796.56593787,1146.63617513,2554.80924884,2860.49622747,14
166,166,3,10,10,F,24,438,sc,norm,1829.4819956,11.8321595662,1650.72448078,601.239840659,193.519298923,380.752479355,1251.53386023,762.969100779,3930.44144204,3766.29095928,10
167,167,2,1,29,M,23,465,vo,syn,2244.66667632,11.8321595662,2129.87803574,501.650688345,154.167170294,260.52240452,1446.20428997,1000.81481426,2774.47954215,3039.7084609,13
168,168,2,1,11,M,23,465,sc,norm,2171.40824181,11.8321595662,2043.07702683,436.808575182,119.666942082,163.992207479,1374.04091768,898.052367972,1973.70301262,2019.94560099,11
169,169,2,18,3,M,30,992,im,norm,2028.29621293,11.8321595662,1781.3631466,1100.9794433,208.712754104,743.019034685,1683.74541628,794.19456182,1812.13815447,3981.43043503,3
170,170,1,18,9,M,30,992,sc,norm,2080.99107729,11.8321595662,1943.56186354,1271.32606577,526.042488822,951.308714823,1787.4694183,801.776521952,1137.99296524,3216.02691563,9
171,171,1,6,5,M,37,973,jo,norm,2014.87610035,11.8321595662,1676.78096948,1065.91944156,513.514754094,789.898390663,1680.19412317,830.686499031,620.699612944,3021.69414334,5
172,172,1,2,21,F,53,989,jo,syn,2910.65281671,11.8321595662,2537.50604884,369.651974232,226.175533544,285.220246958,2019.76351128,1297.90605563,3270.65112594,3193.71493191,5
173,173,2,20,15,F,20,499,vo,norm,1817.51744773,11.8321595662,1718.49029509,746.732641875,161.196640118,331.101356451,1267.9212476,733.578559448,2755.63425783,2819.04893565,15
174,174,3,9,21,F,31,913,jo,syn,1630.41665002,11.8321595662,1438.54606555,360.823865829,129.071099678,201.396852017,1154.27716239,774.667054195,1357.53187656,1347.99565631,5
175,175,1,6,1,M,37,973,im,norm,2424.56223567,11.8321595662,2013.85091281,1340.13826581,594.974391137,968.051896621,2114.68156812,888.412746527,484.870742849,5127.06461321,1
176,176,1,6,29,M,37,973,vo,syn,2018.86496521,11.8321595662,1854.92117193,1040.76895566,486.125910779,877.474833422,1622.15233707,880.230431704,208.566477382,2808.15241062,13
177,177,1,18,14,M,30,992,vo,norm,2155.04008321,11.8321595662,1850.38968643,1275.45853268,287.06844863,903.404241012,1847.25870328,780.476383975,1810.22756401,5036.94003352,14
178,178,2,2,23,F,53,989,jo,syn,2373.34666047,11.8321595662,2052.7275309,664.767082507,221.812242536,368.302483055,1705.12347291,1019.61901081,2365.61155154,2392.10035486,7
179,179,1,6,28,M,37,973,sc,syn,1996.85351325,11.8321595662,1811.35252025,1097.13566903,489.885366868,874.134106067,1625.77919801,818.657086287,304.84316691,3743.83682006,12
180,180,2,28,2,F,41,662,im,norm,1955.41871436,11.8321595662,1667.11037637,945.957840129,406.873976566,654.647454607,1540.56636336,789.087760371,3666.22717979,4805.39237656,2
181,181,4,10,3,F,24,438,im,norm,1994.89829617,11.8321595662,1742.79220483,1030.4040298,478.642248606,709.069977751,1321.57574176,846.348,3485.80728366,3776.08122669,3
182,182,4,1,28,M,23,465,sc,syn,2472.54933697,11.8321595662,2100.93033236,423.0968024,129.569429674,203.932196395,1626.40216878,826.559993638,4746.67267048,4806.71278521,12
183,183,4,3,6,F,29,972,jo,norm,2129.94392288,11.8321595662,1938.77200546,212.740539697,90.8219836994,104.759799622,1499.61229276,998.907691209,2180.39191018,2367.77325771,6
184,184,1,6,12,M,37,973,sc,norm,2308.06387791,11.8321595662,1797.08871135,1241.56867847,483.50683087,807.733803508,2035.67267676,855.365514536,219.9675337,2965.86732037,12
185,185,1,20,2,F,20,499,im,norm,2029.42743076,11.8321595662,1700.41504759,1063.6555583,516.726891043,752.324066634,1633.87683785,793.853869904,243.547055945,2100.07625202,2
186,186,6,1,18,M,23,465,im,syn,2168.97364183,11.8321595662,1969.40276691,323.393128522,119.266078917,154.93206454,1375.81300678,1078.96946698,5483.06430054,5901.51260846,2
187,187,4,1,24,M,23,465,jo,syn,2697.85732297,11.8321595662,1884.56400847,450.251323958,114.768414227,327.137045594,1871.65206503,824.782133609,2692.89072158,3042.57643471,8
188,188,2,1,4,M,23,465,im,norm,2586.2176447,11.8321595662,2312.71492784,783.655258731,100.443086555,285.067435086,1688.61874849,822.372674174,5744.66850735,5673.2692917,4
189,189,4,8,6,F,20,262,jo,norm,2282.17640611,11.8321595662,1771.8508321,605.52914505,355.864541019,441.54115711,1599.45144922,797.369598975,2358.54210039,3092.30801855,6
190,190,4,9,13,F,31,913,vo,norm,2932.40322878,11.8321595662,1911.85835491,773.959954574,25.9693779437,406.176744351,2040.29041118,751.015283588,4745.41637273,4078.66761273,13
191,191,3,10,18,F,24,438,im,syn,2372.26819914,11.8321595662,1606.37524601,628.928286965,259.538878202,413.462624674,1565.4522602,666.95192511,3255.06095638,3047.35845115,2
192,192,4,9,27,F,31,913,sc,syn,2664.21238899,11.8321595662,1912.6342378,540.913791914,143.939848016,278.768626365,1884.58622776,704.91457474,3751.40200246,4478.67049276,11
193,193,6,9,23,F,31,913,jo,syn,2407.57393944,11.8321595662,1956.44239863,510.104315451,126.204264033,218.299980448,1704.41420659,882.565857026,3235.83014512,2754.92831104,7
194,194,2,18,11,M,30,992,sc,norm,1947.83252775,11.8321595662,1765.74534755,886.860683929,157.94754682,575.483893489,1551.47732556,991.681,1344.89140295,2730.64992095,11
195,195,3,3,13,F,29,972,vo,norm,2689.62518423,11.8321595662,1851.69023816,778.820094654,351.637824942,557.713250321,1861.44380982,785.350596511,2650.41497846,2728.49236603,13
196,196,1,6,26,M,37,973,sc,syn,2126.52886842,11.8321595662,1770.26774397,1055.27255339,494.360054667,785.404694463,1837.4310885,870.490559385,223.369832122,3135.10258974,10
197,197,4,10,15,F,24,438,vo,norm,2271.80032332,11.8321595662,1881.04236446,1516.61960268,395.033866147,743.541158596,1540.33813718,-148.814861831,10817.5710425,5630.34009877,15
198,198,3,9,14,F,31,913,vo,norm,2518.57101683,11.8321595662,2233.84584829,378.016128397,163.875429339,224.337349118,1734.8046709,870.355653006,5283.16830129,5861.95650397,14
199,199,3,10,11,F,24,438,sc,norm,1890.19012282,11.8321595662,1516.9449805,1399.32163437,234.807387752,536.641494217,1272.03375618,-156.822968663,9171.52256922,3038.77164165,11
200,200,1,6,3,M,37,973,im,norm,2160.87534974,11.8321595662,1923.3167936,1062.99531099,543.737239043,881.720737014,1777.83963577,892.526732121,308.553559077,3307.52002609,3
201,201,3,3,17,F,29,972,im,syn,2246.25392285,11.8321595662,2075.46050211,259.67788446,111.047247236,142.448981492,1570.4130175,1042.28322242,1845.91097,1983.33522338,1
202,202,2,18,2,M,30,992,im,norm,2292.74323427,11.8321595662,2004.38987849,1096.77270502,186.154542185,609.928337559,1601.316,877.560596969,1921.22023382,3329.93306645,2
203,203,4,9,2,F,31,913,im,norm,1812.83131821,11.8321595662,1471.55499808,810.818100257,460.493835879,618.866030843,1214.85967924,691.186926324,3063.81745422,2421.89011101,2
204,204,3,9,28,F,31,913,sc,syn,2439.61597369,11.8321595662,1848.8917628,387.545960137,150.135930717,217.477271318,1675.86595202,203.984435896,4905.6005873,5209.10953,12
205,205,1,28,20,F,41,662,im,syn,1351.93438145,11.8321595662,1296.99459693,557.26882204,452.022156139,467.222415013,1046.95986231,752.878484529,1369.50183263,121.624071591,4
206,206,3,8,1,F,20,262,im,norm,2308.76205025,11.8321595662,2029.88845196,792.003353526,221.111392767,479.39923993,1617.59805073,798.718868032,2778.37976645,3611.54310917,1
207,207,1,6,20,M,37,973,im,syn,2151.37016743,11.8321595662,1822.90624319,1191.94297274,510.9653315,932.167167676,1812.24318691,775.619814993,655.461433385,4793.42871518,4
208,208,4,9,11,F,31,913,sc,norm,2409.6443353,11.8321595662,1721.55911323,753.805139314,321.259689719,497.400356344,1640.84306246,717.961969188,4140.09038083,4469.45126181,11
209,209,2,8,10,F,20,262,sc,norm,2375.46129538,11.8321595662,1985.10614626,818.766222447,325.622652185,507.399670154,1766.15162655,767.263467134,1774.89907046,5460.75154905,10
210,210,1,6,25,M,37,973,sc,syn,2106.50090699,11.8321595662,1719.47653935,1074.25416953,483.032319102,759.98385864,1781.58679286,843.526919243,411.46847558,3859.03409749,9
211,211,6,28,9,F,41,662,sc,norm,2107.42822404,11.8321595662,1722.54335924,1866.81419321,334.204284179,659.289157539,1695.50831627,-267.59304654,7815.46803677,11939.6281431,9
212,212,4,1,30,M,23,465,vo,syn,2294.45347647,11.8321595662,2145.44727139,284.123868826,187.999546516,235.150904569,1494.24495712,1146.28435249,2740.0020591,3161.08192506,14
213,213,3,10,9,F,24,438,sc,norm,1944.8598912,11.8321595662,1541.86189354,1201.98380792,513.189985881,879.488307794,1234.04584458,759.555724809,2483.54452391,2396.43130554,9
214,214,3,8,9,F,20,262,sc,norm,2485.50115906,11.8321595662,2036.29325562,670.832056208,276.210400655,459.731455636,1714.04714085,826.966875722,3777.31604712,4104.24313932,9
215,215,1,2,3,F,53,989,im,norm,2671.82320536,11.8321595662,2008.87334372,1186.87988685,384.684454786,713.523636708,2150.6778211,795.067986677,1754.20537975,3591.91882392,3
216,216,3,10,12,F,24,438,sc,norm,2315.51200139,11.8321595662,1599.53127641,1163.5269987,416.209730074,622.618628302,1687.61348437,779.314964812,4518.09023018,5481.44493456,12
217,217,6,28,28,F,41,662,sc,syn,2225.4835619,11.8321595662,1883.07175526,1064.40707915,421.400795286,862.56111401,1645.70224662,772.224410341,4063.24170953,4876.15005216,12
218,218,2,28,4,F,41,662,im,norm,2275.73325211,11.8321595662,1857.05905041,937.539940002,340.413806779,644.610286452,1575.71489778,729.070107639,2836.64257946,3789.97730636,4
219,219,4,1,14,M,23,465,vo,norm,2455.17932474,11.8321595662,2151.53437589,493.384420776,117.290598889,168.853027284,1608.22265108,961.237319204,6093.18712991,5834.88327964,14
220,220,2,18,10,M,30,992,sc,norm,2163.76635926,11.8321595662,1856.72041066,961.992292416,179.697127468,531.469369468,1536.48878912,821.307,2879.14916903,3398.00213683,10
221,221,2,18,21,M,30,992,jo,syn,2242.51272453,11.8321595662,1938.91061141,918.703708115,233.222026973,659.880095865,1586.03467923,906.947535001,1334.82600836,2691.05022886,5
222,222,2,28,17,F,41,662,im,syn,2122.47537991,11.8321595662,1795.74971771,923.885964874,481.326689045,653.946233499,1590.25962453,754.258760303,2809.40194533,3855.85890834,1
223,223,6,28,26,F,41,662,sc,syn,2217.32801672,11.8321595662,1500.62850242,823.332588519,349.434125969,588.756776104,1535.14404805,755.846525294,2886.55418808,3086.71436938,10
224,224,1,20,23,F,20,499,jo,syn,2206.29816112,11.8321595662,1990.07995255,827.56251479,237.29814087,563.924618954,1507.62207295,763.530369698,2834.29968581,2598.66652105,7
225,225,3,8,23,F,20,262,jo,syn,2357.11169044,11.8321595662,1823.36687651,635.465055857,186.948863768,375.927749605,1668.24049959,823.143675152,3038.14010075,3336.44244476,7
226,226,3,2,14,F,53,989,vo,norm,2744.89000035,11.8321595662,2357.38387022,1183.17979618,517.908330829,966.585580891,1913.988,814.103209784,3950.4890889,3827.45466917,14
227,227,2,18,20,M,30,992,im,syn,2001.88700855,11.8321595662,1802.13525584,988.506793642,195.197275047,662.999161075,1350.31085086,812.846075659,2171.55241389,3141.90215873,4
228,228,6,1,2,M,23,465,im,norm,2995.2342883,11.8321595662,2342.15774102,2208.31956043,208.922349678,693.449745437,2124.77420517,-251.643925102,5491.17646418,15861.6274275,2
229,229,3,3,19,F,29,972,im,syn,2275.00797392,11.8321595662,1920.29058684,418.966810133,115.257434509,211.86098402,1679.22624784,805.842481021,2800.90139815,3026.12036057,3
230,230,1,2,9,F,53,989,sc,norm,2310.61314312,11.8321595662,2095.27628791,863.438481412,549.470744847,740.051109567,1799.43892644,877.463871811,1230.97844124,2662.72688347,9
231,231,6,20,8,F,20,499,jo,norm,1913.17496809,11.8321595662,1833.89274673,591.2915276,326.290941459,376.899678997,1362.82283654,903.08174205,2098.98018652,2176.43480749,8
232,232,2,18,29,M,30,992,vo,syn,2188.55197134,11.8321595662,1975.24906662,1191.73999255,340.216215354,876.007796404,1585.70669298,902.9472579,1245.21273382,3154.9745202,13
233,233,3,1,32,M,23,465,vo,syn,2710.23312783,11.8321595662,2281.72159598,1395.886292,116.713116028,568.296132404,1806.22962253,1033.42483956,3537.1056726,3766.77455566,16
234,234,4,3,9,F,29,972,sc,norm,1805.31145381,11.8321595662,1600.27295979,337.068138986,283.982431708,301.406258578,1256.16602912,907.152174129,748.411046082,1195.3398841,9
235,235,1,18,16,M,30,992,vo,norm,2382.01259614,11.8321595662,2097.63499197,1335.26030574,232.660904125,979.044370665,1855.35771728,780.444605087,2310.69634423,4883.75454131,16
236,236,3,10,29,F,24,438,vo,syn,2824.91784246,11.8321595662,2459.04138058,1018.26496803,411.039983732,585.655603433,1986.63068597,805.22904691,5565.18810359,5809.86190991,13
237,237,1,6,17,M,37,973,im,syn,2168.07186182,11.8321595662,1873.77451884,1118.72440249,477.768741,894.636014001,1842.05026212,843.522978989,345.558236741,4651.44674426,1
238,238,2,20,21,F,20,499,jo,syn,2229.40013125,11.8321595662,1973.68950913,846.129074039,262.712652056,593.787373305,1596.58770101,796.256738261,1902.6368584,3221.53368669,5
239,239,3,10,6,F,24,438,jo,norm,1718.65658614,11.8321595662,1532.88572038,768.616812329,475.628386115,612.463633213,1122.71693305,778.852670299,1212.04249613,1125.96584569,6
240,240,1,6,18,M,37,973,im,syn,2140.02851071,11.8321595662,1873.54019564,1081.62973562,515.690783097,866.779644536,1846.50497125,838.135552138,341.427973703,4306.03372533,2
241,241,4,9,17,F,31,913,im,syn,1949.9688255,11.8321595662,1620.72220508,649.543015903,192.56027252,329.472641514,1263.39491411,729.662955227,3218.97649137,3738.80442305,1
242,242,2,18,24,M,30,992,jo,syn,2032.4400227,11.8321595662,1737.46929215,948.558121738,170.087107084,653.035678033,1510.43072236,886.582907088,1784.92629077,4231.40541121,8
243,243,3,1,17,M,23,465,im,syn,2885.81617639,11.8321595662,2271.37529453,1407.35710168,142.087814385,859.041251225,2004.90269712,861.820216943,7160.85591629,6474.14735948,1
244,244,3,2,29,F,53,989,vo,syn,2800.89579796,11.8321595662,2389.74630869,1295.92975428,391.233176803,867.718137821,1860.39181629,745.807739724,3877.48862113,3958.68573037,13
245,245,2,28,10,F,41,662,sc,norm,2177.71707702,11.8321595662,1796.79559162,1218.07107128,254.097901399,730.575253241,1729.4230813,-125.647893773,1970.09980083,9707.35756525,10
246,246,2,20,9,F,20,499,sc,norm,2213.1556409,11.8321595662,1963.21262488,617.006785641,225.743417098,348.41927604,1542.39843067,761.960953756,2712.62941305,2428.60826379,9
247,247,3,9,29,F,31,913,vo,syn,2735.62685616,11.8321595662,2223.01740147,347.456477068,193.020292939,251.754363967,1951.276044,933.00685104,2592.03336458,2795.69957862,13
248,248,3,8,4,F,20,262,im,norm,2345.54971899,11.8321595662,2000.28882514,850.483171666,325.295890597,556.362753884,1690.10569998,796.053592324,2508.08309107,3414.34716618,4
249,249,3,2,24,F,53,989,jo,syn,2133.31492063,11.8321595662,1919.89403506,852.48095697,332.412842299,675.864525808,1454.12960663,854.910306772,2321.11770206,2200.90415824,8
250,250,1,20,6,F,20,499,jo,norm,1871.11866445,11.8321595662,1687.19781764,947.767554021,578.194019566,758.610450622,1438.11324529,786.139208346,647.256898283,4427.31619616,6
251,251,2,20,5,F,20,499,jo,norm,2253.15188882,11.8321595662,1777.45570391,740.801904747,212.211747932,556.292626792,1737.35879791,792.746397547,1348.11326909,2472.0584765,5
252,252,3,1,31,M,23,465,vo,syn,2351.02049251,11.8321595662,2112.9518427,762.753320079,193.587575609,458.899477888,1559.10111015,966.165914996,4650.648928,4767.44404364,15
253,253,4,9,19,F,31,913,im,syn,2229.65308938,11.8321595662,1879.54249569,636.839475162,208.790298252,294.730338343,1547.07057175,665.785083775,3553.11858633,4004.80361313,3
254,254,4,8,21,F,20,262,jo,syn,2124.13124283,11.8321595662,1653.25402726,652.026050452,230.378861392,369.113625644,1458.77661695,805.22557764,2503.43445352,2559.33493182,5
255,255,4,1,21,M,23,465,jo,syn,2209.83092556,11.8321595662,2003.91475152,477.137502368,139.573909351,233.168411142,1393.28618,998.037454208,5712.24830461,5156.20202008,5
256,256,2,18,22,M,30,992,jo,syn,1886.88693462,11.8321595662,1561.67696551,984.082741726,164.657895357,597.419944458,1312.04189026,861.278738577,1151.50799343,2342.19203683,6
257,257,3,9,25,F,31,913,sc,syn,2602.02697923,11.8321595662,2108.85007847,806.048634965,151.581193877,265.500252642,1787.21042714,790.250977122,4178.7472758,4584.09872156,9
258,258,3,20,25,F,20,499,sc,syn,2220.41275923,11.8321595662,1921.41625041,782.166682024,133.793230879,406.035130577,1592.46379124,791.250039298,1911.52496635,3135.24440243,9
259,259,3,3,14,F,29,972,vo,norm,2048.95996203,11.8321595662,1844.12121136,421.530340464,123.0653699,166.820983026,1455.23577674,915.431054566,1665.29326018,2001.0789435,14
260,260,4,3,21,F,29,972,jo,syn,2127.12976279,11.8321595662,1842.20012823,565.796235126,159.607282321,244.080461409,1482.83514759,777.266614351,2138.79386382,2613.47660802,5
261,261,3,28,27,F,41,662,sc,syn,2314.47989022,11.8321595662,1597.55088788,939.169650434,384.077223162,722.180929806,1684.65599978,747.147751905,4320.59859111,3691.38803814,11
262,262,1,3,8,F,29,972,jo,norm,1963.47367604,11.8321595662,1724.98047617,1048.60808077,189.772987776,778.797800124,1694.81970027,748.268863626,2488.86349837,4865.48382241,8
263,263,3,8,32,F,20,262,vo,syn,2626.15800456,11.8321595662,2119.8164361,823.307564661,208.565357625,452.781303333,1796.89866171,811.456765179,4568.80838844,4592.01492115,16
264,264,4,1,1,M,23,465,im,norm,2402.90739641,11.8321595662,2100.71881944,1122.15083802,477.613690512,799.153674072,1563.16760671,841.814998435,2621.99968624,2735.68882759,1
265,265,6,9,6,F,31,913,jo,norm,2360.09352272,11.8321595662,2097.73045518,617.6602239,241.964377699,344.360173164,1732.34078436,1177.00649968,2597.71099394,3221.91500369,6
266,266,1,6,10,M,37,973,sc,norm,2270.71882201,11.8321595662,1955.24037891,1201.20188934,485.225676294,927.321534021,1962.93676027,884.568347664,267.150920047,4583.32980368,10
267,267,3,2,4,F,53,989,im,norm,2271.27281261,11.8321595662,1786.74289031,1085.33411132,360.406339043,870.277981941,1523.71344806,783.83875353,2750.11075637,2825.45145158,4
268,268,2,18,18,M,30,992,im,syn,2126.4040762,11.8321595662,1783.17476159,968.592127337,197.062600765,588.234437589,1447.52050103,792.993252682,1366.70875991,2954.63573923,2
269,269,3,3,28,F,29,972,sc,syn,2556.74089497,11.8321595662,2081.19796454,1412.00834113,37.5533749983,443.708366103,1784.04824128,-146.442254125,9406.09012878,3476.53553609,12
270,270,1,2,20,F,53,989,im,syn,2116.67888063,11.8321595662,1898.12587398,1190.87242132,505.538361964,996.394079344,1807.70035644,807.579388455,493.614923771,3013.3323928,4
271,271,6,10,32,F,24,438,vo,syn,2030.63758524,11.8321595662,1636.6800971,815.953683112,410.664291006,625.148838236,1404.87313465,793.893678504,3126.06070054,3485.37033266,16
272,272,2,20,11,F,20,499,sc,norm,2287.33401954,11.8321595662,2174.78423132,721.089897429,176.474064809,321.584169645,1602.98857898,1050.66770449,1960.04350538,2940.50418147,11
273,273,3,10,31,F,24,438,vo,syn,1990.91795763,11.8321595662,1739.84004608,614.260723187,199.760355938,345.947439652,1400.35774449,789.271993304,1650.06302353,1781.3152263,15
274,274,6,1,16,M,23,465,vo,norm,2338.60230545,11.8321595662,2166.96889883,1000.92657426,165.753252815,323.365954648,1586.59479655,874.999401369,7010.36701163,8413.93352175,16
275,275,4,1,7,M,23,465,jo,norm,2339.43531864,11.8321595662,2262.0486116,281.574240379,77.3379987364,143.838409609,1517.67373078,1261.39346326,2621.60004934,2644.93813704,7
276,276,3,8,29,F,20,262,vo,syn,2963.46986352,11.8321595662,2008.53724249,1977.80483391,245.866474108,563.635789219,2220.35927783,-121.966299752,2924.6026058,14369.1492841,13
277,277,4,3,27,F,29,972,sc,syn,2348.60651105,11.8321595662,2085.53806077,616.013845341,149.366694059,262.114092172,1638.43962106,694.977882159,4736.59438653,5167.76772017,11
278,278,4,1,23,M,23,465,jo,syn,2012.24480049,11.8321595662,1972.08430642,257.759110046,145.070757049,165.940618138,1236.03885509,1129.1523044,588.70781838,573.327004515,7
279,279,3,8,11,F,20,262,sc,norm,2291.10751867,11.8321595662,1966.65268524,635.675142892,274.787058165,383.918665098,1643.00406398,827.036500645,2162.79828502,3087.48192734,11
280,280,6,9,8,F,31,913,jo,norm,1902.96190152,11.8321595662,1720.02431589,592.314617917,271.306288231,423.261768507,1328.6066062,673.906623907,3400.26843362,4395.49643503,8
281,281,1,6,9,M,37,973,sc,norm,2109.24319589,11.8321595662,1855.37193449,1049.23802247,478.76315719,873.744170962,1792.77515468,832.186980302,492.222958805,5075.98745982,9
282,282,3,28,22,F,41,662,jo,syn,2114.11731872,11.8321595662,1624.94928606,1153.20711576,444.511387337,833.201012002,1540.32239408,763.069482347,2440.67363623,4240.90131534,6
283,283,4,3,25,F,29,972,sc,syn,2138.16349646,11.8321595662,1841.68854405,470.006756396,127.824879803,213.091375193,1464.74169196,854.955817363,2711.35334304,2161.73368343,9
284,284,4,1,3,M,23,465,im,norm,2246.18761719,11.8321595662,2126.15761883,238.124835507,120.013737093,152.237715123,1435.83657438,1225.16010426,1468.46282936,1787.57722225,3
285,285,2,9,22,F,31,913,jo,syn,2202.19859992,11.8321595662,1998.70774176,568.796714875,174.447353525,328.913071444,1515.71483423,724.548002089,2454.01841829,3429.23537542,6
286,286,6,28,15,F,41,662,vo,norm,1891.06142156,11.8321595662,1644.11710666,762.926626787,377.371685699,522.974682568,1432.78624357,753.16058954,3972.06936859,4009.53664885,15
287,287,1,28,31,F,41,662,vo,syn,2342.74913713,11.8321595662,1793.34375045,691.89234607,251.595898421,485.467882931,1660.76728751,763.852487963,3206.68124996,3634.62536893,15
288,288,3,28,5,F,41,662,jo,norm,2015.28785935,11.8321595662,1532.26036552,1212.07369291,432.197967135,861.223483786,1618.89920291,770.340330443,2729.32541608,4614.58563236,5
289,289,1,20,27,F,20,499,sc,syn,1836.74905833,11.8321595662,1791.85551729,904.516650909,641.195784416,793.255077183,1498.08043012,806.456108044,378.6742783,3142.74049567,11
290,290,4,1,13,M,23,465,vo,norm,2562.50926539,11.8321595662,2073.3495284,244.630883208,103.358480843,116.877874404,1727.65230537,802.75457552,9626.87595787,9440.89787799,13
291,291,2,2,30,F,53,989,vo,syn,2872.04524679,11.8321595662,2687.45316537,429.638957043,214.410132085,289.868490387,1997.78518384,939.032388013,3151.913453,3425.87283137,14
292,292,4,28,11,F,41,662,sc,norm,1811.37174009,11.8321595662,1669.67135012,635.739527481,342.614938151,499.770013359,1283.81,737.060051632,3354.24721219,3926.65682246,11
293,293,4,3,11,F,29,972,sc,norm,2197.93912564,11.8321595662,2013.90766013,915.312224683,435.354260327,614.018842989,1520.67609609,1108.48052546,3271.46645391,3413.06707124,11
294,294,1,6,2,M,37,973,im,norm,2145.6734576,11.8321595662,1831.25778565,1086.12463389,522.218799725,828.419963999,1721.48022326,882.653065581,641.703260742,4516.14905853,2
295,295,4,20,13,F,20,499,vo,norm,2018.51585699,11.8321595662,1960.84155213,414.259753607,205.25101437,286.446056815,1387.75127782,1181.61264468,2075.49417482,2271.53108375,13
296,296,4,3,1,F,29,972,im,norm,2021.84948448,11.8321595662,1686.73846908,430.951618056,86.0163646877,143.290135791,1421.27074792,804.80208712,3375.81141707,3830.54101963,1
297,297,2,28,1,F,41,662,im,norm,2394.55455795,11.8321595662,2127.69817794,1263.61511726,378.878920253,989.208257541,1672.96451902,814.231908663,3002.48540915,4192.68636836,1
298,298,3,8,27,F,20,262,sc,syn,2339.80750368,11.8321595662,1899.70478176,841.152479781,362.254092271,567.840936154,1671.51973573,797.485013764,2898.57785382,3538.14094115,11
299,299,4,3,3,F,29,972,im,norm,1926.79480488,11.8321595662,1609.96863758,317.647943528,71.8597606826,141.131547208,1395.50673247,850.049291544,1788.65158254,2206.49949072,3
300,300,3,2,17,F,53,989,im,syn,2614.34140736,11.8321595662,2481.53455079,911.828641875,286.154423446,613.900707545,1772.88035463,889.280743304,4156.77583844,4097.26472614,1
301,301,6,28,21,F,41,662,jo,syn,2191.24536418,11.8321595662,1845.96902208,775.851568986,419.269679769,621.032932988,1624.73575847,780.234403455,2905.53318289,3872.2367774,5
302,302,4,1,5,M,23,465,jo,norm,2391.66743776,11.8321595662,2092.4414391,666.830325596,461.045077705,540.391063681,1648.41139286,835.75779356,3758.78040233,3612.39294122,5
303,303,1,18,19,M,30,992,im,syn,2049.57840128,11.8321595662,1659.16664945,1107.68388979,163.630226103,731.231919,1679.90056842,794.955681947,777.133106921,3910.99600431,3
304,304,1,18,12,M,30,992,sc,norm,2120.56115902,11.8321595662,1774.09118706,1047.71822558,162.234399585,573.531250532,1476.915,816.513412398,1666.01229176,3060.43291134,12
