Time_s   F0_Hz
0.024966   101.126622
0.034966   104.858163
0.044966   114.066251
0.054966   128.324389
0.064966   147.412769
0.074966   169.225799
0.084966   190.243496
0.094966   207.098565
0.104966   217.962781
0.114966   223.030004
0.124966   224.116401
0.134966   223.688077
0.144966   223.904654
0.154966   226.057645
0.164966   230.499691
0.174966   236.778109
0.184966   243.973577
0.194966   251.012510
0.204966   256.945195
0.214966   261.154432
0.224966   263.446961
0.234966   264.039398
0.244966   263.464799
0.254966   262.369440
0.264966   261.418003
0.274966   261.144690
0.284966   261.881536
0.294966   263.708697
0.304966   266.439061
0.314966   269.665850
0.324966   272.887327
0.334966   275.519123
0.344966   277.029698
0.354966   276.931197
0.364966   274.871948
0.374966   270.707499
0.384966   264.540305
0.394966   256.698125
0.404966   247.604003
0.414966   237.691982
0.424966   227.379549
0.434966   217.102264
0.444966   207.354970
0.454966   198.626117
0.464966   191.354661
0.474966   185.879797
0.484966   182.445984
0.494966   181.159207
0.504966   181.914503
0.514966   184.398140
0.524966   188.159877
0.534966   192.726648
0.544966   197.702713
0.554966   202.746091
0.564966   207.498245
0.574966   211.575526
0.584966   214.594183
0.594966   216.268417
0.604966   216.463643
0.614966   215.242305
0.624966   212.848078
0.634966   209.704218
0.644966   206.349516
0.654966   203.372714
0.664966   201.283670
0.674966   200.438352
0.684966   200.984059
0.694966   202.837950
0.704966   205.755769
0.714966   209.359996
0.724966   213.219103
0.734966   216.901838
0.744966   220.113135
0.754966   222.687830
0.764966   224.690714
0.774966   226.282367
0.784966   227.666767
0.794966   229.013546
0.804966   230.409783
0.814966   231.877595
0.824966   233.394902
0.834966   234.892912
0.844966   236.305809
0.854966   237.567049
0.864966   238.648543
0.874966   239.551266
0.884966   240.290997
0.894966   240.871407
0.904966   241.303894
0.914966   241.614001
0.924966   241.856630
0.934966   242.083004
0.944966   242.291352
0.954966   242.389257
0.964966   242.151319
0.974966   241.337524
0.984966   239.734062
0.994966   237.196307
1.004966   233.665365
1.014966   229.100841
1.024966   223.560215
1.034966   217.321834
1.044966   211.011840
1.054966   205.540310
1.064966   201.832170
1.074966   200.411253
1.084966   201.229711
1.094966   203.724953
1.104966   207.152648
1.114966   210.824681
1.124966   214.205730
1.134966   216.885627
1.144966   218.561005
1.154966   219.087691
1.164966   218.505993
1.174966   217.078064
1.184966   215.238540
1.194966   213.507080
1.204966   212.412762
1.214966   212.309268
1.224966   213.157118
1.234966   214.254203
1.244966   214.160615
1.254966   211.042236
1.264966   203.578962
1.274966   191.995992
1.284966   178.522413
1.294966   166.915333
1.304966   160.981012
1.314966   163.076595
1.324966   173.305153
1.334966   189.394604
1.344966   207.216851
1.354966   222.666783
1.364966   233.162120
1.374966   238.264885
1.384966   239.245669
1.394966   238.008465
1.404966   236.161853
1.414966   234.632387
1.424966   233.733185
1.434966   233.493045
1.444966   233.851377
1.454966   234.827575
1.464966   236.528896
1.474966   239.117802
1.484966   242.739684
1.494966   247.427338
1.504966   252.994760
1.514966   258.963484
1.524966   264.689246
1.534966   269.476673
1.544966   272.766921
1.554966   274.288899
1.564966   274.116426
1.574966   272.624902
1.584966   270.398224
1.594966   268.074949
1.604966   266.220290
1.614966   265.241893
1.624966   265.305573
1.634966   266.323503
1.644966   267.959135
1.654966   269.670192
1.664966   270.807445
1.674966   270.741874
1.684966   268.993806
1.694966   265.320383
1.704966   259.669039
1.714966   252.105594
1.724966   242.675575
1.734966   231.466791
1.744966   218.717916
1.754966   204.948806
1.764966   191.088814
1.774966   178.171034
1.784966   167.221917
1.794966   158.951244
1.804966   153.535532
1.814966   150.640679
1.824966   149.648677
1.834966   149.886757
1.844966   150.766145
1.854966   151.839948
1.864966   152.795866
1.874966   153.485018
1.884966   153.893132
1.894966   154.130133
1.904966   154.345858
1.914966   154.679597
1.924966   155.216401
1.934966   155.972177
1.944966   156.893319
1.954966   157.879688
1.964966   158.783032
1.974966   159.484190
1.984966   159.900536
1.994966   160.023766
2.004966   159.900034
2.014966   159.609086
2.024966   159.234405
2.034966   158.845992
2.044966   158.497655
2.054966   158.182320
2.064966   157.878087
2.074966   157.547276
2.084966   157.180437
2.094966   156.768228
2.104966   156.554030
2.114966   --undefined--
