Time_s   F0_Hz
0.103946   --undefined--
0.113946   --undefined--
0.123946   270.991061
0.133946   271.594258
0.143946   274.171370
0.153946   277.218320
0.163946   279.333660
0.173946   280.518908
0.183946   280.968724
0.193946   281.060205
0.203946   281.133774
0.213946   281.368618
0.223946   281.790527
0.233946   282.319928
0.243946   282.837081
0.253946   283.305801
0.263946   283.983289
0.273946   285.591616
0.283946   289.183404
0.293946   295.282662
0.303946   302.909633
0.313946   311.749972
0.323946   325.134254
0.333946   334.915624
0.343946   337.655291
0.353946   337.065398
0.363946   334.001010
0.373946   329.280194
0.383946   323.579356
0.393946   317.426170
0.403946   311.371609
0.413946   305.941529
0.423946   301.362418
0.433946   297.442484
0.443946   293.537172
0.453946   288.444177
0.463946   280.589508
0.473946   269.126646
0.483946   253.194163
0.493946   238.995946
0.503946   230.195664
0.513946   224.172039
0.523946   221.563458
0.533946   222.285030
0.543946   224.789727
0.553946   227.738668
0.563946   230.218785
0.573946   231.919919
0.583946   232.835675
0.593946   233.029529
0.603946   232.569474
0.613946   231.529499
0.623946   230.003492
0.633946   228.127372
0.643946   226.100394
0.653946   224.185412
0.663946   222.669995
0.673946   221.890160
0.683946   222.288820
0.693946   224.431147
0.703946   228.843353
0.713946   235.332874
0.723946   244.906325
0.733946   258.394779
0.743946   269.551474
0.753946   277.702230
0.763946   283.172702
0.773946   286.329537
0.783946   287.334206
0.793946   286.813149
0.803946   285.497929
0.813946   284.005174
0.823946   282.776455
0.833946   281.993041
0.843946   281.628053
0.853946   281.536995
0.863946   281.524108
0.873946   281.399186
0.883946   281.048203
0.893946   280.568869
0.903946   280.468430
0.913946   281.722393
0.923946   285.394874
0.933946   291.838870
0.943946   299.639509
0.953946   307.564582
0.963946   317.222564
0.973946   327.507285
0.983946   331.056233
0.993946   331.897623
1.003946   330.944812
1.013946   328.908411
1.023946   326.224048
1.033946   323.159283
1.043946   319.869208
1.053946   316.371975
1.063946   312.517642
1.073946   308.117593
1.083946   303.214820
1.093946   298.133383
1.103946   293.211261
1.113946   289.114692
1.123946   287.620902
1.133946   289.136282
1.143946   291.885359
1.153946   294.623692
1.163946   296.756041
1.173946   297.996119
1.183946   298.275328
1.193946   297.823651
1.203946   297.189433
1.213946   297.072118
1.223946   298.009823
1.233946   300.076949
1.243946   302.961920
1.253946   306.334063
1.263946   309.975532
1.273946   313.512380
1.283946   316.161238
1.293946   317.262387
1.303946   316.659464
1.313946   314.818807
1.323946   313.292624
1.333946   314.377130
1.343946   320.756676
1.353946   337.461367
1.363946   356.117412
