Time_s   F0_Hz
0.020397   267.592244
0.030397   263.505029
0.040397   262.173288
0.050397   261.789433
0.060397   261.584332
0.070397   261.566259
0.080397   261.754835
0.090397   262.136823
0.100397   262.670533
0.110397   263.287641
0.120397   263.899499
0.130397   264.410275
0.140397   264.733249
0.150397   264.808172
0.160397   264.614387
0.170397   264.178761
0.180397   263.564990
0.190397   262.861443
0.200397   262.158200
0.210397   261.523046
0.220397   260.996388
0.230397   260.578898
0.240397   260.242681
0.250397   259.933570
0.260397   259.586274
0.270397   259.137717
0.280397   258.551385
0.290397   257.835608
0.300397   257.054683
0.310397   256.317629
0.320397   255.756651
0.330397   255.481518
0.340397   255.543062
0.350397   255.891717
0.360397   256.353105
0.370397   256.635130
0.380397   256.362263
0.390397   255.188125
0.400397   252.974405
0.410397   250.084306
0.420397   247.618487
0.430397   247.097972
0.440397   249.853496
0.450397   256.658818
0.460397   265.772740
0.470397   273.931469
0.480397   279.218123
0.490397   281.068601
0.500397   279.570550
0.510397   275.195543
0.520397   269.325610
0.530397   263.760562
0.540397   259.296809
0.550397   256.140898
0.560397   254.200796
0.570397   253.321547
0.580397   253.360334
0.590397   254.175065
0.600397   255.591154
0.610397   257.388376
0.620397   259.307628
0.630397   261.084486
0.640397   262.471879
0.650397   263.277681
0.660397   263.375498
0.670397   262.732445
0.680397   261.422669
0.690397   259.634517
0.700397   257.653137
0.710397   255.816945
0.720397   254.443391
0.730397   253.759200
0.740397   253.860039
0.750397   254.699001
0.760397   256.098887
0.770397   257.786249
0.780397   259.452042
0.790397   260.806662
0.800397   261.639090
0.810397   261.835218
0.820397   261.394369
0.830397   260.432049
0.840397   259.159453
0.850397   257.851241
0.860397   256.787799
0.870397   256.189038
0.880397   256.169302
0.890397   256.712165
0.900397   257.672475
0.910397   258.801609
0.920397   259.798542
0.930397   260.374340
0.940397   260.303612
0.950397   259.472425
0.960397   257.900965
0.970397   255.750171
0.980397   253.298623
0.990397   250.878013
1.000397   248.787031
1.010397   247.216648
1.020397   246.225665
1.030397   245.757350
1.040397   245.666749
1.050397   245.754653
1.060397   245.803044
1.070397   245.617275
