Time_s   F0_Hz
0.074456   285.163078
0.084456   284.540737
0.094456   283.943181
0.104456   283.905781
0.114456   285.799339
0.124456   288.941910
0.134456   292.849873
0.144456   297.072761
0.154456   301.229779
0.164456   305.087384
0.174456   308.195589
0.184456   309.304150
0.194456   307.154339
0.204456   302.309841
0.214456   296.115585
0.224456   288.890077
0.234456   280.619944
0.244456   275.192586
0.254456   272.764975
0.264456   272.060228
0.274456   273.418334
0.284456   277.026566
0.294456   282.663932
0.304456   289.853602
0.314456   297.480959
0.324456   304.940813
0.334456   314.122813
0.344456   332.702144
0.354456   352.320809
0.364456   371.135610
0.374456   395.600913
0.384456   410.030776
0.394456   418.289463
0.404456   422.401401
0.414456   424.890624
0.424456   427.399184
0.434456   430.096032
0.444456   432.113863
0.454456   432.375911
0.464456   430.083067
0.474456   424.842955
0.484456   416.679426
0.494456   406.107980
0.504456   393.965418
0.514456   380.581713
0.524456   366.863884
0.534456   354.606154
0.544456   343.976606
0.554456   332.194879
0.564456   321.302691
0.574456   313.676161
0.584456   308.273070
0.594456   304.795511
0.604456   303.167127
0.614456   303.352316
0.624456   305.087373
0.634456   307.821445
0.644456   310.858363
0.654456   313.314303
0.664456   314.487459
0.674456   314.494994
0.684456   313.765732
0.694456   312.627006
0.704456   311.366089
0.714456   310.244658
0.724456   309.482902
0.734456   309.239908
0.744456   309.598048
0.754456   310.547624
0.764456   311.986583
0.774456   313.698841
0.784456   315.385606
0.794456   316.746225
0.804456   317.591969
0.814456   317.869514
0.824456   317.628963
0.834456   316.994439
0.844456   316.135746
0.854456   315.217510
0.864456   314.347337
0.874456   313.542907
0.884456   312.740486
0.894456   311.846339
0.904456   310.797909
0.914456   309.609019
0.924456   308.349088
0.934456   307.103126
0.944456   305.931547
0.954456   304.877076
0.964456   303.988571
0.974456   303.343949
0.984456   303.046687
0.994456   303.202434
1.004456   303.870373
1.014456   305.034322
1.024456   306.593556
1.034456   308.374825
1.044456   310.158722
1.054456   311.725695
1.064456   312.962257
1.074456   313.872739
1.084456   314.472881
1.094456   314.688689
1.104456   314.367820
1.114456   313.348739
1.124456   311.542089
1.134456   308.950684
1.144456   305.641595
1.154456   301.673716
1.164456   297.004316
1.174456   291.268758
1.184456   283.521010
1.194456   274.122840
1.204456   264.625656
1.214456   254.782510
1.224456   245.985455
1.234456   238.937072
1.244456   233.820008
1.254456   230.202643
1.264456   228.111657
1.274456   228.046174
1.284456   230.074884
1.294456   233.937007
1.304456   239.568556
1.314456   247.890387
1.324456   257.097796
1.334456   265.055264
1.344456   271.103855
1.354456   274.859989
1.364456   276.176115
1.374456   275.010883
1.384456   271.504564
1.394456   266.094462
1.404456   259.828583
1.414456   253.910798
1.424456   249.046918
1.434456   245.449551
1.444456   242.982682
1.454456   241.397061
1.464456   240.467436
1.474456   239.998060
1.484456   239.812571
1.494456   239.719155
1.504456   239.525919
1.514456   239.085482
1.524456   238.338591
1.534456   237.325992
1.544456   236.166759
1.554456   235.035429
1.564456   234.142946
1.574456   233.702852
1.584456   233.876422
1.594456   234.709743
1.604456   236.115670
1.614456   237.928283
1.624456   239.921533
1.634456   241.790554
1.644456   243.193794
1.654456   243.831838
