Time_s   F0_Hz
0.023946   437.429512
0.033946   434.210009
0.043946   432.733810
0.053946   430.914911
0.063946   428.734911
0.073946   426.584587
0.083946   425.067703
0.093946   424.675653
0.103946   425.373260
0.113946   426.421725
0.123946   426.581109
0.133946   424.626902
0.143946   419.903615
0.153946   412.741650
0.163946   404.608722
0.173946   397.532815
0.183946   393.269143
0.193946   392.866476
0.203946   395.853436
0.213946   400.166371
0.223946   402.998554
0.233946   401.965025
0.243946   396.186208
0.253946   386.275873
0.263946   374.052736
0.273946   362.676736
0.283946   354.086205
0.293946   348.314420
0.303946   345.539636
0.313946   346.875337
0.323946   352.043810
0.333946   359.965199
0.343946   371.556337
0.353946   383.245179
0.363946   390.999576
0.373946   394.171974
0.383946   392.678140
0.393946   387.246125
0.403946   379.454358
0.413946   371.476519
0.423946   365.182776
0.433946   361.599753
0.443946   361.196256
0.453946   364.282703
0.463946   371.104453
0.473946   380.974794
0.483946   391.424559
0.493946   399.809006
0.503946   404.396194
0.513946   404.047387
0.523946   398.863449
0.533946   390.198999
0.543946   379.890661
0.553946   370.476947
0.563946   363.750555
0.573946   360.345906
0.583946   360.490777
0.593946   364.389454
0.603946   372.180353
0.613946   382.524064
0.623946   392.285113
0.633946   398.800674
0.643946   400.373917
0.653946   396.126337
0.663946   386.494794
0.673946   373.386543
0.683946   360.850102
0.693946   351.504572
0.703946   345.080761
0.713946   342.069245
0.723946   344.180851
0.733946   350.394588
0.743946   358.983081
0.753946   371.488412
0.763946   384.224748
0.773946   391.988921
0.783946   394.257875
0.793946   390.829707
0.803946   382.446152
0.813946   371.346686
0.823946   360.894498
0.833946   353.135155
0.843946   348.296967
0.853946   346.942376
0.863946   349.930676
0.873946   356.499088
0.883946   366.972878
0.893946   381.409254
0.903946   393.679829
0.913946   401.703446
0.923946   404.306501
0.933946   400.606250
0.943946   391.203069
0.953946   377.682454
0.963946   363.996086
0.973946   353.717049
0.983946   346.969896
0.993946   343.914022
1.003946   346.275799
1.013946   353.163829
1.023946   363.591060
1.033946   380.370254
1.043946   396.043474
1.053946   407.570572
1.063946   414.549115
1.073946   415.487101
1.083946   410.250671
1.093946   399.990928
1.103946   386.231495
1.113946   371.222574
1.123946   359.260858
1.133946   351.624369
1.143946   348.009971
1.153946   349.319244
1.163946   355.462326
1.173946   366.250572
1.183946   382.916805
1.193946   397.873485
1.203946   409.025220
1.213946   415.481063
1.223946   415.616609
1.233946   409.377004
1.243946   398.072205
1.253946   383.256818
1.263946   367.881514
1.273946   356.244653
1.283946   348.750926
1.293946   345.025165
1.303946   346.638996
1.313946   353.297838
1.323946   363.974934
1.333946   381.698871
1.343946   398.097997
1.353946   410.103364
1.363946   417.140857
1.373946   417.568738
1.383946   411.379164
1.393946   399.823892
1.403946   384.472109
1.413946   368.027560
1.423946   355.421947
1.433946   347.034536
1.443946   342.162725
1.453946   343.049354
1.463946   349.761085
1.473946   359.692656
1.483946   376.336135
1.493946   394.575658
1.503946   407.545063
1.513946   415.724419
1.523946   417.593157
1.533946   412.887738
1.543946   402.665195
1.553946   388.728693
1.563946   373.244648
1.573946   360.836592
1.583946   353.153256
1.593946   349.864406
1.603946   351.582914
1.613946   358.227496
1.623946   370.765852
1.633946   388.377029
1.643946   403.298457
1.653946   414.574730
1.663946   420.649549
1.673946   420.187363
1.683946   413.381679
1.693946   401.479246
1.703946   386.212177
1.713946   369.989449
1.723946   357.619866
1.733946   349.914088
1.743946   346.397914
1.753946   348.401697
1.763946   355.494854
1.773946   367.638648
1.783946   386.230800
1.793946   401.391734
1.803946   411.861739
1.813946   416.523117
1.823946   414.281017
1.833946   405.794582
1.843946   392.762458
1.853946   376.822119
1.863946   362.454616
1.873946   352.728471
1.883946   347.187751
1.893946   346.566271
1.903946   351.875132
1.913946   361.760759
1.923946   379.684564
1.933946   398.519957
1.943946   412.761987
1.953946   422.070717
1.963946   424.422607
1.973946   419.706241
1.983946   408.734902
1.993946   393.461004
2.003946   375.509169
2.013946   360.077708
2.023946   349.953630
2.033946   343.820356
2.043946   342.941293
2.053946   348.577499
2.063946   357.851082
2.073946   372.720741
2.083946   390.496584
2.093946   402.624829
2.103946   409.501317
2.113946   410.126229
2.123946   404.257417
2.133946   393.036156
2.143946   377.763376
2.153946   362.606970
2.163946   351.460080
2.173946   343.676191
2.183946   339.545849
2.193946   341.815772
2.203946   349.278477
2.213946   359.294575
2.223946   375.142311
2.233946   391.800754
2.243946   402.511253
2.253946   407.546539
2.263946   406.016469
2.273946   398.298482
2.283946   385.817692
2.293946   371.083615
2.303946   358.759652
2.313946   350.557752
2.323946   346.157537
2.333946   346.851230
2.343946   352.965795
2.353946   363.362530
2.363946   381.186874
2.373946   398.229453
2.383946   410.719705
2.393946   418.089573
2.403946   418.584082
2.413946   412.155835
2.423946   400.033116
2.433946   383.810378
2.443946   366.537151
2.453946   353.644875
2.463946   344.910241
2.473946   339.572281
2.483946   340.454312
2.493946   347.247609
2.503946   356.737079
2.513946   370.729542
2.523946   387.608934
2.533946   398.287150
2.543946   402.916472
2.553946   401.037842
2.563946   393.149781
2.573946   380.797835
2.583946   367.336328
2.593946   356.705548
2.603946   349.893180
2.613946   347.051754
2.623946   349.539888
2.633946   356.866138
2.643946   369.770254
2.653946   388.225722
2.663946   402.741847
2.673946   412.403563
2.683946   415.753198
2.693946   411.952286
2.703946   402.075999
2.713946   387.993282
2.723946   372.116587
2.733946   359.546010
2.743946   351.946737
2.753946   349.050626
2.763946   351.705072
2.773946   359.520264
2.783946   374.082879
2.793946   392.068985
2.803946   405.720236
2.813946   414.626559
2.823946   417.097477
2.833946   412.632507
2.843946   402.351182
2.853946   388.112389
2.863946   372.247230
2.873946   359.719286
2.883946   352.108041
2.893946   349.086220
2.903946   351.430023
2.913946   358.768924
2.923946   372.159230
2.933946   389.266119
2.943946   402.408968
2.953946   410.899914
2.963946   413.414296
2.973946   409.260555
2.983946   399.481237
2.993946   385.692763
3.003946   370.546328
3.013946   358.718136
3.023946   351.454591
3.033946   348.553792
3.043946   350.918544
3.053946   358.121259
3.063946   370.988605
3.073946   387.837545
3.083946   400.756383
3.093946   408.799969
3.103946   410.780058
3.113946   406.116004
3.123946   396.011636
3.133946   382.019857
3.143946   367.423348
3.153946   356.405685
3.163946   349.579429
3.173946   346.896321
3.183946   349.570517
3.193946   356.834579
3.203946   369.078138
3.213946   385.829565
3.223946   398.906798
3.233946   407.330414
3.243946   410.281734
3.253946   407.197918
3.263946   399.168104
3.273946   387.937571
3.283946   375.779325
3.293946   366.063362
3.303946   360.442478
3.313946   359.237272
3.323946   362.652229
3.333946   371.183351
3.343946   383.876030
3.353946   396.382144
3.363946   405.851934
3.373946   411.059179
3.383946   411.316395
3.393946   407.861622
3.403946   403.260558
3.413946   400.173649
3.423946   400.521435
3.433946   405.040128
3.443946   413.226964
3.453946   423.489185
3.463946   433.175654
3.473946   440.076375
3.483946   442.879683
3.493946   441.021529
3.503946   434.536956
3.513946   424.058223
3.523946   410.970754
3.533946   397.428534
3.543946   384.760380
3.553946   374.680164
3.563946   368.579352
3.573946   366.310778
3.583946   367.444484
3.593946   371.369561
3.603946   376.831361
3.613946   381.903065
3.623946   384.784872
3.633946   384.292238
