Time_s   F0_Hz
0.024966   160.888612
0.034966   163.282015
0.044966   159.854496
0.054966   153.383777
0.064966   152.183221
0.074966   150.869172
0.084966   149.728655
0.094966   149.348291
0.104966   149.217845
0.114966   148.997215
0.124966   148.913756
0.134966   148.942294
0.144966   149.118516
0.154966   149.614147
0.164966   149.829554
0.174966   149.861445
0.184966   149.879473
0.194966   149.840034
0.204966   150.007154
0.214966   150.048638
0.224966   149.776253
0.234966   149.696399
0.244966   149.815978
0.254966   149.854806
0.264966   149.746782
0.274966   149.484360
0.284966   149.459065
0.294966   149.469500
0.304966   149.448347
0.314966   149.336844
0.324966   149.247137
0.334966   149.036482
0.344966   148.851926
0.354966   148.743587
0.364966   148.881427
0.374966   148.993804
0.384966   148.966857
0.394966   149.433097
0.404966   149.944992
0.414966   149.941937
0.424966   149.647976
0.434966   149.782505
0.444966   150.471888
0.454966   150.562704
0.464966   150.039699
0.474966   149.817255
0.484966   149.948655
0.494966   149.788002
0.504966   149.369505
0.514966   149.392593
0.524966   149.331240
0.534966   148.397130
0.544966   148.685460
0.554966   149.474187
0.564966   149.647528
0.574966   149.290354
0.584966   149.133925
0.594966   149.254223
0.604966   149.145720
0.614966   148.916833
0.624966   149.104124
0.634966   150.084650
0.644966   150.175617
0.654966   150.191903
0.664966   150.432580
0.674966   150.720526
0.684966   150.854062
0.694966   150.656603
0.704966   150.394225
0.714966   151.579431
0.724966   150.637943
0.734966   150.527245
0.744966   151.418074
0.754966   149.406054
0.764966   149.414265
0.774966   149.416533
0.784966   149.499081
0.794966   149.434593
0.804966   149.277631
0.814966   149.153739
0.824966   149.171076
0.834966   149.349131
0.844966   149.188547
0.854966   148.851285
0.864966   148.927438
0.874966   149.152801
0.884966   149.262860
0.894966   149.205585
0.904966   149.272548
0.914966   149.527760
0.924966   151.268205
0.934966   150.297835
0.944966   150.344902
0.954966   150.205525
0.964966   149.993826
0.974966   149.407567
0.984966   148.242617
0.994966   148.453207
1.004966   149.038438
1.014966   148.636025
1.024966   148.093282
1.034966   147.766805
1.044966   147.552493
1.054966   148.175851
1.064966   148.274096
1.074966   148.597783
1.084966   148.246796
1.094966   148.294817
1.104966   148.584180
1.114966   148.473484
1.124966   147.373644
1.134966   148.148214
1.144966   147.577295
1.154966   147.675676
1.164966   144.349480
1.174966   129.130478
1.184966   125.378523
1.194966   129.581838
1.204966   133.730473
1.214966   136.081187
1.224966   135.886727
1.234966   133.937860
1.244966   130.495698
1.254966   127.619878
1.264966   124.563830
1.274966   121.801495
1.284966   121.663653
1.294966   123.396327
1.304966   126.246439
1.314966   130.345655
1.324966   135.716571
1.334966   141.133048
1.344966   146.652409
1.354966   151.389368
1.364966   155.511572
1.374966   158.806416
1.384966   160.620691
1.394966   160.476522
1.404966   158.507856
1.414966   156.101802
1.424966   153.708560
1.434966   151.817820
1.444966   151.256215
1.454966   151.725626
1.464966   152.749436
1.474966   155.041136
1.484966   158.872565
1.494966   162.803512
1.504966   166.769720
1.514966   171.611032
1.524966   176.190835
1.534966   179.352816
1.544966   180.577472
1.554966   179.977278
1.564966   177.926473
1.574966   174.823433
1.584966   172.147357
1.594966   170.251773
1.604966   169.457316
1.614966   169.583650
1.624966   170.779826
1.634966   173.077002
1.644966   176.112433
1.654966   179.351829
1.664966   182.331036
1.674966   186.069003
1.684966   190.687397
1.694966   194.595901
1.704966   196.616813
1.714966   196.730420
1.724966   195.082348
1.734966   192.666982
1.744966   189.583561
1.754966   186.146545
1.764966   183.683700
1.774966   182.689658
1.784966   183.623795
1.794966   186.551475
1.804966   191.181478
1.814966   197.227186
1.824966   203.767167
1.834966   209.754994
1.844966   216.356495
1.854966   222.588091
1.864966   227.753656
1.874966   230.311336
1.884966   229.649071
1.894966   226.546983
1.904966   222.978234
1.914966   219.559066
1.924966   216.266285
1.934966   214.512472
1.944966   214.530170
1.954966   216.662909
1.964966   220.805489
1.974966   225.510286
1.984966   231.430595
1.994966   239.383578
2.004966   246.718980
2.014966   250.674586
2.024966   252.838222
2.034966   253.692306
2.044966   253.197334
2.054966   253.542677
2.064966   253.660002
2.074966   252.493390
2.084966   250.672723
2.094966   248.757783
2.104966   247.598540
2.114966   247.849664
2.124966   249.544367
2.134966   251.929302
2.144966   252.937500
2.154966   254.093481
2.164966   257.166686
2.174966   260.477122
2.184966   262.896981
2.194966   265.204784
2.204966   268.428679
2.214966   272.568816
2.224966   276.838425
2.234966   282.346529
2.244966   288.746419
2.254966   293.703001
2.264966   296.543597
2.274966   298.912578
2.284966   300.702818
2.294966   301.479430
2.304966   302.774587
2.314966   303.794947
2.324966   304.202024
2.334966   304.680644
2.344966   304.617534
2.354966   304.179331
2.364966   303.378334
2.374966   302.541721
