Time_s   F0_Hz
0.023946   189.591800
0.033946   189.584726
0.043946   189.495175
0.053946   189.350488
0.063946   189.173552
0.073946   188.980682
0.083946   188.769075
0.093946   188.552303
0.103946   188.338706
0.113946   188.165503
0.123946   188.071317
0.133946   188.095735
0.143946   188.250421
0.153946   188.518161
0.163946   188.854148
0.173946   189.205441
0.183946   189.515872
0.193946   189.738850
0.203946   189.845810
0.213946   189.835265
0.223946   189.724394
0.233946   189.541550
0.243946   189.324288
0.253946   189.092639
0.263946   188.878084
0.273946   188.701827
0.283946   188.583688
0.293946   188.526757
0.303946   188.520175
0.313946   188.541804
0.323946   188.569175
0.333946   188.594690
0.343946   188.631028
0.353946   188.700376
0.363946   188.817713
0.373946   188.981014
0.383946   189.173006
0.393946   189.384514
0.403946   189.594330
0.413946   189.791950
0.423946   189.956100
0.433946   190.075924
0.443946   190.153737
0.453946   190.166786
0.463946   190.116125
0.473946   189.995336
0.483946   189.829175
0.493946   189.629100
0.503946   189.417633
0.513946   189.192047
0.523946   188.942493
0.533946   188.646630
0.543946   188.308923
0.553946   187.939606
0.563946   187.575239
0.573946   187.251759
0.583946   186.995054
0.593946   186.817205
0.603946   186.735832
0.613946   186.767198
0.623946   186.949729
0.633946   187.303560
0.643946   187.832884
0.653946   188.518916
0.663946   189.309540
0.673946   190.148614
0.683946   190.980974
0.693946   191.747635
0.703946   192.365388
0.713946   192.751566
0.723946   192.831081
0.733946   192.569286
0.743946   191.999495
0.753946   191.189645
0.763946   190.246005
0.773946   189.280279
0.783946   188.375455
0.793946   187.612402
0.803946   187.029981
0.813946   186.638086
0.823946   186.419706
0.833946   186.352146
0.843946   186.410791
0.853946   186.580957
0.863946   186.838379
0.873946   187.164827
0.883946   187.509839
0.893946   187.820381
0.903946   188.054371
0.913946   188.184680
0.923946   188.211056
0.933946   188.160214
0.943946   188.070716
0.953946   187.983180
0.963946   187.926843
0.973946   187.908824
0.983946   187.915851
0.993946   187.927682
1.003946   187.931147
1.013946   187.922445
1.023946   187.900372
1.033946   187.863910
1.043946   187.817085
1.053946   187.770833
1.063946   187.737604
1.073946   187.727149
1.083946   187.747311
1.093946   187.801833
1.103946   187.881304
1.113946   187.958958
1.123946   188.004024
1.133946   188.005371
1.143946   187.983346
1.153946   187.982999
1.163946   188.057637
1.173946   188.247848
1.183946   188.561850
1.193946   188.971363
1.203946   189.411066
1.213946   189.815851
1.223946   190.133045
1.233946   190.343456
1.243946   190.471626
1.253946   190.539428
1.263946   190.560931
1.273946   190.524539
1.283946   190.393399
1.293946   190.129508
1.303946   189.701089
1.313946   189.145207
1.323946   188.549403
1.333946   188.027773
1.343946   187.686621
1.353946   187.559021
1.363946   187.640419
1.373946   187.886053
1.383946   188.233622
1.393946   188.629056
1.403946   189.041159
1.413946   189.423970
1.423946   189.740775
1.433946   189.948620
1.443946   190.028841
1.453946   189.994018
1.463946   189.871177
1.473946   189.691743
1.483946   189.484253
1.493946   189.255956
1.503946   189.007093
1.513946   188.711378
1.523946   188.375330
1.533946   188.011457
1.543946   187.649472
1.553946   187.342626
1.563946   187.113237
1.573946   186.990913
1.583946   186.967822
1.593946   187.011544
1.603946   187.070604
1.613946   187.095084
1.623946   187.065027
1.633946   187.000726
1.643946   186.950594
1.653946   186.974743
1.663946   187.133463
1.673946   187.468763
1.683946   187.973176
1.693946   188.613012
1.703946   189.313519
1.713946   189.971460
1.723946   190.499705
1.733946   190.813267
1.743946   190.849448
1.753946   190.561259
1.763946   189.909430
1.773946   188.893176
1.783946   187.544920
1.793946   185.925628
1.803946   184.103958
1.813946   182.151993
1.823946   180.153708
1.833946   178.207656
1.843946   176.428842
1.853946   174.908935
1.863946   173.717839
1.873946   172.858093
1.883946   172.297650
1.893946   171.957279
1.903946   171.771995
1.913946   171.668750
1.923946   171.599758
1.933946   171.517329
1.943946   171.431737
1.953946   171.335656
1.963946   171.241104
1.973946   171.156635
1.983946   171.073600
1.993946   170.991227
2.003946   170.889908
2.013946   170.784161
2.023946   170.660957
