Time_s   F0_Hz
0.023946   149.953407
0.033946   149.944603
0.043946   149.959357
0.053946   149.916812
0.063946   149.880558
0.073946   149.843996
0.083946   149.806940
0.093946   149.769533
0.103946   149.731707
0.113946   149.679803
0.123946   149.423708
0.133946   148.535642
0.143946   146.832881
0.153946   143.665976
0.163946   138.832670
0.173946   134.922076
0.183946   131.686045
0.193946   128.478154
0.203946   125.246622
0.213946   121.368668
0.223946   116.555754
0.233946   113.435029
0.243946   111.823870
0.253946   110.943534
0.263946   110.584122
0.273946   110.587646
0.283946   110.891445
0.293946   111.562596
0.303946   112.768382
0.313946   114.721899
0.323946   117.638879
0.333946   121.116891
0.343946   123.739184
0.353946   125.913695
0.363946   128.088569
0.373946   130.713391
0.383946   133.788365
0.393946   135.646000
0.403946   137.459837
0.413946   140.229891
0.423946   143.895568
0.433946   148.185081
0.443946   152.906813
0.453946   157.991669
0.463946   163.447839
0.473946   169.262034
0.483946   175.393157
0.493946   181.752440
0.503946   188.242652
0.513946   194.725277
0.523946   201.069206
0.533946   207.113503
0.543946   212.651495
0.553946   217.415019
0.563946   221.122263
0.573946   223.564332
0.583946   224.687772
0.593946   224.611690
0.603946   223.588243
0.613946   221.924140
0.623946   219.917353
0.633946   217.796488
0.643946   215.718344
0.653946   213.768026
0.663946   211.972220
0.673946   210.337648
0.683946   208.830468
0.693946   207.402611
0.703946   206.009323
0.713946   204.619205
0.723946   203.216878
0.733946   201.834018
0.743946   200.501892
0.753946   199.269156
0.763946   198.183557
0.773946   197.260559
0.783946   196.472034
0.793946   195.760059
0.803946   195.071019
0.813946   194.397843
0.823946   193.750282
0.833946   193.166256
0.843946   192.660249
0.853946   192.233055
0.863946   191.866205
0.873946   191.535681
0.883946   191.213444
0.893946   190.889357
0.903946   190.572200
0.913946   190.267228
0.923946   190.003400
0.933946   189.792474
0.943946   189.615300
0.953946   189.447768
0.963946   189.259478
0.973946   189.062450
0.983946   188.880997
0.993946   188.776134
1.003946   188.790545
1.013946   188.921557
1.023946   189.114960
1.033946   189.301891
1.043946   189.420734
1.053946   189.472538
1.063946   189.488433
1.073946   189.507161
1.083946   189.539406
1.093946   189.556346
1.103946   189.506282
1.113946   189.347515
1.123946   189.062942
1.133946   188.685566
1.143946   188.290918
1.153946   187.950528
1.163946   187.724656
1.173946   187.600760
1.183946   187.536501
1.193946   187.449196
1.203946   187.279842
1.213946   187.026890
1.223946   186.746660
1.233946   186.523568
1.243946   186.430168
1.253946   186.504079
1.263946   186.721495
1.273946   187.016314
1.283946   187.310752
1.293946   187.542379
1.303946   187.694108
1.313946   187.761598
1.323946   187.767093
1.333946   187.722778
1.343946   187.623272
1.353946   187.473326
1.363946   187.254346
1.373946   186.982632
1.383946   186.684218
1.393946   186.385717
1.403946   186.118426
1.413946   185.892629
1.423946   185.731295
1.433946   185.643665
1.443946   185.638318
1.453946   185.718320
1.463946   185.874280
1.473946   186.085462
1.483946   186.309496
1.493946   186.522043
1.503946   186.680177
1.513946   186.770518
1.523946   186.816046
1.533946   186.869051
1.543946   186.961283
1.553946   187.134046
1.563946   187.388434
1.573946   187.679011
1.583946   187.933884
1.593946   188.103298
1.603946   188.144339
1.613946   188.056049
1.623946   187.869086
1.633946   187.630611
1.643946   187.395646
1.653946   187.182935
1.663946   187.007290
1.673946   186.853655
1.683946   186.725190
1.693946   186.613220
1.703946   186.531861
1.713946   186.505716
1.723946   186.553957
1.733946   186.667586
1.743946   186.806795
1.753946   186.938999
1.763946   187.034673
1.773946   187.113010
1.783946   187.201424
1.793946   187.320010
1.803946   187.462142
1.813946   187.598369
1.823946   187.709102
1.833946   187.770277
1.843946   187.796971
1.853946   187.803787
1.863946   187.800359
1.873946   187.786574
1.883946   187.754567
1.893946   187.695535
1.903946   187.600921
1.913946   187.496834
1.923946   187.397756
1.933946   187.331425
1.943946   187.326407
1.953946   187.406143
1.963946   187.573476
1.973946   187.810247
1.983946   188.064386
1.993946   188.280539
2.003946   188.411269
