Time_s   F0_Hz
0.024456   237.864488
0.034456   238.262753
0.044456   238.976879
0.054456   239.716781
0.064456   240.252294
0.074456   240.537215
0.084456   240.598360
0.094456   240.531161
0.104456   240.423472
0.114456   240.306346
0.124456   240.176762
0.134456   240.056248
0.144456   240.013695
0.154456   240.121299
0.164456   240.391084
0.174456   240.752890
0.184456   241.112265
0.194456   241.458300
0.204456   241.981162
0.214456   243.137486
0.224456   245.635457
0.234456   250.399194
0.244456   258.227284
0.254456   268.859514
0.264456   280.281725
0.274456   291.477544
0.284456   301.282515
0.294456   309.450290
0.304456   318.121369
0.314456   322.726142
0.324456   321.509207
0.334456   318.505944
0.344456   314.916674
0.354456   311.890586
0.364456   310.001343
0.374456   309.479634
0.384456   310.321658
0.394456   312.340428
0.404456   315.169099
0.414456   318.217108
0.424456   320.855729
0.434456   322.761000
0.444456   323.839517
0.454456   324.124936
0.464456   323.809670
0.474456   323.178010
0.484456   322.504704
0.494456   321.975990
0.504456   321.698958
0.514456   321.806060
0.524456   322.536497
0.534456   324.248119
0.544456   327.352421
0.554456   332.177123
0.564456   338.732949
0.574456   346.376769
0.584456   354.385329
0.594456   363.721709
0.604456   374.605659
0.614456   383.730343
0.624456   390.865128
0.634456   396.065464
0.644456   399.364345
0.654456   400.934267
0.664456   401.162922
0.674456   400.649434
0.684456   400.035158
0.694456   399.787472
0.704456   400.081726
0.714456   400.801914
0.724456   401.665934
0.734456   402.380454
0.744456   402.784484
0.754456   402.892204
0.764456   402.855443
0.774456   402.875095
0.784456   403.111724
0.794456   403.630359
0.804456   404.386537
0.814456   405.253161
0.824456   406.037745
0.834456   406.488426
0.844456   406.243974
0.854456   404.776954
0.864456   401.345232
0.874456   395.004755
0.884456   384.508883
0.894456   368.734888
0.904456   351.084470
0.914456   331.400630
0.924456   308.634993
0.934456   295.042468
0.944456   282.227830
0.954456   259.921456
0.964456   249.696852
0.974456   245.436718
0.984456   244.051413
0.994456   244.390200
1.004456   245.770557
1.014456   247.716315
1.024456   249.860815
1.034456   251.892956
1.044456   253.570970
1.054456   254.758591
1.064456   255.449974
1.074456   255.718590
1.084456   255.633394
1.094456   255.190396
1.104456   254.318571
1.114456   252.952279
1.124456   251.139419
1.134456   249.077573
1.144456   247.063294
1.154456   245.357060
1.164456   244.099123
1.174456   243.299350
1.184456   242.872322
1.194456   242.695550
1.204456   242.648807
1.214456   242.659616
1.224456   242.721304
1.234456   242.880936
1.244456   243.204108
1.254456   243.735905
1.264456   244.474170
1.274456   245.347548
1.284456   246.218013
1.294456   246.904735
1.304456   247.213536
