,key,handstrat,participant,melody,sex,age,score,genre,proc,qommax,qommin,qomav,handdistmax,handdistmin,handdistav,zmax,zmin,distlh,distrh
156,156,4,7,19,M,25,839,im,syn,2500.77635344,1305.52056273,1950.72971136,557.707308911,274.953814954,341.619031696,1750.82860355,870.609369398,1976.20168771,1939.26096782
157,157,2,7,13,M,25,839,vo,norm,2185.19864073,1475.54873624,1977.57275602,779.469109669,418.201018108,635.678269929,1598.6090299,886.850887678,3623.99910766,2371.30440593
158,158,3,2,8,F,53,989,jo,norm,2106.46924648,1348.47712663,1796.52966521,1122.84889658,661.885995356,1013.47024559,1373.28693677,845.36673326,1939.13950821,2083.64068727
159,159,6,10,21,F,24,438,jo,syn,1646.1458243,1188.2997231,1456.32428409,584.409558823,321.705827665,461.841274001,1130.64661544,775.600050255,1202.97007694,1126.76446683
160,160,4,3,15,F,29,972,vo,norm,2184.20008212,1500.34429558,1861.15927346,537.930977797,129.026691691,222.111245654,1500.97398823,1004.78591473,1609.65888867,1885.11512886
161,161,4,3,32,F,29,972,vo,syn,2201.36280172,1534.29390956,1975.90937318,611.023516321,117.115086495,270.834513478,1600.27046775,793.029585918,1910.97360323,1683.99354007
162,162,3,2,26,F,53,989,sc,syn,2830.91200846,1256.96010588,2307.18878034,1294.66744415,468.373792446,929.548332761,1990.00065219,822.54335594,3008.59251918,3760.20229922
163,163,4,26,1,M,34,924,im,norm,2094.65051482,1654.39048137,1942.34459422,509.391655032,270.639017062,388.746551163,1463.72557781,1097.95324064,1941.36204746,2049.85740127
164,164,3,5,6,M,30,563,jo,norm,3413.56496285,1679.05061941,2634.03367536,2056.0283454,234.662233621,1012.2599305,2465.07622139,1008.79861179,5443.18064441,4728.83227683
165,165,1,2,6,F,53,989,jo,norm,2085.47913016,1482.07749701,1843.11915588,687.945372189,290.643541293,496.667822116,1555.06957093,840.868596944,1321.59118969,1938.43398152
166,166,6,9,24,F,31,913,jo,syn,2372.77629746,1126.25014057,1860.68094264,522.82535553,135.13122144,302.129475954,1702.78019036,683.808651296,3293.5289637,4151.70756816
167,167,1,25,31,M,64,879,vo,syn,2166.84735117,1449.42007417,1891.05798556,1267.21845765,609.699296122,968.23780477,1891.39270865,777.94686582,347.925448682,4665.99266967
168,168,1,4,30,M,26,958,vo,syn,1912.74688775,1288.08056755,1695.77972775,985.908463599,601.192475229,830.183943272,1572.51713811,795.986114158,926.419594621,3061.14619928
169,169,2,21,29,F,49,965,vo,syn,1946.50878317,1262.89409979,1720.58749614,737.536963829,225.457792103,435.606940851,1375.9460145,808.557999968,2287.43387749,2148.1145895
170,170,6,28,8,F,41,662,jo,norm,2038.47361302,1162.09017318,1766.57162616,1037.86583568,413.246371627,754.306036424,1607.82984651,769.634208108,3526.72965842,4888.61163557
171,171,6,1,6,M,23,465,jo,norm,2166.11230522,1569.12140556,1952.28869576,527.394977009,158.468928265,276.961518628,1434.46767868,962.545106482,790.390958367,1125.69634034
172,172,1,4,18,M,26,958,im,syn,2215.08316977,1293.66124555,1860.03818231,1237.74835137,575.5773168,940.953176285,1963.48101737,817.849178363,1081.99906814,3470.67908721
173,173,4,1,22,M,23,465,jo,syn,2137.93189649,1353.62761604,1884.9013656,570.881566684,173.957589801,332.605938019,1434.38987605,858.663442353,1016.24373516,1606.49714571
174,174,3,26,14,M,34,924,vo,norm,2225.10127896,1659.58129513,2071.23557802,834.988660506,392.496368026,631.119094824,1512.04016589,1072.07651187,2442.86976178,2482.4112771
175,175,3,8,15,F,20,262,vo,norm,2279.28212594,1347.11827412,1846.77893318,730.944372246,259.36947478,481.105774883,1631.47586085,815.706258016,2702.09873677,3145.90247808
176,176,4,9,32,F,31,913,vo,syn,2859.38316807,1292.21834956,2244.67102914,844.858552644,165.015757663,322.344866232,2029.52665129,844.426929504,3317.6457288,3245.19307762
177,177,3,1,19,M,23,465,im,syn,2816.62072656,1277.36086546,2249.3355026,931.922108778,198.198054661,513.323926328,1956.93617706,781.255681464,4441.05404706,4373.98034103
178,178,1,6,21,M,37,973,jo,syn,2180.0892815,1312.95109093,1830.21301053,1156.51748928,534.77630976,918.534627446,1918.83750893,863.270356102,285.223107753,3135.45428489
179,179,3,28,16,F,41,662,vo,norm,2433.45354873,881.068685451,1649.51508972,1095.60903761,467.097673845,762.986916995,1797.77587002,-75.1889698238,3026.62309562,5067.77008323
180,180,6,10,26,F,24,438,sc,syn,1985.56315179,1196.12869211,1688.98951033,685.558320712,164.075786733,365.068049691,1321.17573524,672.631682518,3493.96022509,4697.69099373
181,181,3,10,17,F,24,438,im,syn,2564.20747654,1242.61562378,1989.38748176,659.863929476,432.676125747,527.891676034,1820.75452792,799.317642336,2453.93409516,2533.98547715
182,182,1,4,27,M,26,958,sc,syn,1856.33908178,1309.69722945,1646.94188901,824.494872188,586.946482881,688.317790005,1477.71030671,843.081694895,591.452132658,1698.81508201
183,183,4,21,30,F,49,965,vo,syn,1644.11138892,1006.69888942,1315.06945905,544.851938648,394.882755533,484.942183727,854.742949687,610.446976826,6183.25743125,6095.69935388
184,184,1,21,8,F,49,965,jo,norm,1847.39871081,1143.90625027,1526.77929375,980.715734953,373.677843741,670.977645101,1595.37529875,770.200321669,320.193727919,2900.44465192
185,185,1,6,13,M,37,973,vo,norm,2064.42652959,1291.68547838,1686.0870071,1129.93191041,414.193147512,757.449754511,1759.24221469,856.671154918,556.921182617,2924.90364484
186,186,3,10,2,F,24,438,im,norm,2170.66291688,1190.51965467,1675.94996371,971.90059397,383.00745782,632.0947781,1538.06085495,768.653479134,3265.4066636,3333.13059469
187,187,3,10,16,F,24,438,vo,norm,2397.74341186,1260.7317085,1861.9803216,1043.07737426,604.078098887,898.092263805,1641.59669118,786.496493489,2327.29895365,2685.76273073
188,188,1,6,27,M,37,973,sc,syn,2063.56966641,1299.99767988,1731.50701703,1148.89401169,497.773564983,872.0465012,1735.5720812,858.643490257,103.454392329,2411.3327732
189,189,4,7,30,M,25,839,vo,syn,2002.30945909,1674.61155989,1826.8697575,323.81780435,257.257079154,295.882638968,1377.57207594,1117.44835441,965.277914718,914.862325932
190,190,2,5,23,M,30,563,jo,syn,2245.4159181,1249.18737511,1830.78878904,777.704000931,337.264138143,578.194978405,1664.10995977,807.897313475,2234.26927745,3412.93915215
191,191,2,18,5,M,30,992,jo,norm,2041.02308731,1457.0858355,1794.49139843,897.658583265,329.887245119,705.169266825,1447.7635073,859.20525595,854.829530478,1394.40214716
192,192,1,3,18,F,29,972,im,syn,2203.87652894,1694.56439043,2060.21114209,542.249531831,217.933387443,322.963188507,1612.65588418,1119.12274482,1292.03439168,1404.82338117
193,193,3,2,10,F,53,989,sc,norm,2230.48645818,1363.70135017,1934.6252548,589.532398366,410.207930117,502.79124412,1508.12923251,877.05815601,1647.57229675,1803.1398542
194,194,5,21,6,F,49,965,jo,norm,2710.73435296,1241.54173438,2027.71825443,1125.20269773,410.352465209,820.566821955,1852.04057295,755.019764455,3085.82684512,3647.83691661
195,195,1,3,16,F,29,972,vo,norm,1987.07092226,1323.35339724,1689.84159306,987.914763226,550.817809461,753.782487168,1740.65795474,788.543926288,516.668497894,2012.36472894
196,196,3,8,5,F,20,262,jo,norm,2333.6928822,1290.14858533,1774.65802984,654.246705346,170.045522789,431.79306231,1675.85730595,803.783594954,3648.38336738,4207.78797298
197,197,3,3,20,F,29,972,im,syn,2467.45837469,1192.33963753,1774.1991253,776.696146162,478.243092767,616.284335416,1799.45042239,784.952763177,2322.4374789,2594.91443248
198,198,1,22,10,F,28,524,sc,norm,1414.17569638,788.250148215,1118.79568657,1040.72383581,400.035871036,717.846537668,1220.68330249,273.446065211,275.117458321,2211.18027032
199,199,3,25,32,M,64,879,vo,syn,2396.09760369,1238.25887517,1976.69862083,584.255016536,275.415036512,418.441728615,1626.47360747,762.206146831,3974.77291469,4212.33742722
200,200,3,8,24,F,20,262,jo,syn,2291.13458779,1278.89888976,1856.77562549,620.738524299,276.633009663,408.305293718,1612.84830628,811.424418189,2539.28036012,2758.1609112
201,201,6,21,7,F,49,965,jo,norm,2121.76637497,1234.111754,1751.29380759,992.916350862,296.061106065,500.649495889,1660.30062294,774.448128785,3976.12669441,3200.38775765
202,202,6,7,28,M,25,839,sc,syn,1932.04732771,1304.70409248,1721.4394573,791.318197351,476.159622501,606.824659346,1366.66742413,865.39664282,2311.83698596,2661.45198406
203,203,1,4,23,M,26,958,jo,syn,1860.40484376,1472.779085,1718.20688612,888.247353804,535.959024374,727.134714548,1557.30947174,834.765324688,377.81473187,1915.01093546
204,204,3,10,22,F,24,438,jo,syn,1780.67996653,1193.1332472,1600.72913989,592.939322055,165.342189607,438.951987517,1223.74500226,763.507693379,1986.95059512,2130.6033514
205,205,5,8,13,F,20,262,vo,norm,2518.76392805,1300.62258331,1787.7971776,861.983082065,376.845969908,653.995993917,1749.484609,813.029629498,2675.85944763,2837.06717131
206,206,1,6,7,M,37,973,jo,norm,1934.63225401,1305.88721257,1653.14174479,953.325890043,489.007889992,752.849719749,1575.12592243,834.340775252,332.472383965,2533.79767353
207,207,3,10,19,F,24,438,im,syn,1768.94605047,1221.11756095,1589.19725448,588.15809705,315.550658141,427.009819379,1241.96508045,794.940783941,2060.70439677,2231.56226157
208,208,2,21,26,F,49,965,sc,syn,2486.25056299,1202.07949595,1923.0014496,1570.32657062,399.97530998,800.341491298,1681.38159264,718.090679404,5224.76631671,6487.92972731
209,209,1,20,26,F,20,499,sc,syn,1876.28023405,1346.48159138,1601.83563621,747.519402272,410.902779562,637.90284076,1428.10649776,777.87127502,2073.85473112,3196.1643283
210,210,3,2,13,F,53,989,vo,norm,2504.81073058,1254.64824282,2091.90780668,752.641611443,578.921707587,688.273137739,1708.37929004,794.475510662,1976.80489712,2131.70917043
211,211,4,26,21,M,34,924,jo,syn,1868.2331265,1682.32658689,1794.77351689,498.806130972,316.416553763,402.488696111,1275.95814402,1126.07929023,1217.78955624,1246.27079269
212,212,3,2,28,F,53,989,sc,syn,2865.75243294,1327.83214877,2318.31763211,1058.98725957,583.637442051,914.839914002,2052.6658028,843.618541999,2840.26363368,3132.10681063
213,213,3,10,5,F,24,438,jo,norm,2284.15413275,1236.58659005,1795.7075329,718.437682641,475.638545005,581.388030225,1562.28874526,806.714836074,1220.68793026,1369.91840372
214,214,3,9,3,F,31,913,im,norm,1961.85081103,1215.34979279,1640.29266402,963.323811675,297.798277168,681.05228862,1321.03826849,772.769802076,2602.53242245,2994.93629629
215,215,3,10,14,F,24,438,vo,norm,2440.44002472,1212.97427589,1862.84192301,992.014047973,438.458621188,752.619301376,1668.55084595,772.839411637,3576.21983163,4355.5149966
216,216,4,2,32,F,53,989,vo,syn,2937.06178975,2575.98765092,2785.40536222,402.902439359,106.545759111,243.550501908,2123.64167375,1776.12892423,1494.01124046,2189.93961613
217,217,2,18,28,M,30,992,sc,syn,2384.33496538,1216.38042604,1950.8846321,1085.16103025,214.14211086,779.186321936,1820.32415427,815.098488058,1727.02027455,2970.44284569
218,218,2,18,17,M,30,992,im,syn,2112.15819359,1401.93382589,1856.20029657,932.422775958,194.217650056,641.417143259,1520.89969649,852.306058371,1516.56180935,2743.69174724
219,219,2,18,1,M,30,992,im,norm,2053.49214481,1270.71652585,1713.11353313,896.85412106,193.134134151,637.24403081,1608.03787302,812.041803402,782.328735514,3309.84736931
220,220,4,22,6,F,28,524,jo,norm,1643.73615588,1010.35465412,1403.57183937,411.515777411,268.412754305,327.780609484,986.811617593,423.373096631,1431.7528376,1692.78494181
221,221,3,1,15,M,23,465,vo,norm,2421.13625614,1824.44614056,2182.08287059,1128.43756274,268.065033765,652.409377183,1560.07627503,1067.35069224,3221.05884417,2956.88941574
222,222,1,6,31,M,37,973,vo,syn,1955.22401726,1309.82882329,1667.18431078,984.088997163,481.678847873,764.20777643,1642.37297534,866.355837598,240.608094202,2768.93376702
223,223,1,4,29,M,26,958,vo,syn,2113.6432148,1274.05127838,1647.93066108,1238.58974202,556.104265356,875.352032306,1870.9687085,806.397270692,315.290302965,3353.28908608
224,224,6,28,24,F,41,662,jo,syn,1899.62399255,1194.17059909,1590.99167996,560.18552609,357.161589442,440.739007629,1379.10390671,775.834856027,2124.19703328,2166.01862432
225,225,3,7,20,M,25,839,im,syn,2157.42663351,1737.14665235,1928.95007097,762.235165986,484.396793388,619.012255069,1478.5488331,1133.76490463,1276.47888008,1362.54799405
226,226,1,22,29,F,28,524,vo,syn,1450.42237917,977.383369598,1220.58750152,771.125316212,180.329383179,457.057732297,1134.14154305,516.435524431,543.36866554,1780.74791322
227,227,1,4,17,M,26,958,im,syn,1770.34884254,1360.54471397,1569.93249602,938.339947777,521.399387589,712.730195894,1419.11676796,850.310345287,506.703562092,3561.67633224
228,228,1,4,16,M,26,958,vo,norm,2067.49333108,1290.79239457,1685.52311254,1143.5717674,402.899664751,778.373279989,1827.04355272,801.080013495,544.689420492,3332.1155867
229,229,1,4,15,M,26,958,vo,norm,1741.5642614,1324.91360375,1568.11083795,1059.99721932,482.523050104,790.227403845,1416.32503728,808.401654559,1085.84897478,4281.19746833
230,230,5,21,21,F,49,965,jo,syn,1768.14168585,370.372849114,1244.31234251,1277.40206585,292.249216108,830.224304159,898.475368888,79.2314066209,5803.75933263,5107.30999416
231,231,1,20,17,F,20,499,im,syn,1800.62891076,1341.47735953,1654.08467664,928.36542255,591.098141698,794.939805237,1490.86134829,809.889674646,195.868602496,1633.22081754
232,232,1,22,31,F,28,524,vo,syn,1316.5627084,766.580055008,1032.00583086,912.176297888,392.619797864,616.707978147,1068.69592908,283.712570947,212.024990875,1920.51488651
233,233,1,3,26,F,29,972,sc,syn,2151.37198295,1171.44338212,1718.3901065,585.142991264,127.970318317,234.243486275,1564.1581354,769.294215842,1426.25254055,1649.01855615
234,234,3,2,15,F,53,989,vo,norm,1936.94017241,1282.61261934,1657.49293919,862.10615142,467.390870497,732.993442439,1251.88371936,807.74372083,1495.59926433,1326.35139546
235,235,1,6,4,M,37,973,im,norm,2123.67094829,1271.25025127,1698.50551351,1082.0425019,507.433409991,817.484513434,1764.76802359,689.261284004,422.694301213,3375.55874959
236,236,3,8,7,F,20,262,jo,norm,2444.89385957,1308.78407417,1908.86381084,806.226709806,262.121539138,473.084585569,1763.07612889,799.911051513,3249.36539983,3572.82962237
237,237,1,25,20,M,64,879,im,syn,2055.16443291,1195.73371992,1786.61659742,1167.46503762,518.439673047,921.233523467,1744.12033016,762.280345832,486.146810806,4081.11052329
238,238,3,10,4,F,24,438,im,norm,1939.20263449,1212.50032811,1716.18693513,553.06380647,154.338653359,364.575907182,1377.72902966,787.83357794,1897.73762556,3661.28848561
239,239,3,5,5,M,30,563,jo,norm,2448.19724994,1839.53816045,2293.70799479,708.240456359,423.684032789,576.348697802,1612.5775669,1162.39168371,2096.66794579,1918.60570142
240,240,2,22,30,F,28,524,vo,syn,1547.2467547,757.536026199,1208.14425885,499.137044653,331.840463987,434.422589278,1140.87064874,287.738781746,967.109241478,1619.38928987
241,241,6,21,27,F,49,965,sc,syn,1590.49980917,1180.55134825,1434.29013998,558.742089943,416.245302401,487.836325098,1104.96343214,718.256898927,3053.99394067,3265.87317833
242,242,2,7,8,M,25,839,jo,norm,2388.0447575,1323.14049825,2016.95419019,791.274235815,426.187627256,596.066396883,1625.68611982,885.7535272,2592.40993787,2613.43048255
243,243,1,6,14,M,37,973,vo,norm,2189.16011923,1322.5698675,1875.98440694,1141.60363192,518.720461055,900.805632647,1894.25276602,874.686000479,529.384977528,4647.53926636
244,244,3,8,8,F,20,262,jo,norm,2288.30234689,1293.07336939,1935.20495825,744.089113284,433.986915335,535.449090575,1823.35405133,832.207189426,1583.90093709,3833.50412136
245,245,1,20,4,F,20,499,im,norm,1854.03703928,1358.58492583,1676.62330975,958.526199507,565.664746246,786.457679243,1540.18067424,798.314240876,753.076741502,4194.65966619
246,246,3,3,5,F,29,972,jo,norm,2085.37838293,1357.24753216,1866.23503432,550.469050609,240.548163166,398.020450109,1474.90318869,915.247826993,1126.49275805,1387.05565215
247,247,2,5,12,M,30,563,sc,norm,2282.91980762,1487.97626439,2055.93023645,1169.71061802,392.435213959,711.791522746,1567.10935526,901.808953421,2508.92079554,3614.809253
248,248,2,22,15,F,28,524,vo,norm,1630.69354572,756.23440053,1256.14917921,675.6576599,241.007727547,488.239487236,1126.72656566,294.852354016,1557.06075172,2393.91621713
249,249,3,8,26,F,20,262,sc,syn,2401.24445407,1302.48763487,1861.30416951,805.28745276,248.762076018,461.073106396,1728.14458597,816.734486887,4024.21713714,4607.55876406
250,250,4,22,9,F,28,524,sc,norm,1468.33082489,738.06196307,1201.15896699,554.636491142,195.168226824,395.122003593,825.91670239,316.12074738,1468.56164948,1156.62688029
251,251,1,3,29,F,29,972,vo,syn,1919.14657717,1382.29390484,1718.62447996,986.187996457,642.723878898,840.221416628,1690.79275873,785.994082167,312.316278547,2175.75208834
252,252,1,2,22,F,53,989,jo,syn,2106.75890093,1738.66710371,1909.87432668,1139.24604786,797.68152261,941.863740815,1826.25506536,824.242940859,341.719584798,2060.76095158
253,253,3,3,30,F,29,972,vo,syn,2573.06302553,1770.34434997,2319.13035427,692.727367224,493.750821658,606.375738488,1796.20127902,1189.60649025,1767.52627912,2104.30070291
254,254,4,22,7,F,28,524,jo,norm,1742.57866889,805.218059726,1441.06113699,545.977248483,222.440598841,319.970194218,1143.87621422,331.215461311,2380.79993315,2129.62577981
255,255,1,25,29,M,64,879,vo,syn,2123.91023849,898.419556652,1606.63110189,1272.15968851,565.581995987,905.979302612,1822.04369198,-0.486080574415,422.760951652,8453.46985187
256,256,2,7,26,M,25,839,sc,syn,1963.54279863,1742.87772429,1842.55254095,922.926086147,333.708419864,575.05762848,1521.90606841,933.322272185,1323.58467974,1300.88699414
257,257,3,25,12,M,64,879,sc,norm,2375.59939854,1574.65639922,2145.8748651,880.336648062,407.352415082,599.378145084,1569.63585558,916.552847335,2660.72296851,2747.79108057
258,258,4,25,13,M,64,879,vo,norm,2202.9569202,1448.66657063,1911.45973841,601.132139629,295.714205711,441.179035569,1479.84584441,895.742859054,1870.50792018,1754.46913857
259,259,3,10,10,F,24,438,sc,norm,1784.19649517,1195.58873018,1587.95800247,565.765473494,192.992527574,372.894561854,1251.39262591,763.076629025,4233.34362142,3807.34406201
260,260,1,25,22,M,64,879,jo,syn,1863.7030297,1533.60342469,1719.66047817,963.440125312,581.909214376,770.533986387,1515.4411312,816.891885209,324.513456844,2399.25721211
261,261,2,1,29,M,23,465,vo,syn,2214.90525035,1681.81664963,2082.957708,490.761807711,124.051216762,248.738796255,1445.86851939,1022.6457175,2388.01762204,2404.15045192
262,262,4,22,24,F,28,524,jo,syn,1901.0750202,922.153542672,1555.26365128,514.624301142,246.170434594,339.843998415,1237.02060584,331.695007841,2097.57886487,2079.16277098
263,263,2,1,11,M,23,465,sc,norm,2118.49998459,1517.82365825,1941.41116017,402.711995677,117.934232131,211.892967726,1367.8428812,942.076285143,832.51317924,943.852094932
264,264,1,25,17,M,64,879,im,syn,1860.59374053,1212.55567839,1635.77047747,1024.08707631,537.747347122,796.353749267,1474.20522673,763.544005186,262.349495536,2754.11844311
265,265,1,25,26,M,64,879,sc,syn,2135.38949602,1197.18165743,1800.91273867,1322.08138254,526.474604118,939.093921741,1863.01269122,749.876958911,724.299142852,6821.96868854
266,266,2,18,3,M,30,992,im,norm,2010.03444812,1264.98602914,1737.88649966,1102.47064353,208.707314966,763.294384374,1683.72360937,811.68322655,817.048038771,2933.20971609
267,267,1,18,9,M,30,992,sc,norm,2098.35294613,1602.79580229,1927.33520853,1173.66093234,565.675928321,968.024052454,1786.84091166,816.132585167,712.221318054,2014.2238332
268,268,1,6,5,M,37,973,jo,norm,2003.96420971,1308.63666171,1708.85071201,1080.50732679,514.735087958,821.305171849,1680.15834496,834.179535924,386.75993828,2801.61535097
269,269,2,26,23,M,34,924,jo,syn,1964.24333977,1650.3138266,1779.38521848,545.192985028,313.124286695,423.869947248,1358.09094241,1019.56613339,2557.22541112,2762.24141541
270,270,5,21,32,F,49,965,vo,syn,2310.36111351,957.392401233,1663.02419171,1376.85165545,134.718858721,836.591923629,1955.8139206,417.832829189,13207.8720266,3413.67023227
271,271,1,2,21,F,53,989,jo,syn,2852.00408944,2080.26244043,2480.3697141,378.887358472,226.508975849,292.423222171,2019.56713219,1298.53648926,3020.99323541,3067.01727678
272,272,2,20,15,F,20,499,vo,norm,1719.04845846,1333.94735265,1585.04648129,684.368432875,211.044664401,434.250608334,1267.43611083,781.984117921,1218.87708819,1514.81736704
273,273,3,9,21,F,31,913,jo,syn,1566.85082236,1161.6810621,1394.77902915,360.417318979,121.024126152,207.162159297,1154.28731827,780.176579604,1171.70118806,1179.1726569
274,274,1,6,1,M,37,973,im,norm,2360.21448879,1374.74746441,1916.84015982,1334.16271324,599.693538185,946.434941614,2114.18608316,888.428015127,372.144014813,4134.14870144
275,275,4,26,18,M,34,924,im,syn,1892.82000133,1472.31945719,1711.79291123,560.955255215,170.749549056,366.461931736,1332.86201001,795.640463475,3080.77176395,3070.30902811
276,276,1,6,29,M,37,973,vo,syn,1957.19954932,1360.32775779,1744.89270186,1042.73875604,518.942103905,849.708692847,1621.69993167,880.353910642,128.393244023,2050.73028302
277,277,1,18,14,M,30,992,vo,norm,2127.220479,1355.53788411,1814.81956635,1286.95011691,289.326502328,893.441297059,1847.26341067,780.712743804,929.301732711,4321.12806451
278,278,4,5,17,M,30,563,im,syn,2224.61526317,1254.34053503,2001.88244498,691.503541986,101.170784213,353.275678384,1582.83818912,816.759007151,4730.24842278,5735.36388565
279,279,1,4,1,M,26,958,im,norm,1859.63996859,1317.73147429,1659.42502852,1023.91408319,676.575429263,867.001774033,1499.38994238,797.833651756,807.011060869,2710.86043847
280,280,6,21,10,F,49,965,sc,norm,2157.33580514,1174.01203868,1871.91925845,1316.48535387,477.686355361,955.23845774,1420.92304512,733.421648216,6639.99550638,6586.82591901
281,281,2,2,23,F,53,989,jo,syn,2315.09929472,1650.02404152,2005.98454392,620.01823006,250.832237746,371.383168195,1704.11757311,1046.15959182,1650.64680207,1853.33032979
282,282,1,6,28,M,37,973,sc,syn,1986.61589366,1302.20499,1734.40602144,1108.77903803,504.208145577,851.99328273,1625.28064333,848.900629123,180.670618106,2682.0491063
283,283,2,28,2,F,41,662,im,norm,1848.61369688,1211.46305534,1607.82350563,858.472913639,410.572493821,650.54681171,1542.52935701,799.743744968,3511.52008889,4684.35259421
284,284,4,10,3,F,24,438,im,norm,1950.52569236,1304.96122574,1702.71750203,1040.90176473,239.763612442,718.989642986,1321.58127519,846.377852117,3188.67330743,3625.1571312
285,285,4,7,5,M,25,839,jo,norm,1714.35725999,1534.64846056,1638.86962151,624.35075856,516.731853988,561.387903702,1163.1257437,1012.95978458,339.376213791,299.061011246
286,286,4,1,28,M,23,465,sc,syn,2452.05183228,1467.11313721,2008.75200394,403.458318593,62.1000133268,219.275268304,1626.09258507,826.456147188,4602.7076744,4335.97059942
287,287,6,5,11,M,30,563,sc,norm,2431.98125306,1226.91858568,1934.05457594,670.233821593,228.325151507,437.614281997,1712.7799967,797.880785704,3944.96824652,4468.89798413
288,288,4,3,6,F,29,972,jo,norm,2110.54642724,1522.77905023,1921.19102964,200.412532941,86.1369434726,107.178486951,1488.82519395,1043.18035642,1387.33482403,1505.53224703
289,289,2,25,5,M,64,879,jo,norm,2337.3080503,1620.26934154,2050.54651538,908.665326632,203.873999072,476.041994666,1586.30020068,962.942999245,4550.14013372,4196.56431265
290,290,1,22,32,F,28,524,vo,syn,1319.38506989,771.17160973,1060.28069226,960.255264514,392.623159018,679.460224548,1040.14880319,278.661797437,264.140438338,2224.43488374
291,291,1,6,12,M,37,973,sc,norm,2274.80532159,1305.69771004,1817.54121947,1246.14145359,486.097471719,858.129266521,2035.71243935,867.149419177,177.627027609,2677.86259107
292,292,1,4,14,M,26,958,vo,norm,1926.32679911,1679.43709388,1841.0274703,1077.11087823,736.35956555,970.20954965,1632.24776382,816.534749646,1182.45484075,2294.94555631
293,293,1,20,2,F,20,499,im,norm,1939.81425236,1345.40857711,1592.51926691,1061.40392455,516.56482906,761.254191757,1633.49270316,793.868146433,118.946180799,2029.34257422
294,294,6,1,18,M,23,465,im,syn,2138.46245848,1803.83034081,1934.38458113,302.478841801,106.509316955,142.629728279,1375.67567039,1100.26896613,6637.67471189,5868.72596041
295,295,4,1,24,M,23,465,jo,syn,2688.36107821,1388.71392374,2173.91254369,425.964569692,138.537390053,282.985247164,1871.28623501,864.527013477,1811.04883627,1991.3682465
296,296,1,4,31,M,26,958,vo,syn,2018.09024336,1619.61860015,1860.66165597,1109.21861701,711.602498239,931.365546175,1772.88596735,802.681166469,416.476458318,3687.50616732
297,297,2,1,4,M,23,465,im,norm,2531.06661982,1414.22378928,2193.19845676,733.554961812,131.384619497,313.890015674,1688.08408266,853.222632522,4563.18034673,4477.79601757
298,298,4,7,16,M,25,839,vo,norm,2158.14353084,1642.62516194,1933.89919428,489.768805232,300.123855149,375.913617573,1484.31339772,1094.98765693,1714.38786585,1733.07124096
299,299,4,8,6,F,20,262,jo,norm,2224.68804034,1289.61064883,1732.01134983,610.032812657,366.239702636,446.989791431,1599.48522064,799.152748322,2263.79978965,2742.38992418
300,300,4,9,13,F,31,913,vo,norm,2865.0227293,1141.35174988,2058.49370115,744.562617846,27.3537112567,342.899727582,2040.99616476,755.136399724,4417.18985517,3545.96516239
301,301,2,25,18,M,64,879,im,syn,2332.62627742,1759.57797321,2080.48722932,767.191906531,330.673549265,558.675606829,1634.48453825,1070.71806854,2683.33243084,3048.91917889
302,302,3,10,18,F,24,438,im,syn,2323.42020632,1210.26977354,1592.56049156,615.071772799,272.245064652,403.075627005,1565.27213727,667.118980615,3048.80470485,2957.80469713
303,303,2,26,27,M,34,924,sc,syn,2206.18390663,1577.20987626,1945.21276377,640.469078011,203.116940854,430.092025567,1556.11798879,1021.99540531,2394.93372007,2830.69746685
304,304,4,5,32,M,30,563,vo,syn,2502.42737661,1247.67102135,2061.99304282,721.479961205,227.328704726,456.120308319,1745.59657378,808.867164843,7457.05232284,7746.47484177
305,305,6,21,25,F,49,965,sc,syn,1348.19290168,1147.04961157,1254.08083038,619.909106927,376.261710968,493.960192962,907.153129895,672.527905716,1819.56379719,1812.84732262
306,306,4,22,1,F,28,524,im,norm,1533.14982502,845.682492379,1251.77746893,455.905503601,225.801031111,354.979672571,1026.98837901,435.360804416,1236.72235076,1619.91387554
307,307,4,5,10,M,30,563,sc,norm,2361.27476354,1303.85505358,2120.4074798,696.177300497,143.07480956,365.401700392,1626.62559615,828.524770091,4096.85230404,4129.30129701
308,308,4,9,27,F,31,913,sc,syn,2626.83428706,1167.27346267,1995.60622201,513.289177007,92.8963519765,278.399319274,1883.54534654,747.843449796,3200.75508499,3524.84667695
309,309,2,22,16,F,28,524,vo,norm,1683.17432054,730.561800773,1330.54793678,631.65321103,297.336371119,412.987296742,1111.76615693,323.502300885,1995.50348456,1636.77975138
310,310,6,9,23,F,31,913,jo,syn,2309.51958818,1437.98332155,1964.14221886,539.158589601,134.800203311,258.723425561,1704.46871607,897.353164406,2393.46688526,2466.64478929
311,311,4,22,8,F,28,524,jo,norm,1585.81743557,729.787444054,1235.21758676,640.120019283,195.36045213,383.169612674,995.012131951,297.908154283,2253.31843802,2151.69077991
312,312,2,18,11,M,30,992,sc,norm,1909.55293095,1563.97402166,1798.89946734,885.317909791,229.478695418,648.693096775,1551.4703088,991.742235343,904.849604494,1806.87724201
313,313,3,3,13,F,29,972,vo,norm,2646.28369626,1232.76775218,2007.74180496,778.942949483,357.364043038,557.121017365,1861.14103042,810.176402848,2201.27129833,2225.26259538
