	key	handstrat	participant	melody	sex	age	score	genre	proc	qommax	qommin	qomav	handdistmax	handdistmin	handdistav	zmax	zmin	distlh	distrh
144	144	2	18	28	M	30	992	sc	syn	2401.9811069744	11.8321595662	1904.3152485916	1080.6318029564	162.0733726059	756.3239779612	1820.53043086	788.110096231	2698.7093647092	4119.1063735811
145	145	2	18	17	M	30	992	im	syn	2185.2172403336	11.8321595662	1931.4359277672	973.34531962	194.4477907769	651.5897976016	1520.79163266	849.090215425	1907.4124318043	3586.4609929613
146	146	2	18	1	M	30	992	im	norm	2079.4591241301	11.8321595662	1702.5059569761	944.1833456057	165.415285857	680.7313249799	1608.059	799.232484743	1393.2987969267	5032.8208963547
147	147	3	1	15	M	23	465	vo	norm	2451.0593704668	11.8321595662	2261.9171501196	1128.6510658038	270.1210211056	692.84391087	1560.09176318	1067.3812861	3174.484098325	3025.2700329234
148	148	1	6	31	M	37	973	vo	syn	2052.2363712944	11.8321595662	1700.7227545483	990.3710087784	475.8753865913	706.7843158513	1642.42237487	866.268024342	263.1036236985	2857.6779457759
149	149	6	28	24	F	41	662	jo	syn	1980.1816730116	11.8321595662	1628.2719246486	567.4985658026	361.4322315319	431.7977479629	1379.24255216	762.887078343	2476.212858641	2524.1303182824
150	150	1	20	17	F	20	499	im	syn	1812.4584503537	11.8321595662	1689.2756653105	918.9231150498	591.0493528877	807.8874812264	1492.62583994	756.443594216	230.4581066231	3192.4550537541
151	151	1	3	26	F	29	972	sc	syn	2172.4052757221	11.8321595662	1855.7350009322	642.0613536889	137.0059499886	199.6381449023	1584.57549991	669.5413746	3216.0949825149	3806.0485379218
152	152	3	2	15	F	53	989	vo	norm	1948.4492582674	11.8321595662	1664.0014011428	889.9514486569	447.5764227282	733.4967888495	1251.83633298	807.508650032	1678.4192561538	1487.2105529292
153	153	1	6	4	M	37	973	im	norm	2135.3098427891	11.8321595662	1687.5606539551	1124.3615531655	508.9544310758	791.102887029	1764.82347062	688.672923272	589.4880488393	3954.732910026
154	154	3	8	7	F	20	262	jo	norm	2474.4210367688	11.8321595662	1987.4513346115	821.5989047461	245.6466221035	457.1395300994	1763.03859732	799.808498605	3537.0296217458	4128.0236656957
155	155	1	28	12	F	41	662	sc	norm	2037.5459811018	11.8321595662	1487.2527972125	1087.8357947705	391.6864175118	686.3339057658	1789.71219965	-199.48884809	12303.4733924918	274.5419750432
156	156	3	10	20	F	24	438	im	syn	1881.6215705744	11.8321595662	1355.656822058	1393.7537670098	287.4933224366	755.7251227175	1312.06652033	-147.837924608	9331.6710987712	1507.2248461782
157	157	3	10	4	F	24	438	im	norm	2019.784623674	11.8321595662	1788.5897571925	576.4639563685	174.2252293636	310.90772312	1377.79242049	787.589656721	1922.4705473728	3694.317170743
158	158	1	6	14	M	37	973	vo	norm	2199.4458160704	11.8321595662	1951.511123416	1141.0446405455	517.2613737186	957.4694405972	1894.09129956	873.212878238	574.2583121942	4669.9110145501
159	159	3	8	8	F	20	262	jo	norm	2361.9139866758	11.8321595662	2051.9509630074	700.045235754	232.8324065049	450.2041780975	1823.11068191	814.185240386	2069.8433634176	3978.8978272143
160	160	1	20	4	F	20	499	im	norm	1881.4384386002	11.8321595662	1693.6627737528	949.3213794206	589.4816841364	795.4869879351	1564.89731116	732.370575794	973.5552895616	5707.9481992976
161	161	3	3	5	F	29	972	jo	norm	2103.8822478501	11.8321595662	1928.8616908901	553.4046251047	236.9664553952	410.4089613086	1475.69332771	877.275220512	1835.5312707076	2262.3965039416
162	162	3	8	26	F	20	262	sc	syn	2510.6209523917	11.8321595662	1964.1332157913	778.9122328917	255.997961503	426.9392284751	1727.8920857	811.057959045	4066.5769554474	4611.6617251295
163	163	1	3	29	F	29	972	vo	syn	1960.3641280902	11.8321595662	1779.9385081167	993.9007487739	643.0590874944	849.4352390467	1691.01079404	785.950895382	444.4147933979	2284.9185075224
164	164	1	2	22	F	53	989	jo	syn	2110.0533476784	11.8321595662	1905.3674983328	1169.0007861439	755.4956622017	928.7488042563	1827.13432775	824.294994088	391.0118272732	2826.2519027582
165	165	3	3	30	F	29	972	vo	syn	2611.510915367	11.8321595662	2302.8375485444	698.003283706	478.8960258749	599.3022759425	1796.56593787	1146.63617513	2554.8092488427	2860.4962274691
166	166	3	10	10	F	24	438	sc	norm	1829.4819956011	11.8321595662	1650.7244807767	601.2398406593	193.5192989233	380.7524793551	1251.53386023	762.969100779	3930.4414420402	3766.2909592778
167	167	2	1	29	M	23	465	vo	syn	2244.6666763177	11.8321595662	2129.8780357354	501.6506883452	154.1671702945	260.5224045195	1446.20428997	1000.81481426	2774.4795421473	3039.708460901
168	168	2	1	11	M	23	465	sc	norm	2171.408241813	11.8321595662	2043.0770268313	436.8085751821	119.666942082	163.9922074793	1374.04091768	898.052367972	1973.7030126178	2019.9456009938
169	169	2	18	3	M	30	992	im	norm	2028.2962129308	11.8321595662	1781.3631465967	1100.9794433035	208.7127541043	743.0190346853	1683.74541628	794.19456182	1812.1381544728	3981.4304350336
170	170	1	18	9	M	30	992	sc	norm	2080.9910772934	11.8321595662	1943.5618635444	1271.3260657714	526.0424888219	951.3087148232	1787.4694183	801.776521952	1137.992965238	3216.0269156258
171	171	1	6	5	M	37	973	jo	norm	2014.876100347	11.8321595662	1676.7809694826	1065.9194415598	513.5147540937	789.8983906633	1680.19412317	830.686499031	620.6996129444	3021.6941433407
172	172	1	2	21	F	53	989	jo	syn	2910.6528167116	11.8321595662	2537.5060488447	369.6519742317	226.1755335443	285.2202469578	2019.76351128	1297.90605563	3270.6511259381	3193.7149319055
173	173	2	20	15	F	20	499	vo	norm	1817.5174477342	11.8321595662	1718.4902950865	746.7326418754	161.1966401176	331.1013564511	1267.9212476	733.578559448	2755.6342578263	2819.0489356456
174	174	3	9	21	F	31	913	jo	syn	1630.4166500201	11.8321595662	1438.5460655538	360.8238658292	129.0710996781	201.3968520175	1154.27716239	774.667054195	1357.5318765647	1347.9956563122
175	175	1	6	1	M	37	973	im	norm	2424.5622356686	11.8321595662	2013.8509128053	1340.1382658101	594.9743911367	968.0518966213	2114.68156812	888.412746527	484.8707428487	5127.0646132129
176	176	1	6	29	M	37	973	vo	syn	2018.8649652094	11.8321595662	1854.9211719327	1040.7689556563	486.1259107786	877.474833422	1622.15233707	880.230431704	208.5664773819	2808.1524106181
177	177	1	18	14	M	30	992	vo	norm	2155.0400832121	11.8321595662	1850.3896864257	1275.4585326793	287.0684486304	903.4042410122	1847.25870328	780.476383975	1810.2275640137	5036.9400335165
178	178	2	2	23	F	53	989	jo	syn	2373.3466604654	11.8321595662	2052.7275309008	664.7670825074	221.8122425364	368.3024830549	1705.12347291	1019.61901081	2365.6115515376	2392.1003548641
179	179	1	6	28	M	37	973	sc	syn	1996.853513253	11.8321595662	1811.3525202548	1097.1356690279	489.8853668678	874.1341060669	1625.77919801	818.657086287	304.8431669098	3743.8368200607
180	180	2	28	2	F	41	662	im	norm	1955.4187143621	11.8321595662	1667.110376373	945.9578401293	406.8739765658	654.6474546073	1540.56636336	789.087760371	3666.227179786	4805.3923765634
181	181	4	10	3	F	24	438	im	norm	1994.8982961703	11.8321595662	1742.7922048296	1030.4040298013	478.6422486058	709.0699777514	1321.57574176	846.348	3485.8072836642	3776.0812266899
182	182	4	1	28	M	23	465	sc	syn	2472.5493369688	11.8321595662	2100.9303323645	423.0968023999	129.5694296741	203.9321963947	1626.40216878	826.559993638	4746.6726704769	4806.7127852098
183	183	4	3	6	F	29	972	jo	norm	2129.9439228769	11.8321595662	1938.7720054581	212.7405396974	90.8219836994	104.7597996218	1499.61229276	998.907691209	2180.3919101763	2367.7732577138
184	184	1	6	12	M	37	973	sc	norm	2308.0638779084	11.8321595662	1797.0887113499	1241.5686784737	483.5068308699	807.7338035082	2035.67267676	855.365514536	219.9675337004	2965.8673203699
185	185	1	20	2	F	20	499	im	norm	2029.4274307564	11.8321595662	1700.4150475928	1063.6555582983	516.7268910434	752.324066634	1633.87683785	793.853869904	243.5470559453	2100.076252018
186	186	6	1	18	M	23	465	im	syn	2168.9736418294	11.8321595662	1969.4027669127	323.3931285221	119.2660789174	154.9320645399	1375.81300678	1078.96946698	5483.0643005427	5901.5126084638
187	187	4	1	24	M	23	465	jo	syn	2697.8573229746	11.8321595662	1884.5640084686	450.2513239576	114.7684142269	327.1370455936	1871.65206503	824.782133609	2692.8907215758	3042.5764347082
188	188	2	1	4	M	23	465	im	norm	2586.2176446962	11.8321595662	2312.7149278416	783.6552587311	100.443086555	285.0674350862	1688.61874849	822.372674174	5744.6685073483	5673.2692916965
189	189	4	8	6	F	20	262	jo	norm	2282.1764061089	11.8321595662	1771.8508321031	605.5291450497	355.8645410188	441.5411571098	1599.45144922	797.369598975	2358.5421003851	3092.3080185495
190	190	4	9	13	F	31	913	vo	norm	2932.4032287846	11.8321595662	1911.8583549145	773.9599545742	25.9693779437	406.1767443506	2040.29041118	751.015283588	4745.4163727343	4078.6676127349
191	191	3	10	18	F	24	438	im	syn	2372.2681991446	11.8321595662	1606.3752460091	628.9282869651	259.5388782024	413.4626246744	1565.4522602	666.95192511	3255.0609563835	3047.3584511478
192	192	4	9	27	F	31	913	sc	syn	2664.2123889861	11.8321595662	1912.6342378014	540.9137919139	143.9398480165	278.7686263654	1884.58622776	704.91457474	3751.4020024615	4478.6704927611
193	193	6	9	23	F	31	913	jo	syn	2407.5739394389	11.8321595662	1956.4423986276	510.1043154508	126.2042640332	218.299980448	1704.41420659	882.565857026	3235.8301451205	2754.9283110357
194	194	2	18	11	M	30	992	sc	norm	1947.8325277457	11.8321595662	1765.745347551	886.8606839287	157.9475468196	575.4838934889	1551.47732556	991.681	1344.8914029464	2730.6499209461
195	195	3	3	13	F	29	972	vo	norm	2689.6251842256	11.8321595662	1851.6902381638	778.8200946543	351.6378249422	557.7132503206	1861.44380982	785.350596511	2650.4149784594	2728.4923660296
196	196	1	6	26	M	37	973	sc	syn	2126.5288684247	11.8321595662	1770.2677439713	1055.272553388	494.3600546675	785.4046944635	1837.4310885	870.490559385	223.3698321216	3135.1025897424
197	197	4	10	15	F	24	438	vo	norm	2271.800323325	11.8321595662	1881.0423644641	1516.6196026836	395.0338661469	743.5411585957	1540.33813718	-148.814861831	10817.5710425466	5630.3400987745
198	198	3	9	14	F	31	913	vo	norm	2518.5710168273	11.8321595662	2233.8458482939	378.016128397	163.8754293391	224.337349118	1734.8046709	870.355653006	5283.1683012906	5861.9565039747
199	199	3	10	11	F	24	438	sc	norm	1890.1901228188	11.8321595662	1516.9449805004	1399.3216343746	234.8073877519	536.6414942166	1272.03375618	-156.822968663	9171.5225692169	3038.7716416464
200	200	1	6	3	M	37	973	im	norm	2160.8753497358	11.8321595662	1923.3167936006	1062.9953109932	543.7372390434	881.7207370136	1777.83963577	892.526732121	308.5535590768	3307.5200260942
201	201	3	3	17	F	29	972	im	syn	2246.2539228498	11.8321595662	2075.4605021126	259.67788446	111.0472472364	142.4489814918	1570.4130175	1042.28322242	1845.9109699978	1983.3352233765
202	202	2	18	2	M	30	992	im	norm	2292.7432342736	11.8321595662	2004.3898784944	1096.7727050184	186.1545421848	609.9283375592	1601.316	877.560596969	1921.2202338201	3329.9330664515
203	203	4	9	2	F	31	913	im	norm	1812.831318206	11.8321595662	1471.5549980762	810.8181002565	460.4938358792	618.8660308432	1214.85967924	691.186926324	3063.8174542224	2421.8901110134
204	204	3	9	28	F	31	913	sc	syn	2439.6159736883	11.8321595662	1848.8917627955	387.545960137	150.1359307168	217.4772713176	1675.86595202	203.984435896	4905.6005873	5209.1095299988
205	205	1	28	20	F	41	662	im	syn	1351.934381455	11.8321595662	1296.9945969303	557.26882204	452.0221561389	467.2224150134	1046.95986231	752.878484529	1369.5018326302	121.6240715906
206	206	3	8	1	F	20	262	im	norm	2308.7620502531	11.8321595662	2029.8884519608	792.0033535263	221.1113927675	479.3992399297	1617.59805073	798.718868032	2778.3797664467	3611.5431091726
207	207	1	6	20	M	37	973	im	syn	2151.3701674341	11.8321595662	1822.9062431853	1191.9429727351	510.9653314999	932.1671676764	1812.24318691	775.619814993	655.4614333847	4793.4287151846
208	208	4	9	11	F	31	913	sc	norm	2409.6443352973	11.8321595662	1721.5591132253	753.8051393139	321.2596897186	497.4003563445	1640.84306246	717.961969188	4140.0903808333	4469.4512618084
209	209	2	8	10	F	20	262	sc	norm	2375.4612953782	11.8321595662	1985.1061462582	818.7662224472	325.6226521853	507.3996701542	1766.15162655	767.263467134	1774.899070456	5460.7515490525
210	210	1	6	25	M	37	973	sc	syn	2106.5009069862	11.8321595662	1719.4765393505	1074.2541695344	483.0323191023	759.9838586398	1781.58679286	843.526919243	411.4684755802	3859.0340974885
211	211	6	28	9	F	41	662	sc	norm	2107.4282240383	11.8321595662	1722.5433592417	1866.8141932077	334.2042841792	659.2891575391	1695.50831627	-267.59304654	7815.4680367719	11939.6281430938
212	212	4	1	30	M	23	465	vo	syn	2294.4534764684	11.8321595662	2145.4472713893	284.1238688256	187.9995465159	235.1509045687	1494.24495712	1146.28435249	2740.0020590957	3161.0819250644
213	213	3	10	9	F	24	438	sc	norm	1944.8598911972	11.8321595662	1541.8618935417	1201.9838079175	513.1899858814	879.4883077936	1234.04584458	759.555724809	2483.5445239122	2396.4313055396
214	214	3	8	9	F	20	262	sc	norm	2485.5011590621	11.8321595662	2036.2932556226	670.8320562079	276.210400655	459.7314556364	1714.04714085	826.966875722	3777.3160471249	4104.2431393164
215	215	1	2	3	F	53	989	im	norm	2671.8232053637	11.8321595662	2008.8733437236	1186.8798868458	384.6844547865	713.5236367079	2150.6778211	795.067986677	1754.2053797461	3591.9188239179
216	216	3	10	12	F	24	438	sc	norm	2315.512001388	11.8321595662	1599.5312764107	1163.5269986958	416.2097300738	622.6186283015	1687.61348437	779.314964812	4518.0902301801	5481.4449345595
217	217	6	28	28	F	41	662	sc	syn	2225.483561903	11.8321595662	1883.0717552585	1064.407079153	421.4007952862	862.5611140105	1645.70224662	772.224410341	4063.2417095303	4876.1500521616
218	218	2	28	4	F	41	662	im	norm	2275.7332521068	11.8321595662	1857.0590504051	937.5399400016	340.4138067788	644.6102864525	1575.71489778	729.070107639	2836.6425794566	3789.9773063573
219	219	4	1	14	M	23	465	vo	norm	2455.1793247448	11.8321595662	2151.5343758873	493.3844207762	117.290598889	168.8530272838	1608.22265108	961.237319204	6093.1871299098	5834.8832796385
220	220	2	18	10	M	30	992	sc	norm	2163.7663592561	11.8321595662	1856.7204106606	961.9922924158	179.6971274675	531.4693694683	1536.48878912	821.307	2879.1491690291	3398.0021368285
221	221	2	18	21	M	30	992	jo	syn	2242.5127245332	11.8321595662	1938.9106114054	918.7037081148	233.2220269728	659.8800958654	1586.03467923	906.947535001	1334.826008365	2691.0502288623
222	222	2	28	17	F	41	662	im	syn	2122.4753799069	11.8321595662	1795.749717713	923.8859648741	481.3266890446	653.9462334985	1590.25962453	754.258760303	2809.4019453284	3855.8589083437
223	223	6	28	26	F	41	662	sc	syn	2217.3280167199	11.8321595662	1500.628502417	823.3325885186	349.434125969	588.7567761044	1535.14404805	755.846525294	2886.5541880817	3086.7143693772
224	224	1	20	23	F	20	499	jo	syn	2206.2981611216	11.8321595662	1990.0799525463	827.5625147896	237.2981408699	563.9246189541	1507.62207295	763.530369698	2834.2996858132	2598.6665210453
225	225	3	8	23	F	20	262	jo	syn	2357.1116904417	11.8321595662	1823.3668765056	635.4650558574	186.9488637678	375.9277496051	1668.24049959	823.143675152	3038.1401007541	3336.442444759
226	226	3	2	14	F	53	989	vo	norm	2744.8900003486	11.8321595662	2357.3838702242	1183.1797961814	517.9083308285	966.585580891	1913.988	814.103209784	3950.4890888972	3827.4546691694
227	227	2	18	20	M	30	992	im	syn	2001.8870085546	11.8321595662	1802.1352558366	988.5067936419	195.1972750473	662.9991610747	1350.31085086	812.846075659	2171.5524138879	3141.9021587337
228	228	6	1	2	M	23	465	im	norm	2995.2342882959	11.8321595662	2342.1577410177	2208.3195604271	208.9223496778	693.4497454369	2124.77420517	-251.643925102	5491.1764641768	15861.6274274959
229	229	3	3	19	F	29	972	im	syn	2275.0079739239	11.8321595662	1920.2905868413	418.9668101327	115.257434509	211.8609840199	1679.22624784	805.842481021	2800.9013981494	3026.1203605749
230	230	1	2	9	F	53	989	sc	norm	2310.6131431171	11.8321595662	2095.2762879076	863.4384814119	549.4707448468	740.0511095672	1799.43892644	877.463871811	1230.9784412383	2662.7268834664
231	231	6	20	8	F	20	499	jo	norm	1913.174968092	11.8321595662	1833.8927467321	591.2915276001	326.2909414592	376.8996789972	1362.82283654	903.08174205	2098.9801865233	2176.4348074899
232	232	2	18	29	M	30	992	vo	syn	2188.5519713396	11.8321595662	1975.2490666248	1191.7399925544	340.2162153541	876.0077964037	1585.70669298	902.9472579	1245.2127338195	3154.9745201959
233	233	3	1	32	M	23	465	vo	syn	2710.2331278349	11.8321595662	2281.7215959794	1395.8862919988	116.7131160282	568.2961324039	1806.22962253	1033.42483956	3537.1056725986	3766.7745556646
234	234	4	3	9	F	29	972	sc	norm	1805.311453808	11.8321595662	1600.2729597873	337.0681389863	283.982431708	301.4062585776	1256.16602912	907.152174129	748.4110460821	1195.3398841033
235	235	1	18	16	M	30	992	vo	norm	2382.0125961364	11.8321595662	2097.6349919695	1335.2603057377	232.6609041246	979.0443706652	1855.35771728	780.444605087	2310.6963442296	4883.7545413147
236	236	3	10	29	F	24	438	vo	syn	2824.9178424575	11.8321595662	2459.0413805822	1018.2649680303	411.0399837319	585.6556034326	1986.63068597	805.22904691	5565.188103589	5809.8619099062
237	237	1	6	17	M	37	973	im	syn	2168.0718618171	11.8321595662	1873.774518843	1118.7244024897	477.7687410001	894.6360140013	1842.05026212	843.522978989	345.5582367406	4651.4467442631
238	238	2	20	21	F	20	499	jo	syn	2229.4001312482	11.8321595662	1973.6895091344	846.1290740389	262.712652056	593.7873733055	1596.58770101	796.256738261	1902.636858398	3221.5336866854
239	239	3	10	6	F	24	438	jo	norm	1718.6565861412	11.8321595662	1532.8857203797	768.6168123294	475.6283861155	612.4636332134	1122.71693305	778.852670299	1212.0424961272	1125.9658456914
240	240	1	6	18	M	37	973	im	syn	2140.0285107119	11.8321595662	1873.5401956386	1081.6297356231	515.6907830968	866.7796445355	1846.50497125	838.135552138	341.4279737025	4306.0337253333
241	241	4	9	17	F	31	913	im	syn	1949.9688255043	11.8321595662	1620.7222050816	649.5430159034	192.5602725204	329.4726415145	1263.39491411	729.662955227	3218.9764913671	3738.8044230525
242	242	2	18	24	M	30	992	jo	syn	2032.4400227024	11.8321595662	1737.4692921499	948.5581217383	170.0871070841	653.0356780326	1510.43072236	886.582907088	1784.9262907699	4231.4054112135
243	243	3	1	17	M	23	465	im	syn	2885.8161763898	11.8321595662	2271.3752945325	1407.3571016769	142.0878143849	859.041251225	2004.90269712	861.820216943	7160.8559162873	6474.1473594831
244	244	3	2	29	F	53	989	vo	syn	2800.8957979638	11.8321595662	2389.746308688	1295.9297542799	391.2331768035	867.7181378211	1860.39181629	745.807739724	3877.4886211343	3958.6857303657
245	245	2	28	10	F	41	662	sc	norm	2177.7170770164	11.8321595662	1796.7955916172	1218.0710712827	254.0979013992	730.5752532408	1729.4230813	-125.647893773	1970.0998008304	9707.357565252
246	246	2	20	9	F	20	499	sc	norm	2213.155640903	11.8321595662	1963.2126248778	617.0067856409	225.7434170983	348.4192760399	1542.39843067	761.960953756	2712.6294130459	2428.6082637859
247	247	3	9	29	F	31	913	vo	syn	2735.6268561573	11.8321595662	2223.0174014667	347.4564770684	193.020292939	251.7543639672	1951.276044	933.00685104	2592.0333645803	2795.6995786215
248	248	3	8	4	F	20	262	im	norm	2345.5497189855	11.8321595662	2000.2888251416	850.4831716662	325.2958905974	556.3627538836	1690.10569998	796.053592324	2508.0830910677	3414.347166175
249	249	3	2	24	F	53	989	jo	syn	2133.314920628	11.8321595662	1919.8940350581	852.4809569704	332.4128422993	675.8645258081	1454.12960663	854.910306772	2321.1177020577	2200.9041582401
250	250	1	20	6	F	20	499	jo	norm	1871.1186644526	11.8321595662	1687.1978176388	947.7675540206	578.1940195655	758.6104506217	1438.11324529	786.139208346	647.256898283	4427.3161961619
251	251	2	20	5	F	20	499	jo	norm	2253.1518888224	11.8321595662	1777.4557039116	740.801904747	212.2117479318	556.292626792	1737.35879791	792.746397547	1348.1132690894	2472.0584765023
252	252	3	1	31	M	23	465	vo	syn	2351.020492514	11.8321595662	2112.9518426993	762.7533200789	193.5875756086	458.8994778877	1559.10111015	966.165914996	4650.6489280038	4767.4440436361
253	253	4	9	19	F	31	913	im	syn	2229.6530893838	11.8321595662	1879.5424956914	636.8394751618	208.7902982522	294.7303383428	1547.07057175	665.785083775	3553.1185863269	4004.8036131282
254	254	4	8	21	F	20	262	jo	syn	2124.1312428258	11.8321595662	1653.2540272639	652.0260504522	230.3788613923	369.1136256439	1458.77661695	805.22557764	2503.4344535229	2559.33493182
255	255	4	1	21	M	23	465	jo	syn	2209.8309255575	11.8321595662	2003.9147515163	477.137502368	139.5739093513	233.1684111416	1393.28618	998.037454208	5712.2483046063	5156.2020200849
256	256	2	18	22	M	30	992	jo	syn	1886.8869346188	11.8321595662	1561.6769655143	984.0827417261	164.6578953574	597.419944458	1312.04189026	861.278738577	1151.507993426	2342.1920368285
257	257	3	9	25	F	31	913	sc	syn	2602.0269792273	11.8321595662	2108.8500784658	806.0486349654	151.5811938769	265.5002526418	1787.21042714	790.250977122	4178.7472758008	4584.0987215622
258	258	3	20	25	F	20	499	sc	syn	2220.4127592336	11.8321595662	1921.4162504133	782.1666820245	133.7932308789	406.035130577	1592.46379124	791.250039298	1911.52496635	3135.2444024265
259	259	3	3	14	F	29	972	vo	norm	2048.9599620291	11.8321595662	1844.1212113565	421.5303404639	123.0653698999	166.8209830264	1455.23577674	915.431054566	1665.2932601825	2001.0789434978
260	260	4	3	21	F	29	972	jo	syn	2127.1297627872	11.8321595662	1842.2001282287	565.7962351263	159.6072823207	244.0804614087	1482.83514759	777.266614351	2138.7938638227	2613.4766080207
261	261	3	28	27	F	41	662	sc	syn	2314.4798902159	11.8321595662	1597.5508878779	939.1696504339	384.0772231623	722.180929806	1684.65599978	747.147751905	4320.5985911079	3691.3880381449
262	262	1	3	8	F	29	972	jo	norm	1963.4736760423	11.8321595662	1724.9804761693	1048.6080807711	189.7729877755	778.7978001236	1694.81970027	748.268863626	2488.863498367	4865.4838224135
263	263	3	8	32	F	20	262	vo	syn	2626.158004564	11.8321595662	2119.8164361029	823.3075646608	208.5653576252	452.7813033329	1796.89866171	811.456765179	4568.8083884436	4592.014921149
264	264	4	1	1	M	23	465	im	norm	2402.9073964058	11.8321595662	2100.7188194427	1122.1508380152	477.6136905123	799.1536740718	1563.16760671	841.814998435	2621.9996862372	2735.6888275862
265	265	6	9	6	F	31	913	jo	norm	2360.093522722	11.8321595662	2097.7304551849	617.6602239001	241.9643776988	344.3601731644	1732.34078436	1177.00649968	2597.7109939384	3221.9150036877
266	266	1	6	10	M	37	973	sc	norm	2270.71882201	11.8321595662	1955.2403789075	1201.2018893376	485.2256762945	927.3215340208	1962.93676027	884.568347664	267.1509200469	4583.3298036844
267	267	3	2	4	F	53	989	im	norm	2271.2728126087	11.8321595662	1786.7428903145	1085.3341113167	360.4063390428	870.2779819412	1523.71344806	783.83875353	2750.1107563669	2825.4514515781
268	268	2	18	18	M	30	992	im	syn	2126.4040762023	11.8321595662	1783.174761593	968.5921273372	197.0626007652	588.2344375891	1447.52050103	792.993252682	1366.708759914	2954.6357392307
269	269	3	3	28	F	29	972	sc	syn	2556.7408949679	11.8321595662	2081.1979645442	1412.0083411277	37.5533749983	443.7083661033	1784.04824128	-146.442254125	9406.090128777	3476.5355360913
270	270	1	2	20	F	53	989	im	syn	2116.6788806288	11.8321595662	1898.1258739777	1190.8724213241	505.5383619644	996.3940793442	1807.70035644	807.579388455	493.6149237711	3013.3323928015
271	271	6	10	32	F	24	438	vo	syn	2030.6375852432	11.8321595662	1636.6800971001	815.9536831116	410.6642910064	625.1488382357	1404.87313465	793.893678504	3126.0607005359	3485.3703326578
272	272	2	20	11	F	20	499	sc	norm	2287.3340195411	11.8321595662	2174.784231317	721.089897429	176.4740648092	321.5841696448	1602.98857898	1050.66770449	1960.0435053811	2940.5041814728
273	273	3	10	31	F	24	438	vo	syn	1990.9179576295	11.8321595662	1739.8400460779	614.2607231872	199.7603559385	345.9474396515	1400.35774449	789.271993304	1650.0630235284	1781.3152263011
274	274	6	1	16	M	23	465	vo	norm	2338.6023054454	11.8321595662	2166.9688988323	1000.926574263	165.7532528147	323.3659546483	1586.59479655	874.999401369	7010.3670116332	8413.933521747
275	275	4	1	7	M	23	465	jo	norm	2339.4353186391	11.8321595662	2262.0486115993	281.5742403793	77.3379987364	143.8384096085	1517.67373078	1261.39346326	2621.6000493366	2644.9381370356
276	276	3	8	29	F	20	262	vo	syn	2963.4698635229	11.8321595662	2008.5372424927	1977.8048339052	245.8664741082	563.6357892188	2220.35927783	-121.966299752	2924.6026058016	14369.149284109
277	277	4	3	27	F	29	972	sc	syn	2348.6065110513	11.8321595662	2085.5380607734	616.0138453408	149.3666940588	262.1140921721	1638.43962106	694.977882159	4736.5943865337	5167.7677201716
278	278	4	1	23	M	23	465	jo	syn	2012.2448004947	11.8321595662	1972.0843064242	257.7591100464	145.070757049	165.9406181376	1236.03885509	1129.1523044	588.7078183803	573.3270045149
279	279	3	8	11	F	20	262	sc	norm	2291.1075186724	11.8321595662	1966.6526852389	635.6751428918	274.787058165	383.9186650976	1643.00406398	827.036500645	2162.7982850223	3087.4819273401
280	280	6	9	8	F	31	913	jo	norm	1902.961901523	11.8321595662	1720.0243158947	592.3146179173	271.3062882314	423.2617685071	1328.6066062	673.906623907	3400.2684336224	4395.4964350288
281	281	1	6	9	M	37	973	sc	norm	2109.2431958898	11.8321595662	1855.371934495	1049.2380224723	478.7631571901	873.744170962	1792.77515468	832.186980302	492.2229588045	5075.9874598206
282	282	3	28	22	F	41	662	jo	syn	2114.1173187187	11.8321595662	1624.9492860568	1153.207115758	444.5113873374	833.2010120024	1540.32239408	763.069482347	2440.6736362347	4240.9013153404
283	283	4	3	25	F	29	972	sc	syn	2138.163496457	11.8321595662	1841.6885440471	470.0067563955	127.8248798029	213.0913751932	1464.74169196	854.955817363	2711.3533430431	2161.7336834339
284	284	4	1	3	M	23	465	im	norm	2246.1876171862	11.8321595662	2126.1576188251	238.1248355073	120.0137370932	152.2377151226	1435.83657438	1225.16010426	1468.4628293599	1787.5772222537
285	285	2	9	22	F	31	913	jo	syn	2202.1985999237	11.8321595662	1998.7077417573	568.7967148746	174.4473535251	328.9130714437	1515.71483423	724.548002089	2454.0184182858	3429.2353754158
286	286	6	28	15	F	41	662	vo	norm	1891.0614215636	11.8321595662	1644.1171066642	762.9266267874	377.3716856989	522.9746825678	1432.78624357	753.16058954	3972.0693685916	4009.5366488524
287	287	1	28	31	F	41	662	vo	syn	2342.7491371316	11.8321595662	1793.3437504494	691.8923460703	251.5958984212	485.4678829312	1660.76728751	763.852487963	3206.6812499559	3634.6253689259
288	288	3	28	5	F	41	662	jo	norm	2015.2878593513	11.8321595662	1532.2603655171	1212.0736929135	432.1979671348	861.223483786	1618.89920291	770.340330443	2729.3254160769	4614.5856323569
289	289	1	20	27	F	20	499	sc	syn	1836.7490583272	11.8321595662	1791.8555172936	904.5166509092	641.1957844164	793.2550771831	1498.08043012	806.456108044	378.6742782998	3142.740495674
290	290	4	1	13	M	23	465	vo	norm	2562.5092653862	11.8321595662	2073.3495284013	244.6308832082	103.3584808431	116.8778744044	1727.65230537	802.75457552	9626.8759578749	9440.897877986
