	0	1	2	3	4	5	6	7
0	33542.0	559.01667	91.294	-165.147	757.457	65.756	296.238	810.572
1	33501.1416001	558.335693032	101.415414567	-151.15535531	760.607863965	62.7999085304	295.294795215	810.681851417
2	33572.4365244	559.52393749	89.9690135042	-170.69679711	759.426158587	69.0018809595	299.275389156	812.431649155
3	33542.4722204	559.024537213	98.2193748848	-159.727176066	762.228335375	66.7950782442	299.068953988	812.697160416
4	33528.5284654	558.792145401	103.520983316	-153.373512738	764.504451407	66.0116118504	299.592078364	813.129156939
5	33560.3173539	559.321956498	100.090545125	-160.68052979	765.09900971	69.0568733024	302.062763059	814.16270117
6	33544.2860613	559.054764261	105.906545539	-153.650609794	767.577635939	68.1166833443	302.555424558	814.530971321
7	33537.1381577	558.935634089	110.039511201	-149.130697368	769.656872761	67.8783992055	303.4452758	814.997578576
8	33557.5458148	559.275766043	108.945702239	-152.839112117	770.647766661	69.9669660883	305.463670757	815.842366868
9	33546.2353332	559.087258678	114.006201881	-147.070828096	772.925933657	69.4879623307	306.114889586	816.305332771
10	33542.1651837	559.019418132	117.651060773	-143.217671052	774.95540985	69.5926938074	307.030362355	816.865576392
11	33557.1514299	559.269186605	117.624710653	-144.854166611	776.187221382	71.2538748272	308.732688487	817.638350639
12	33548.2253077	559.120422497	122.22993708	-139.327038974	778.330310878	70.9548354518	309.489189536	818.117454604
13	33545.9139742	559.081903575	125.574214401	-135.651417891	780.354564591	71.2241430683	310.513045195	818.757898884
14	33557.7045554	559.27840964	126.183188928	-136.035465437	781.932315626	72.6485358718	312.052555937	819.614289481
15	33550.2339048	559.153894814	130.500622434	-130.631008311	784.258042164	72.4393885836	312.833416033	820.229535301
16	33549.0632954	559.134386618	133.660626688	-127.012212363	786.447609425	72.727293518	313.946195641	820.951273544
17	33558.7289414	559.295485282	134.7096348	-126.557084715	788.300470349	73.8889582604	315.453347377	821.78311734
18	33552.2533606	559.187558821	138.746734113	-121.359698438	790.648617129	73.6676533084	316.240840855	822.316190895
19	33551.8834768	559.181389157	141.592125978	-118.016102719	792.677516883	73.9345885397	317.276865984	822.871558257
20	33560.0213181	559.31701836	142.837318991	-117.210279336	794.427601809	74.9190469394	318.605571127	823.540999651
21	33554.28024	559.221338506	146.695424003	-112.309398688	796.687694025	74.7418034166	319.289539624	824.034441918
22	33554.5031752	559.225056812	149.33984328	-109.13041632	798.694436162	75.0138052735	320.144718284	824.551841429
23	33561.4805184	559.34134195	150.61116855	-107.861558494	800.522701708	75.7873239543	321.18573114	825.08844533
24	33556.312772	559.255209147	154.073569492	-102.914051225	802.855460875	75.5475440793	321.716736711	825.452121679
25	33556.991349	559.266521228	156.327360012	-99.5976369142	804.92334454	75.8193996364	322.500440645	825.889272562
26	33563.0506005	559.367513252	157.542725121	-97.8171417751	806.769225469	76.4446471397	323.441337261	826.361515072
27	33558.349933	559.289168002	160.771726816	-92.8733047612	809.044763129	76.0263020267	323.94508228	826.635313648
28	33559.3882507	559.306468298	162.80563471	-89.6722219598	811.056624343	76.0325623017	324.773711269	826.887065631
29	33564.6981612	559.394966029	163.94725377	-87.8627741714	812.744746296	76.3357715263	325.77155052	827.106531878
30	33560.3910726	559.323186169	166.893380221	-83.3486836567	814.679084217	75.7776378053	326.294767458	827.177388075
31	33561.7189389	559.345319408	168.717602345	-80.4661441197	816.435576727	75.7323755347	327.000088356	827.278551854
32	33566.4020543	559.423367102	169.809147778	-78.510297289	818.107327693	75.9402834867	327.819204781	827.338494475
33	33562.4357424	559.35725859	172.502309823	-74.0197125987	820.115458264	75.3454266396	328.274563297	827.260073158
34	33563.9998198	559.383329506	174.133351857	-71.1424391407	821.976033742	75.3166008036	328.962817523	827.29309106
35	33568.1482641	559.452474553	175.152033579	-69.0408406375	823.785423449	75.5950556191	329.819159198	827.462100012
36	33564.4836092	559.391395538	177.502669397	-64.6829123389	825.934587215	75.1121239293	330.491155742	827.728391995
37	33566.2420792	559.420698411	178.796783827	-61.845687075	827.967912259	74.9837896795	331.503283847	828.275017199
38	33569.9271525	559.4821162	179.732992321	-59.5180086772	829.95325614	74.9315583636	332.732037294	829.019618134
39	33566.5344089	559.425575532	181.988332449	-55.0856838648	832.272669279	74.2021796577	333.928336125	829.835491438
40	33568.4536036	559.457563644	183.220060848	-51.9979814484	834.602380694	74.0022625325	335.561408631	830.772173226
41	33571.7318885	559.512197218	184.127511069	-49.0551690633	836.994971734	73.9830317348	337.321856798	831.647363635
42	33568.5879195	559.459794872	186.179843141	-44.070933124	839.678759743	73.4063112966	338.901883417	832.398509171
43	33570.640112	559.494001502	187.235632623	-40.4398707319	842.353376784	73.4727567641	340.84826293	833.244415595
44	33573.5575084	559.542628798	188.054005955	-37.0202503452	845.156207066	73.83075611	342.985866016	834.14227227
45	33570.6439454	559.494067377	189.919837375	-31.909966999	848.276577963	73.609344034	345.035055522	835.087047893
46	33572.8058533	559.53009434	190.929337663	-28.1490687234	851.279414055	73.7238728413	347.436545297	836.315059223
47	33575.4003294	559.57333617	191.901227131	-24.5115111344	854.147043209	73.890573588	349.997864341	837.783450184
48	33572.7023077	559.528374238	193.795905118	-19.3420498548	857.164245349	73.5745603164	352.483059124	839.404697155
49	33574.9540514	559.565904218	194.747965884	-15.2830206676	860.180588599	73.7043935621	355.358098683	841.286200872
50	33577.2575698	559.60429146	195.677407935	-11.0287131797	863.168219339	73.8540469299	358.589970599	843.325580957
51	33574.7628377	559.562710232	197.490791625	-5.28368643625	866.296528386	73.5091664387	362.04484321	845.388980693
52	33577.0871989	559.601453421	198.452104222	-0.444291016371	869.564841723	73.6041508856	366.027982626	847.533363738
53	33579.1270968	559.635455381	199.343086212	4.74649590253	872.937972803	73.6806748654	370.412872893	849.756343721
54	33576.8253733	559.597090719	200.798578811	11.1555280874	876.379414192	73.2452805912	375.078006803	852.087263564
55	33579.2072561	559.636784137	201.39094839	16.7376317742	880.000555028	73.2578110508	380.226075944	854.600524634
56	33581.007254	559.666785306	202.155017623	22.8934772271	883.903625161	73.2775957031	385.824808914	857.297635924
57	33578.8897564	559.631498739	203.469859221	30.1521197514	887.919355463	72.821063045	392.003847505	860.290360007
58	33581.3157889	559.671932904	203.944341365	36.9515872185	892.307465091	73.0048071789	398.697702575	863.576352472
59	33582.8967404	559.698277209	205.034926429	44.7565046175	897.444671169	73.636835736	405.322086238	866.961552713
60	33580.9558308	559.6659269	207.013358554	52.8614361016	902.653941165	73.94199915	412.079760555	870.615680951
61	33583.4140665	559.706901687	207.412655617	59.5457118244	907.291952449	74.3425712487	419.445941843	874.778496584
62	33584.7945239	559.729912546	207.004405976	67.602732285	911.941047899	74.6468509448	426.972360242	879.234502684
63	33583.0234416	559.700391382	207.648534831	76.676716019	917.384669191	74.7233546257	434.474621791	883.891761787
64	33585.5031325	559.741715217	208.856798185	83.9910238396	923.750777194	75.3274793559	442.088865824	888.919937418
65	33586.6997786	559.761661139	210.335592841	91.6019225824	930.515380888	76.2849745925	449.379717849	894.2453217
66	33585.0924346	559.73487702	212.129542398	99.5725889003	937.380467811	77.4646985016	456.323490976	899.822978301
67	33587.5838558	559.776400369	214.936894715	105.827004831	945.206676119	79.4418596549	463.132588681	905.822384769
68	33588.6118385	559.79352844	219.676970057	112.199585078	954.130793164	81.7924294138	469.360966822	912.284053357
69	33587.1626556	559.769374153	224.606573706	117.987394403	962.699837026	84.315971678	474.935095204	919.204081754
70	33589.6569703	559.810950549	229.319540151	121.078128291	971.05068853	87.7105904555	480.020132183	926.635022556
71	33590.5301623	559.825506504	236.509498768	124.013691719	980.597806769	91.8129130551	484.187192152	934.56743328
72	33589.2339505	559.803899377	245.360313596	126.592039709	990.700116641	96.50637385	487.439641599	943.02962053
73	33591.7231031	559.845381262	253.892517831	126.514727895	1000.51721692	102.204399	490.045291553	952.054303785
74	33592.4543071	559.857570398	263.680901018	125.926745163	1010.84830679	108.486742308	491.637271176	961.63264888
75	33591.3061656	559.838439466	274.475285771	124.73137625	1021.55385885	115.214429491	492.107969367	971.820322278
76	33593.782797	559.879715696	284.72347232	120.868302247	1031.87477599	122.837361198	491.473670517	982.583723205
77	33594.3839076	559.889729221	295.689833142	116.35238144	1042.26582228	131.031073433	489.207245349	993.842001597
78	33593.3791472	559.872982575	307.089928118	111.254436044	1052.76865737	139.666150819	485.272326673	1005.64188393
79	33595.8365281	559.913943629	317.598737018	103.95532133	1062.81870661	148.910128547	479.95460035	1017.81086693
80	33596.3186605	559.921981395	328.416204085	96.3529523649	1072.62844995	158.148670704	473.04328862	1029.99352347
81	33595.4527423	559.907545419	339.213515291	88.3957810015	1082.16388081	167.152729789	464.737041161	1042.1495595
82	33597.8847183	559.948074778	348.777991394	78.8358926076	1090.98518096	176.060685177	455.533064376	1054.28744675
83	33598.2583117	559.954304278	358.277011288	69.6944022357	1099.29544016	184.412061274	445.398215665	1066.18527484
84	33597.5267988	559.942116895	367.382851268	60.9134642829	1107.20481568	192.25615538	434.550479929	1077.74654195
85	33599.9277465	559.982131125	374.962995429	51.5406467552	1114.57254104	199.737090307	423.531992107	1088.97294367
86	33600.2026463	559.986707866	382.127100314	43.599536591	1121.648561	206.221857453	412.550491233	1099.79344568
87	33599.6011654	559.976683156	388.665394334	36.7324341497	1128.47845863	211.81191759	401.979070948	1110.19018945
88	33601.9659566	560.0161012	393.779785477	29.8942671671	1134.94147865	216.870331373	392.322041964	1120.08871856
89	33602.1514807	560.019194925	398.623010076	25.0444175938	1141.21284891	220.913967468	383.785982096	1129.41196466
90	33601.6756927	560.011260775	402.810843218	21.7422138732	1147.30658525	224.120070051	376.704510835	1138.27171559
91	33603.9996639	560.04999053	405.455406707	18.9176259222	1153.32113655	226.89336667	371.353344839	1146.6534231
92	33604.104656	560.051743832	407.659855839	18.4239092988	1159.56522447	228.754255841	367.666968835	1154.40598875
93	33603.7502331	560.045840954	409.122136905	19.8764035776	1165.85265953	229.882006542	365.717961889	1161.59352367
94	33606.0291607	560.083820935	409.111232148	22.2665131385	1172.07504305	230.720784067	365.484850746	1168.24224778
95	33606.062033	560.084364022	408.725713578	27.0370880535	1178.58266163	230.840034193	366.628526677	1174.23407797
96	33605.8246412	560.080408079	407.651789433	33.4783587797	1185.17707811	230.448141241	368.982382826	1179.62436185
97	33608.0547201	560.117580992	405.187592101	40.6505921146	1191.41406862	230.013940205	372.37341025	1184.43234105
98	33608.0234875	560.11706151	402.408826757	49.7679730756	1197.4152234	229.085468052	376.468085425	1188.55956066
99	33607.8987746	560.114978335	399.149018058	59.6990103115	1203.26743255	227.798892329	381.116296436	1192.15066616
100	33610.0765996	560.151272845	394.83523134	69.407886687	1208.80228851	226.624629185	386.155322002	1195.33901803
101	33609.9889073	560.149815175	390.322847906	80.1389867149	1213.93761769	225.1461988	391.389603533	1197.97607925
102	33609.9724936	560.149545392	385.353137599	90.8307679769	1218.60404306	223.46300271	396.748020877	1200.04501866
103	33612.0950438	560.184918537	379.609274095	100.523189939	1222.91766995	222.087232972	402.032397994	1201.69367547
104	33611.9581885	560.182633042	374.040460269	110.407616345	1227.06494313	220.689808498	407.211738741	1202.87854946
105	33612.0456626	560.184092136	368.280808813	119.619808019	1230.89831986	219.273347249	412.382757464	1203.53405087
106	33614.1102865	560.218507462	362.019987056	127.582099682	1234.35825749	218.289427108	417.109879183	1203.82913763
107	33613.9312341	560.215523702	356.357794953	135.495420118	1237.6572293	217.503970461	421.175902226	1203.95626554
108	33614.1181495	560.218634133	350.997946971	142.519191697	1240.78993259	216.767943618	425.012730785	1203.9147036
109	33616.1225521	560.252038834	345.220526977	148.459344249	1243.56664084	216.26406511	428.497603103	1203.67476919
110	33615.9079512	560.248466394	339.674891409	154.638864017	1245.90114733	215.849753403	431.271212431	1203.35822084
111	33616.1898268	560.253167646	334.633445498	159.929069342	1247.9889634	215.516402996	433.635732446	1203.0511798
112	33618.1320577	560.285534966	330.251889954	163.884534994	1250.13763549	215.316602988	435.6162999	1202.69382876
113	33617.8882497	560.281467208	326.811419888	167.794718887	1252.06647001	215.090889136	436.888766919	1202.30199912
114	33618.2605717	560.287674356	323.660477184	170.740412805	1253.32338502	215.009723035	437.588539847	1201.944019
115	33620.1390133	560.318986564	320.875430671	172.45573167	1254.25385903	215.181616766	437.731140255	1201.59655041
116	33619.8720408	560.314536846	319.108536997	174.147489359	1255.16749901	215.419199891	437.167628065	1201.30274611
117	33620.3302664	560.322168991	317.783355083	174.88273584	1255.79143486	215.91078676	436.15188821	1201.14132535
118	33622.1436232	560.352390193	316.84890925	174.482387542	1256.25177733	216.752182148	434.758131728	1201.0516207
119	33621.8592364	560.347654957	316.820697968	174.091000535	1256.81081957	217.689365606	432.868374873	1200.97912211
120	33622.3987987	560.356650486	317.107691829	172.81339842	1257.29514918	218.8462236	430.661926444	1200.92463683
121	33624.1460866	560.385768303	317.769803572	170.587060362	1257.78893691	220.347638831	428.12191764	1200.87092706
122	33623.8497472	560.380825371	319.340557877	168.444070026	1258.40140372	222.04563603	425.13265249	1200.8690294
123	33624.4660622	560.391099631	321.127053192	165.443429603	1258.86295497	224.015281088	421.908867375	1200.92758974
124	33626.1465977	560.419113247	323.04247604	161.671601074	1259.27922585	226.183698279	418.49582449	1200.96685807
125	33625.8434831	560.414060536	325.475995456	158.17458238	1259.81875043	228.363846271	414.847011238	1201.04353103
126	33626.5319564	560.425530102	327.766254687	153.970059574	1260.20471468	230.737992784	411.122854792	1201.20245257
127	33628.1453463	560.45241914	329.973364385	149.164237556	1260.54178068	233.242979581	407.274232412	1201.34125312
