	RHX	RHY	RHZ	LHX	LHY	LHZ
0	16.5131959127	-410.983808338	981.523024585	591.421036431	425.178257395	999.060477063
1	13.8540698504	-413.741268751	984.997578522	595.251361134	426.19383492	1002.7449146
2	11.2121049908	-416.49674057	988.486147829	599.130280227	426.988555952	1006.41003448
3	8.58730133365	-419.250223795	991.988732505	603.05779371	427.562420492	1010.05583669
4	5.97500776179	-421.998938033	995.504014519	607.033901584	427.915428541	1013.68232124
5	3.30462330137	-424.70067871	999.011986997	611.058603849	428.047580097	1017.28948813
6	0.552313513051	-427.34119783	1002.50589575	615.131840906	427.958320875	1020.87680309
7	-2.2860764295	-429.915988405	1005.98390988	619.245109797	427.568569551	1024.3680418
8	-5.25685996753	-432.374811485	1009.42562063	623.392367633	426.822124583	1027.70903312
9	-8.37292518474	-434.703686598	1012.82534865	627.573614417	425.71898597	1030.89977705
10	-11.6342720811	-436.902613742	1016.18309396	631.788850147	424.259153711	1033.9402736
11	-15.0857786553	-439.0094252	1019.40878636	636.025883341	422.449907662	1036.81661856
12	-18.9008731902	-441.242382593	1022.0925426	640.225984152	420.326316965	1039.46183147
13	-22.37115265	-443.986034905	1024.70481473	644.381429009	417.892993568	1041.86710373
14	-24.2203006112	-447.774042563	1027.66799285	648.492217914	415.149937469	1044.03243534
15	-24.1566653328	-451.932069571	1030.71148223	652.576372474	412.17837087	1045.96940112
16	-22.9542623842	-455.812345964	1033.87541641	656.660380034	409.097670479	1047.69501325
17	-20.8778943992	-459.575910214	1036.76302627	660.729677978	405.887114169	1049.19296559
18	-18.1146878979	-462.955837195	1039.48968658	664.704739624	402.430427793	1050.37652343
19	-14.8198354703	-466.029688014	1042.05591524	668.643004497	398.953057056	1051.6170696
20	-11.2932683734	-468.951558063	1044.46116503	672.606239496	395.615330136	1053.12356097
21	-7.56006036041	-471.730982875	1046.71624686	676.626788448	392.36575787	1054.68020579
22	-3.68608584778	-474.389096951	1048.8622723	680.702378083	389.364368151	1056.59444539
23	0.322258755032	-476.927952451	1050.90323327	684.627171639	385.942068373	1058.01264599
24	4.46496337955	-479.347553147	1052.83914082	688.435189061	382.360025459	1059.35961868
25	8.69360447107	-481.666037443	1054.72308408	692.138477872	378.681735462	1060.73127612
26	12.9624818608	-483.900523622	1056.60516641	695.737038073	374.907198383	1062.12761832
27	17.3055957976	-486.014701587	1058.44069696	699.238884586	371.043407588	1063.54132192
28	21.7701751288	-487.958133942	1060.16759682	702.682380496	367.123836525	1064.937334
29	26.3339032935	-489.754362074	1061.81355963	706.072533267	363.152854421	1066.31107915
30	30.9069010228	-491.498214115	1063.4902103	709.409178357	359.130317895	1067.66250439
31	35.4798840157	-493.199485571	1065.20907938	712.676337621	355.042303503	1068.98646472
32	40.0779845076	-494.833134248	1066.92038518	715.86346629	350.879622474	1070.27956468
33	44.7386390935	-496.361857676	1068.54997364	718.969129084	346.640863538	1071.53132724
34	49.4622028582	-497.785302041	1070.09714143	721.987019557	342.319825738	1072.69571761
35	54.24077829	-499.10872569	1071.57579838	724.916395378	337.915779163	1073.76731704
36	59.0414543856	-500.354041529	1073.04391046	727.776727628	333.456759406	1074.80447529
37	63.8606096218	-501.523660854	1074.50785624	730.61248427	329.006794038	1075.94045135
38	68.6982439986	-502.617583663	1075.96763572	733.425401976	324.568383617	1077.18044955
39	73.5543575161	-503.635809957	1077.42324889	736.192414858	320.111630519	1078.46318103
40	78.4289501741	-504.578339735	1078.87469577	738.882201562	315.595936516	1079.70542117
41	83.317485561	-505.448946499	1080.32880766	741.494585247	311.02107239	1080.90670006
42	88.208552465	-506.257122377	1081.80276855	744.027938584	306.392484914	1082.07639179
43	93.1015999161	-507.003325681	1083.29740813	746.478732391	301.721986496	1083.2348259
44	97.9966279144	-507.687556409	1084.81272641	748.846844962	297.009984502	1084.38270347
45	102.893930492	-508.310993537	1086.34725346	751.132276294	292.25647893	1085.52002449
46	107.796893821	-508.887214497	1087.8840611	753.33502639	287.461469781	1086.64678899
47	112.706481209	-509.420081846	1089.41833356	755.455095248	282.624957054	1087.76299694
48	117.622692659	-509.909595584	1090.95007083	757.492482869	277.746940751	1088.86864835
49	122.545528168	-510.355755711	1092.47927292	759.447436097	272.827816296	1089.9638832
50	127.477130345	-510.742827064	1093.99581138	761.327133868	267.879083751	1091.05277217
51	132.422370889	-511.0350322	1095.47665692	763.134890344	262.906052134	1092.1371945
52	137.381438111	-511.230988183	1096.92091938	764.870705525	257.908721444	1093.2171502
53	142.354332009	-511.330695015	1098.32859874	766.534579411	252.887091682	1094.29263925
54	147.34096333	-511.334471873	1099.69995467	768.126512002	247.841162847	1095.36366167
55	152.32857917	-511.287923215	1101.07208534	769.646503298	242.77093494	1096.43021745
56	157.308113994	-511.22346745	1102.4713624	771.092508786	237.676200082	1097.49193715
57	162.280336526	-511.131718498	1103.89313116	772.438997613	232.554362398	1098.54420739
58	167.247595158	-510.98400256	1105.32317187	773.678311373	227.404643209	1099.58564429
59	172.210053029	-510.778327699	1106.76049671	774.810450068	222.227042518	1100.61624785
60	177.167710141	-510.514693914	1108.20510567	775.835413695	217.021560323	1101.63601809
61	182.120566492	-510.193101206	1109.65699875	776.76570635	211.793523332	1102.65349183
62	187.069041777	-509.808320136	1111.10920552	777.704166637	206.586740493	1103.7388794
63	192.013982141	-509.349807593	1112.54767286	778.67359282	201.410923799	1104.9077457
64	196.955411692	-508.817263195	1113.97200036	779.618254844	196.239075608	1106.10793593
65	201.89333043	-508.210686942	1115.38218804	780.45769355	191.032218615	1107.2641526
66	206.827738355	-507.530078834	1116.77823588	781.193967687	185.792798738	1108.37729289
67	211.758987722	-506.788624352	1118.15860485	781.844319336	180.538388652	1109.45694014
68	216.687657765	-506.008005163	1119.52076418	782.411793431	175.272091674	1110.50478674
69	221.613756955	-505.188538368	1120.86467685	782.896389972	169.993907803	1111.52083269
70	226.537285292	-504.330223966	1122.19034288	783.298108959	164.70383704	1112.50507801
