	RHX	RHY	RHZ	LHX	LHY	LHZ
0	302.24147549	-155.334124187	1242.7586886	266.579495709	316.30431385	1216.74240693
1	301.838160775	-155.446132147	1244.91127703	266.114925672	316.714386471	1218.93686917
2	301.403174204	-155.556263097	1247.055478	265.627265095	317.118323115	1221.12509884
3	300.936515775	-155.664517037	1249.19129152	265.11651398	317.516123782	1223.30709593
4	300.43818549	-155.770893968	1251.3187176	264.582672324	317.907788472	1225.48286045
5	299.908183348	-155.87539389	1253.43775623	264.025740129	318.293317185	1227.6523924
6	299.346509349	-155.978016802	1255.5484074	263.445717395	318.67270992	1229.81569177
7	298.753163493	-156.078762705	1257.65067113	262.842604122	319.045966679	1231.97275858
8	298.12814578	-156.177631599	1259.74454741	262.216400308	319.413087461	1234.12359281
9	297.47145621	-156.274623483	1261.83003624	261.567105956	319.774072266	1236.26819446
10	296.783094784	-156.369738357	1263.90713763	260.894721064	320.128921094	1238.40656355
11	296.067227808	-156.460194928	1265.97681598	260.199245632	320.477633944	1240.53870006
12	295.348195282	-156.529744587	1268.0447056	259.480679661	320.820210818	1242.664604
13	294.629946172	-156.575751132	1270.11172058	258.739023151	321.156651715	1244.78427536
14	293.912480476	-156.598214562	1272.17786093	257.974276101	321.486956635	1246.89771415
15	293.195798196	-156.597134877	1274.24312665	257.186438512	321.811125577	1249.00492038
16	292.479899332	-156.572512078	1276.30751774	256.375510383	322.129158543	1251.10589402
17	291.764783882	-156.524346164	1278.37103419	255.541491715	322.441055532	1253.2006351
18	291.033030358	-156.479626214	1280.42821334	254.690555154	322.744115628	1255.29059504
19	290.259082209	-156.477944006	1282.47104168	253.832497151	323.034052279	1257.37807741
20	289.442719756	-156.519638765	1284.49945022	252.967441728	323.310811217	1259.46311136
21	288.599614796	-156.576868821	1286.51800502	252.095388884	323.574392442	1261.54569689
22	287.744372998	-156.623686524	1288.53096155	251.216338619	323.824795955	1263.625834
23	286.876994361	-156.660091876	1290.53831978	250.330290932	324.062021755	1265.7035227
24	285.997478887	-156.686084875	1292.54007974	249.437245825	324.286069843	1267.77876298
25	285.105826574	-156.701665523	1294.53624141	248.537203297	324.496940218	1269.85155484
26	284.202037423	-156.706833819	1296.5268048	247.6132027	324.708403871	1271.9132773
27	283.286111434	-156.701589763	1298.5117699	246.646592493	324.935604692	1273.95444989
28	282.358048607	-156.685933354	1300.49113672	245.637362268	325.178551132	1275.97506733
29	281.417848941	-156.659864594	1302.46490526	244.585512025	325.437243189	1277.97512961
30	280.465512438	-156.623383483	1304.43307551	243.491041765	325.711680865	1279.95463674
31	279.501039096	-156.576490019	1306.39564748	242.382016209	325.989499986	1281.92678556
32	278.524428916	-156.519184203	1308.35262116	241.310572229	326.247731168	1283.91609231
33	277.535681898	-156.451466035	1310.30399656	240.277878083	326.485859725	1285.92310635
34	276.534798064	-156.373337131	1312.2497735	239.283933769	326.703885656	1287.94782768
35	275.521831249	-156.28876207	1314.1895003	238.328739289	326.901808963	1289.99025629
36	274.496831095	-156.20139649	1316.12276049	237.39148934	327.088996328	1292.04139615
37	273.459797601	-156.111240391	1318.04955408	236.431918565	327.28357548	1294.08383683
38	272.410730768	-156.018293772	1319.96988107	235.445032866	327.486006707	1296.1142759
39	271.349630595	-155.922556634	1321.88374145	234.416059233	327.696291783	1298.12207521
40	270.276497083	-155.824028976	1323.79113522	233.343605257	327.914430875	1300.10623207
41	269.19133023	-155.722710799	1325.69206239	232.227670938	328.140423983	1302.06674649
42	268.10992859	-155.60081927	1327.59076915	231.068256275	328.374271108	1304.00361847
43	267.049520682	-155.438961984	1329.49188602	229.86536127	328.615972248	1305.916848
44	266.010114507	-155.237129937	1331.39541515	228.618987719	328.865526017	1307.80643608
45	264.991710063	-154.995323129	1333.30135654	227.350592806	329.106373564	1309.68414962
46	263.98723662	-154.718135769	1335.20781794	226.080860464	329.322552764	1311.5613315
47	262.970939723	-154.422301818	1337.10790703	224.809790694	329.514063617	1313.43798172
48	261.926681569	-154.130019176	1338.99469486	223.537383496	329.680906123	1315.31410029
49	260.828246242	-153.88060167	1340.85620033	222.26363887	329.823080283	1317.18968721
50	259.675001979	-153.674996697	1342.69213471	220.988388796	329.940786061	1319.06460601
51	258.466948781	-153.513204258	1344.502498	219.680224711	330.071403711	1320.91334879
52	257.204086649	-153.395224353	1346.28729021	218.315824261	330.242689854	1322.71697469
53	255.886776337	-153.320599023	1348.0466011	216.895187447	330.454644488	1324.47548371
