	RHX	RHY	RHZ	LHX	LHY	LHZ
0	335.853220353	-263.29240959	1733.99463545	381.749030467	102.814253855	1733.32951713
1	335.905742812	-263.432624829	1736.70086463	381.942881094	102.242545704	1735.86219197
2	335.981876699	-263.556140763	1739.40538872	382.130339611	101.678942692	1738.39700532
3	336.081622014	-263.662957391	1742.10820772	382.311406019	101.123444817	1740.93395718
4	336.204978756	-263.753074714	1744.80932162	382.486080317	100.576052081	1743.47304756
5	336.351946927	-263.826492731	1747.50873043	382.654362505	100.036764482	1746.01427645
6	336.522526525	-263.883211441	1750.20643415	382.816252583	99.5055820215	1748.55764386
7	336.716717551	-263.923230847	1752.90243278	382.971750551	98.9825046989	1751.10314977
8	336.934520004	-263.946550946	1755.59672631	383.120856409	98.4675325143	1753.6507942
9	337.175933886	-263.95317174	1758.28931475	383.263570158	97.9606654676	1756.20057715
10	337.440959195	-263.943093228	1760.9801981	383.399891797	97.4619035588	1758.75249861
11	337.729595932	-263.91631541	1763.66937636	383.529821325	96.9712467881	1761.30655858
12	338.041844096	-263.872838286	1766.35684952	383.653358744	96.4886951553	1763.86275706
13	338.377703689	-263.812661857	1769.04261759	383.770504054	96.0142486604	1766.42109406
14	338.737174709	-263.735786122	1771.72668057	383.881301541	95.5477843966	1768.9815395
15	339.117430477	-263.643144018	1774.40924184	383.990098035	95.0772389753	1771.54114231
16	339.48155474	-263.546919627	1777.0929577	384.099768724	94.5946331387	1774.09795052
17	339.818155994	-263.450872676	1779.77864781	384.210313607	94.0999668867	1776.65196411
18	340.127234239	-263.355003166	1782.46631218	384.321732683	93.5932402194	1779.2031831
19	340.408789475	-263.259311097	1785.1559508	384.434025953	93.0744531367	1781.75160748
20	340.662821702	-263.163796468	1787.84756367	384.547193417	92.5436056388	1784.29723725
21	340.88933092	-263.06845928	1790.54115079	384.661235075	92.0006977255	1786.84007242
22	341.08831713	-262.973299532	1793.23671216	384.776150927	91.4457293969	1789.38011298
23	341.25978033	-262.878317225	1795.93424779	384.891940972	90.878700653	1791.91735893
24	341.403720522	-262.783512358	1798.63375767	385.008605211	90.2996114938	1794.45181027
25	341.520137705	-262.688884932	1801.3352418	385.126143644	89.7084619192	1796.98346701
26	341.609031878	-262.594434946	1804.03870019	385.244556271	89.1052519293	1799.51232914
27	341.670403043	-262.500162401	1806.74413282	385.38875536	88.4868946457	1802.03527322
28	341.7203121	-262.409013901	1809.45043153	385.599144614	87.8483836469	1804.54723353
29	341.78522344	-262.32584472	1812.15577032	385.87628341	87.1896496202	1807.04813994
30	341.865527243	-262.250726442	1814.86012224	386.22017175	86.5106925658	1809.53799245
31	341.961223511	-262.183659069	1817.56348732	386.630809632	85.8115124836	1812.01679106
32	342.072312241	-262.124642599	1820.26586555	387.092036621	85.0932223767	1814.4863482
33	342.198793436	-262.073677032	1822.96725692	387.495559781	84.3632806054	1816.95880929
34	342.340667094	-262.030762369	1825.66766144	387.821300263	83.6230700422	1819.43642621
35	342.497933216	-261.99589861	1828.36707911	388.069258065	82.872590687	1821.91919896
36	342.670591802	-261.969085754	1831.06550993	388.239433188	82.1118425399	1824.40712756
37	342.858642851	-261.950323802	1833.7629539	388.358380511	81.348308206	1826.89928667
38	343.054676956	-261.939990849	1836.46004334	388.50670822	80.6047013734	1829.39286748
39	343.239337287	-261.939074654	1839.15843022	388.689955771	79.8825829444	1831.88767695
40	343.411614616	-261.947626718	1841.85820067	388.908123164	79.181952919	1834.38371508
41	343.571508944	-261.965647041	1844.55935467	389.161210399	78.5028112972	1836.88098188
42	343.719020271	-261.993135622	1847.26189224	389.449217478	77.8451580789	1839.37947734
43	343.854148597	-262.030092462	1849.96581337	389.772144398	77.2089932642	1841.87920147
44	343.976893922	-262.07651756	1852.67111806	390.129991161	76.5943168532	1844.38015426
45	344.087827244	-262.133078541	1855.37761691	390.539909128	76.0302059747	1846.88490313
46	344.197359417	-262.211948003	1858.08185658	391.049425948	75.5972354317	1849.40056252
47	344.30937387	-262.317666538	1860.78254891	391.661317563	75.300111348	1851.92754798
48	344.423870604	-262.450234146	1863.47969389	392.371273061	75.1400652533	1854.46499019
49	344.540849618	-262.609650828	1866.17329154	393.0810951	75.1451498927	1856.9930871
50	344.660310913	-262.795916583	1868.86334185	393.749960806	75.3270274318	1859.50360657
51	344.742578417	-262.988464585	1871.5554768	394.377870179	75.6856978706	1861.99654858
52	344.744400263	-263.164874432	1874.25583594	394.976879325	76.16017796	1864.47883382
53	344.665756536	-263.325135797	1876.96442211	395.568822558	76.6400234499	1866.96299602
54	344.500875115	-263.46842413	1879.67895611	396.154150879	77.1229530523	1869.44929407
55	344.101056363	-263.573497558	1882.34072195	396.732864287	77.6089667675	1871.93772798
56	343.401019167	-263.631030619	1884.92394253	397.304962782	78.0980645953	1874.42829774
57	341.869640121	-263.728735692	1886.95249405	397.870446364	78.5902465357	1876.92100336
58	338.886608567	-263.995968842	1887.84631581	398.429315033	79.0855125888	1879.41584483
59	337.881527437	-264.255020695	1890.48205681	398.98266281	79.5823259248	1881.91258237
60	339.713117341	-262.874938248	1889.96961458	399.534608038	80.074901278	1884.41031335
61	341.629466229	-261.015786367	1889.72793956	400.085545679	80.5626838227	1886.9089512
62	341.374940683	-259.331583213	1888.29203476	400.635475734	81.0456735591	1889.40849593
63	341.992958341	-258.265935828	1887.64256852	401.184398203	81.523870487	1891.90894752
