	RHX	RHY	RHZ	LHX	LHY	LHZ
0	-345.592984015	-236.03869044	842.053602442	-391.018125972	321.514406072	813.682515097
1	-342.681920674	-234.515137083	844.288558403	-389.316170872	321.02733661	814.725189428
2	-339.824630007	-232.965877329	846.561650493	-387.641554707	320.504547239	815.788414433
3	-337.021112012	-231.390911178	848.872878712	-385.994277476	319.94603796	816.872190111
4	-334.271366691	-229.790238631	851.222243059	-384.374339179	319.351808771	817.976516462
5	-331.575394042	-228.163859687	853.609743535	-382.781739816	318.721859674	819.101393487
6	-328.933194067	-226.511774347	856.035380138	-381.216479387	318.056190667	820.246821185
7	-326.344766765	-224.83398261	858.499152871	-379.678557892	317.354801752	821.412799557
8	-323.810112135	-223.130484476	861.001061732	-378.167975332	316.617692927	822.599328602
9	-321.329230179	-221.401279946	863.541106721	-376.683003938	315.848599797	823.805456735
10	-318.902120896	-219.646369019	866.119287839	-375.210630036	315.075659226	825.02401654
11	-316.528784286	-217.865751696	868.735605085	-373.74817418	314.304664437	826.253532287
12	-314.209220349	-216.059427976	871.39005846	-372.295636371	313.535615429	827.494003975
13	-311.927856676	-214.237154513	874.069925036	-370.853016609	312.768512203	828.745431604
14	-309.668479237	-212.409089959	876.761957668	-369.420314894	312.003354759	830.007815175
15	-307.431086386	-210.575235345	879.466155014	-367.997531226	311.240143097	831.281154686
16	-305.215678125	-208.735590669	882.182517074	-366.584665605	310.478877217	832.565450139
17	-303.022254452	-206.890155933	884.911043847	-365.18171803	309.719557119	833.860701533
18	-300.850815369	-205.038931137	887.651735334	-363.788688503	308.962182803	835.166908869
19	-298.701360874	-203.181916279	890.404591535	-362.405577022	308.206754268	836.484072145
20	-296.573890969	-201.319111361	893.169612449	-361.032383588	307.453271516	837.812191363
21	-294.468405653	-199.450516382	895.946798077	-359.669108201	306.701734545	839.151266522
22	-292.384904926	-197.576131342	898.736148419	-358.315750861	305.952143356	840.501297623
23	-290.323388788	-195.695956242	901.537663474	-356.972311568	305.204497949	841.862284664
24	-288.283857238	-193.809991081	904.351343243	-355.638790322	304.458798324	843.234227647
25	-286.266310278	-191.918235859	907.177187725	-354.315139364	303.71502357	844.617065537
26	-284.270747907	-190.020690576	910.015196921	-352.997443299	302.971459346	846.00579447
27	-282.297170125	-188.117355233	912.865370831	-351.683213489	302.227016012	847.397233978
28	-280.345576932	-186.208229829	915.727709454	-350.372449933	301.481693567	848.791384061
29	-278.415968329	-184.293314364	918.602212791	-349.065152632	300.735492011	850.188244718
30	-276.508344314	-182.372608838	921.488880842	-347.761321585	299.988411345	851.587815949
31	-274.622704888	-180.446113252	924.387713606	-346.460956793	299.240451569	852.990097755
32	-272.760568894	-178.513222665	927.298428299	-345.164058255	298.491612682	854.395090135
33	-270.927504321	-176.571719405	930.21998825	-343.870625972	297.741894685	855.802793089
34	-269.12402537	-174.621398668	933.152297722	-342.580659944	296.991297577	857.213206618
35	-267.350132043	-172.662260456	936.095356714	-341.29416017	296.239821359	858.626330721
36	-265.605824338	-170.694304769	939.049165227	-340.011126651	295.48746603	860.042165399
37	-263.891102256	-168.717531606	942.013723262	-338.731559387	294.73423159	861.460710651
38	-262.205965797	-166.731940968	944.989030817	-337.455458377	293.980118041	862.881966477
39	-260.550414961	-164.737532854	947.975087894	-336.182823621	293.22512538	864.305932878
40	-258.924449747	-162.734307265	950.971894491	-334.913655121	292.46925361	865.732609853
41	-257.328070157	-160.7222642	953.97945061	-333.647952875	291.712502728	867.161997403
42	-255.761276189	-158.70140366	956.997756249	-332.385716883	290.954872737	868.594095527
43	-254.224067844	-156.671725644	960.026811409	-331.126947146	290.196363634	870.028904225
44	-252.716568239	-154.633272889	963.066646547	-329.871643664	289.436975422	871.466423498
45	-251.245626559	-152.58842289	966.118955987	-328.619806436	288.676708098	872.906653345
46	-249.815182915	-150.53854334	969.184714419	-327.371435463	287.915561665	874.349593767
47	-248.425237305	-148.48363424	972.263921843	-326.126530745	287.15353612	875.795244763
48	-247.07578973	-146.423695588	975.356578259	-324.885092281	286.390631466	877.243606333
49	-245.766840191	-144.358727386	978.462683667	-323.647120071	285.626847701	878.694678478
50	-244.498388686	-142.288729633	981.582238066	-322.412614117	284.862184825	880.148461197
51	-243.270435216	-140.213702329	984.715241457	-321.181574417	284.096642839	881.60495449
52	-242.082979781	-138.133645475	987.86169384	-319.954000971	283.330221742	883.064158358
53	-240.936022381	-136.04855907	991.021595215	-318.72989378	282.562921535	884.526072801
54	-239.829563016	-133.958443114	994.194945582	-317.509252844	281.794742218	885.990697817
55	-238.763601686	-131.863297607	997.381744941	-316.292078162	281.025683789	887.458033408
56	-237.738138391	-129.763122549	1000.58199329	-315.078369735	280.255746251	888.928079574
57	-236.755102831	-127.655298853	1003.79207285	-313.868127562	279.484929602	890.400836314
58	-235.81944736	-125.533104929	1007.00269899	-312.661351645	278.713233842	891.876303628
59	-234.931421123	-123.396202626	1010.21340461	-311.458041981	277.940658972	893.354481517
