	RHX	RHY	RHZ	LHX	LHY	LHZ
0	185.829412925	52.6500191553	958.388342376	142.28839163	304.960637226	922.835378327
1	191.005136706	51.9478987542	961.900728662	142.343090623	308.44186568	925.321668416
2	196.567166279	51.6450933352	964.475130415	142.657829777	311.96924166	927.549193949
3	202.515501645	51.7416028984	966.111547636	143.232609092	315.542765166	929.517954927
4	208.796368306	52.1993767669	966.847106724	144.067428568	319.162436199	931.227951348
5	215.03263696	52.7515593377	966.942181183	145.162288205	322.828254759	932.679183213
6	221.164329479	53.3570454924	966.504413731	146.517188003	326.540220845	933.871650522
7	227.268747012	54.0785186162	965.876541725	148.132127961	330.298334458	934.805353276
8	233.358731126	54.9263919143	965.115502014	149.966394744	334.052509743	935.48627915
9	239.434281819	55.9006653869	964.221294599	151.937291497	337.701012403	935.926590303
10	245.495223868	57.0025896579	963.199222512	154.042413479	341.24088411	936.126640397
11	251.532000196	58.3003766137	962.338525232	156.281760692	344.672124862	936.086429433
12	257.539017636	59.8328191849	961.804519391	158.641670518	348.021272354	935.864376435
13	263.491105771	61.5548499581	961.570090618	161.024494457	351.477994949	935.878009808
14	269.377536667	63.4186385829	961.609897802	163.399554928	355.016917068	936.235866459
15	275.3909859	65.0918399408	961.805289643	165.71983725	358.381328553	937.046253079
16	281.432996093	66.4940750072	962.556494336	167.980282848	361.543608512	938.320822996
17	286.997106308	67.7840274474	965.065009778	170.180891723	364.503756944	940.05957621
18	291.948740283	68.8403114667	968.641478691	172.321663874	367.26177385	942.262512719
19	296.251911408	69.6180863611	973.025206771	174.381705744	369.848049413	944.855550161
20	300.05498537	70.1443309861	977.983069106	176.29180227	372.363258615	947.593272422
21	303.684596396	70.4913804456	983.012524148	178.046465241	374.815384191	950.456219938
22	307.252730497	70.8425354608	988.072270129	179.645694659	377.204426138	953.444392709
23	310.789926484	71.2524852231	993.15493056	181.089490523	379.530384458	956.557790735
24	314.296184356	71.7212297326	998.260505441	182.421113475	381.842465547	959.735516789
25	317.771504114	72.2487689891	1003.38899477	183.729716297	384.24207537	962.852072105
26	321.217055836	72.8469471133	1008.53520701	185.017994752	386.732280197	965.903661905
27	324.638012511	73.5681277115	1013.67619002	186.285948841	389.313080028	968.89028619
28	328.034987744	74.4185219808	1018.80922129	187.541348534	391.964554009	971.825972965
29	331.407981534	75.3981299213	1023.93430082	188.823702889	394.585407791	974.7820524
