	RHX	RHY	RHZ	LHX	LHY	LHZ
0	281.820211116	-123.686355543	1622.61027353	465.619710176	65.9028365305	1497.64905187
1	280.151523546	-127.474530613	1625.4491047	469.701385438	63.4971038063	1495.42610739
2	278.4460346	-131.429999703	1627.9683239	471.819368448	58.9766435918	1497.099111
3	276.70423838	-135.552557179	1630.16862857	471.660163466	53.6464282936	1496.96648207
4	275.214299034	-139.722277168	1632.45677278	470.609822628	48.5783076229	1498.32887821
5	274.21998704	-143.837709202	1635.17684731	468.980541394	43.8532814722	1500.2103416
6	273.856055322	-147.80747703	1638.30711266	467.299963231	39.1390532714	1502.08819532
7	274.842810342	-151.143139268	1641.7313627	465.641472866	34.3880573715	1503.892987
8	277.091569087	-153.621840306	1645.44165118	464.003099672	29.6035143476	1505.63049654
9	280.081060641	-154.793407851	1649.42821636	462.328315818	24.8778071028	1507.46652194
10	282.438448101	-152.597912235	1653.02259591	460.597827916	20.2431062768	1509.46223043
11	283.294275825	-148.175097719	1654.6896788	458.874116374	15.603302801	1511.47733338
12	282.574951315	-143.178225251	1653.84338441	457.140435399	10.9452610122	1513.46299853
13	281.271463007	-138.407345941	1652.6588615	455.201648827	6.33277758934	1515.33211085
14	279.537460676	-133.986505306	1651.47336033	453.024817646	1.77662142089	1517.0699653
15	277.672122691	-129.567301575	1650.22302248	450.618748699	-2.72414850625	1518.68255305
16	275.997199254	-124.904424299	1648.79640679	448.203448649	-7.19303995695	1520.31954079
17	274.500281045	-120.680842265	1646.95243209	445.874888008	-11.6406724514	1522.04875135
18	272.444703925	-116.672721662	1644.46574943	445.85065321	-14.3612279148	1525.13344537
19	270.464175084	-114.731814576	1640.50430163	449.184495799	-10.900221551	1525.46400067
20	268.823782528	-117.61359853	1637.16455131	453.303250796	-6.69304842946	1525.05990907
21	267.317629279	-122.100547873	1635.24421998	456.243526319	-2.52561115896	1524.33307131
22	266.14079576	-126.736402099	1633.78233216	458.449036961	1.68303084482	1523.43273548
23	265.655171983	-131.54370369	1632.94926815	462.217065044	6.27977180582	1523.03221439
24	265.857836457	-136.521566613	1632.74233375	465.945978964	10.7788932303	1522.79186043
25	266.365091923	-141.553622838	1632.80768657	468.375044173	14.8030146348	1522.44168043
26	266.908234999	-146.558379777	1632.8975306	470.70722753	18.8742209906	1522.17662877
27	267.487265683	-151.53583743	1633.01186582	474.157118605	23.5196414994	1522.19354339
28	268.102183231	-156.485995927	1633.15069217	478.097169161	28.4537347582	1522.47505417
29	268.614865428	-161.433063667	1633.30032492	480.941085457	32.9547199063	1522.97725112
30	268.888468672	-166.401024949	1633.447206	482.648967712	37.0123073295	1523.69120713
31	268.922992964	-171.389879772	1633.59133543	484.418601081	41.4229544308	1524.39998601
32	268.718438303	-176.399628138	1633.7327132	486.82380784	46.5682196201	1524.99966027
33	268.288327978	-181.414600438	1633.91724178	489.757295524	52.1638338317	1525.53662265
34	267.692777965	-186.365139516	1634.34897454	492.705020406	56.8478493014	1526.23314318
35	266.938967603	-191.242926581	1635.0522805	495.599809947	60.4422938406	1527.11826696
36	266.026896893	-196.047961633	1636.02715966	498.344584757	63.9194237648	1527.99575857
