	RHX	RHY	RHZ	LHX	LHY	LHZ
0	-188.375622346	-43.7757971922	1065.91385502	-231.16762533	340.636255328	1045.55185175
1	-189.737142593	-40.3446882789	1072.44028658	-230.729883242	338.893288036	1050.77419263
2	-190.999942265	-37.0653004822	1079.06654098	-229.92431737	337.387158844	1055.99557864
3	-192.1282574	-34.0317100794	1085.83002599	-228.760697754	335.902321415	1061.20305139
4	-192.983878252	-31.2332763617	1092.72872472	-228.324941622	333.807786467	1066.21183559
5	-192.983468762	-28.660131388	1099.75146393	-228.310742235	331.405537348	1071.1610225
6	-193.254981785	-26.0562802209	1106.63624831	-228.081621354	328.954117204	1076.09707937
7	-195.074412127	-23.0242652596	1112.88552693	-227.900201523	326.46950291	1081.01082897
8	-195.507760683	-20.1988126658	1119.81127877	-227.759220962	324.030403734	1085.96175837
9	-195.965644661	-17.9183626434	1126.9297159	-227.437371785	321.941063958	1091.04198718
10	-196.210242703	-16.2244335359	1134.22887682	-226.742245543	320.472925833	1096.3127557
11	-196.400878529	-15.0162712727	1141.62697428	-225.792699531	319.53286576	1101.6498729
12	-196.780418933	-13.8559774369	1149.02475781	-224.653097048	318.817106121	1107.00730007
13	-197.190379084	-12.8842014697	1156.44675447	-223.519692574	317.810730421	1112.30550161
14	-197.996675363	-11.8473143564	1163.8278626	-222.478704422	316.347601955	1117.51233049
15	-198.951604355	-11.1847941865	1171.22743568	-221.587309151	314.353619279	1122.56755288
16	-199.913904882	-10.7171816133	1178.62677278	-221.032182084	311.586849133	1127.27451176
17	-199.809870782	-11.8120657546	1186.0571004	-220.701419165	308.297932169	1131.71764119
18	-197.228240577	-13.3684737836	1192.61253114	-220.221558797	305.048871399	1136.12351314
19	-196.261724831	-16.9830056149	1199.11164431	-219.221271391	301.980385648	1140.59215901
20	-194.660711652	-21.502122674	1204.88126925	-217.881421963	299.027923118	1145.04533431
21	-189.500464129	-25.1321410127	1207.21573276	-216.241622303	296.173810138	1149.46136434
22	-183.930235189	-21.2945091132	1204.63206702	-214.239218519	293.365066228	1153.75317154
23	-179.872919332	-15.9050816125	1201.37238261	-211.889611482	290.806661719	1158.02624009
24	-177.421926675	-10.0203237249	1197.46810206	-209.172143573	288.745283209	1162.35582041
25	-175.781266855	-8.18771309445	1190.93796702	-205.706178948	287.057461119	1166.25884251
26	-173.888451326	-13.686658223	1186.32474766	-200.807643558	286.694245022	1168.34923204
27	-170.712958184	-20.0890159687	1183.90588461	-200.753342528	284.845881825	1170.05935476
28	-167.977477807	-26.6570616484	1182.41091457	-200.908331239	286.418556955	1173.15814093
29	-162.655965417	-32.6541491745	1181.20108358	-198.849764365	291.134867463	1171.4315386
30	-160.252494874	-39.2895870355	1180.24543724	-196.02390906	295.759484817	1170.28278578
31	-156.566430626	-45.6892998401	1179.3480435	-194.487596929	300.985081602	1169.39648177
32	-150.688639562	-51.6672431244	1178.45129754	-192.314250512	306.02902166	1168.99066212
33	-147.282787574	-58.2159131039	1177.65154914	-190.16893851	311.096799327	1168.82142711
34	-146.09341389	-65.2881316159	1176.90974661	-188.107655253	316.205838549	1168.8685881
35	-143.317657085	-72.1098072486	1175.98186125	-186.130400739	321.356139324	1169.13214509
36	-138.476200502	-78.5820077086	1174.84320031	-184.236038434	326.540358503	1169.61155044
37	-133.773798075	-85.0553219565	1174.07155752	-182.417374662	331.712017759	1170.30333794
38	-130.568517127	-91.7457030758	1174.02283782	-180.673145823	336.86295297	1171.20689873
39	-128.817768504	-98.6474592282	1174.67980733	-179.000342173	341.993095328	1172.31542999
40	-126.78711384	-105.528790945	1175.34061834	-177.367799183	347.10173235	1173.55849161
41	-123.5704703	-112.268604551	1175.63862066	-175.767279188	352.18867571	1174.91746428
42	-119.167837885	-118.866900043	1175.57381431	-174.198782188	357.253925406	1176.39234799
43	-114.08557637	-125.388414832	1175.34917597	-172.662308185	362.297481438	1177.98314275
44	-109.985356261	-132.045591227	1175.63079412	-171.157857177	367.319343808	1179.68984856
45	-106.996983886	-138.855024791	1176.47070224	-169.685429165	372.319512513	1181.51246541
46	-105.120459245	-145.816715523	1177.86890033	-168.245024149	377.297987556	1183.45099331
47	-104.162276557	-152.905024317	1179.7405808	-166.836642128	382.254768935	1185.50543226
48	-102.677969594	-159.928562444	1181.45267883	-165.489632425	387.196948988	1187.65282209
49	-100.372435902	-166.848229454	1182.87586016	-164.295545224	392.146651048	1189.82154252
50	-97.2456754829	-173.664025344	1184.0101248	-163.26096704	397.105466763	1192.00644087
51	-93.2976883352	-180.375950117	1184.85547274	-162.385897874	402.073396133	1194.20751714
52	-88.7065220794	-187.00304277	1185.4934001	-161.670337724	407.050439158	1196.42477134
53	-84.6272755947	-193.668820409	1186.45261979	-161.114286591	412.036595838	1198.65820345
54	-81.2676975454	-200.395498026	1187.82822271	-160.663611835	417.023799499	1200.92067071
55	-78.6277879313	-207.183075623	1189.62020886	-160.260098913	422.003375198	1203.22599983
56	-76.7075467526	-214.031553198	1191.82857824	-159.903728767	426.975320094	1205.57419535
57	-75.5069740093	-220.940930751	1194.45333086	-159.594501396	431.939634188	1207.96525725
58	-74.9078469651	-227.912190932	1197.39257771	-159.332416801	436.896317478	1210.39918555
59	-74.1919462973	-234.951303471	1200.02732918	-159.117474983	441.845369966	1212.87598024
60	-73.2380759923	-242.059275729	1202.25313379	-158.980931081	446.794622082	1215.36364548
61	-72.0462360501	-249.236107707	1204.06999154	-158.991111138	451.761191726	1217.79223601
62	-70.6164264707	-256.481799404	1205.47790243	-159.150418444	456.745681	1220.15929158
63	-68.9486472542	-263.796350821	1206.47686645	-159.458852999	461.748089904	1222.46481219
64	-67.0930382485	-271.171761454	1207.12398275	-159.916414802	466.768418438	1224.70879784
