	RHX	RHY	RHZ	LHX	LHY	LHZ
0	229.006279835	48.0596868486	898.764186254	201.393294905	259.855896952	837.507534801
1	232.57413229	49.7438156887	898.142356155	204.317070793	259.186207241	839.301218736
2	236.388694326	50.7113449124	896.854324172	207.201372695	258.293785102	841.066513043
3	239.911087283	52.2398015171	895.973376034	210.132944258	257.22369112	842.607658628
4	242.796951149	55.1144343945	896.22700217	213.43813702	256.346889309	842.711109832
5	245.446707614	58.0473712337	897.27044873	215.214484185	258.059961005	841.21256581
6	248.227874416	60.6303561059	898.646089338	216.492088968	260.7085487	843.13565891
7	251.339369705	62.8373968282	900.069443653	218.487781734	262.037815664	845.623492483
8	254.460604973	64.8000573145	901.963095	220.162581005	262.553625326	848.638768917
9	257.000214328	66.7461856823	904.412888356	221.080448726	262.682624787	851.991491988
10	258.635106446	68.7998639123	907.446827352	221.908047602	262.760753684	855.393842355
11	259.741620443	70.8701672784	910.829327441	222.858387182	262.895350183	858.753857069
12	260.787889063	72.8439934229	914.267342179	223.823381525	263.017861699	862.107139212
13	261.775270549	74.72101419	917.760021318	224.639246936	263.02440982	865.507638484
14	262.703764901	76.5012295796	921.307364859	225.361417298	262.947188572	868.937939833
15	263.573372119	78.1846395919	924.909372801	226.178781952	262.896196454	872.338616988
16	264.384092203	79.7712442267	928.566045145	227.106276358	262.880131034	875.704971122
17	265.135925152	81.2610434841	932.27738189	228.143900516	262.898992313	879.037002233
18	265.828870968	82.6540373641	936.043383038	229.291654425	262.952780291	882.334710321
19	266.462929649	83.9502258667	939.864048586	230.549538085	263.041494968	885.598095387
20	267.04349306	85.1590640337	943.73073908	231.930363271	263.15061027	888.815223505
21	267.588257031	86.3115828477	947.615100249	233.472622177	263.236483496	891.950239922
22	268.098604158	87.4102067967	951.514916738	235.17891375	263.29616794	895.000723767
23	268.574534442	88.4549358807	955.430188548	237.04819593	263.332396444	897.966410332
24	269.016047882	89.4457700997	959.360915679	239.04441588	263.439718768	900.838141384
25	269.423144479	90.3827094537	963.307098131	241.149784723	263.66478684	903.611398146
26	269.795824232	91.2657539426	967.268735904	243.364302457	264.00760066	906.286180619
27	270.134087141	92.0949035666	971.245828998	245.689824952	264.468945182	908.860062893
28	270.438898481	92.8705014938	975.238136872	248.450451515	265.185900525	910.90939703
29	270.736518749	93.6018837035	979.239115536	251.75836509	266.203820324	911.956075406
